,,,"Burnaby, City [Census subdivision], British Columbia",,,,,,"British Columbia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Mother tongue","              Konkani",,      15,,       5,,      10,,     255,,     130,,     125,
"Mother tongue","              Marathi",,     135,,      65,,      70,,     620,,     325,,     295,
"Mother tongue","              Nepali",,      80,,      35,,      40,,    1155,,     620,,     540,
"Mother tongue","              Oriya (Odia)",,      20,,      10,,      10,,      70,,      35,,      35,
"Mother tongue","              Punjabi (Panjabi)",,    5000,,    2465,,    2535,,  198805,,   98525,,  100285,
"Mother tongue","              Sindhi",,     440,,     200,,     245,,    1675,,     780,,     895,
"Mother tongue","              Sinhala (Sinhalese)",,     125,,      60,,      65,,    1675,,     845,,     830,
"Mother tongue","              Urdu",,     550,,     305,,     245,,    9885,,    5090,,    4795,
"Mother tongue","            Iranian languages",,    4645,,    2450,,    2190,,   46390,,   23355,,   23035,
"Mother tongue","              Kurdish",,     420,,     225,,     195,,    1765,,     945,,     825,
"Mother tongue","              Pashto",,     145,,      75,,      70,,    1155,,     615,,     535,
"Mother tongue","              Persian (Farsi)",,    4080,,    2150,,    1925,,   43470,,   21795,,   21675,
"Mother tongue","            Indo-Iranian languages; n.i.e.",,      25,,      10,,      15,,     410,,     220,,     195,
"Mother tongue","          Italic (Romance) languages",,   10810,,    5195,,    5615,,   96135,,   46430,,   49710,
"Mother tongue","            Catalan",,      10,,       5,,       5,,     160,,      85,,      75,
"Mother tongue","            Italian",,    3975,,    1935,,    2040,,   22680,,   11445,,   11230,
"Mother tongue","            Portuguese",,    1825,,     890,,     935,,   17450,,    8240,,    9210,
"Mother tongue","            Romanian",,     825,,     415,,     420,,    8730,,    4250,,    4480,
"Mother tongue","            Spanish",,    4165,,    1950,,    2215,,   47010,,   22335,,   24675,
"Mother tongue","            Italic (Romance) languages; n.i.e.",,       5,,       0,,       5,,     105,,      65,,      40,
"Mother tongue","        Japanese",,    2285,,     780,,    1500,,   21350,,    7195,,   14150,
"Mother tongue","        Kartvelian languages",,      10,,      10,,       5,,      85,,      50,,      35,
"Mother tongue","          Georgian",,      10,,      10,,       5,,      85,,      50,,      40,
"Mother tongue","        Korean",,    7010,,    3210,,    3795,,   52160,,   23495,,   28670,
"Mother tongue","        Mongolic languages",,      60,,      25,,      35,,     360,,     150,,     205,
"Mother tongue","          Mongolian",,      60,,      25,,      30,,     360,,     155,,     210,
"Mother tongue","        Niger-Congo languages",,     365,,     180,,     190,,    3725,,    1875,,    1850,
"Mother tongue","          Akan (Twi)",,      40,,      15,,      20,,     495,,     275,,     220,
"Mother tongue","          Bamanankan",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","          Edo",,       0,,       0,,       0,,      85,,      50,,      35,
"Mother tongue","          Ewe",,       5,,       5,,       0,,      85,,      45,,      35,
"Mother tongue","          Fulah (Pular; Pulaar; Fulfulde)",,       0,,       5,,       0,,      45,,      25,,      20,
"Mother tongue","          Ga",,       5,,       5,,       5,,      45,,      20,,      25,
"Mother tongue","          Ganda",,      10,,       5,,       5,,      90,,      45,,      45,
"Mother tongue","          Igbo",,      20,,      15,,       5,,     245,,     145,,     105,
"Mother tongue","          Lingala",,      15,,       5,,      10,,      80,,      30,,      45,
"Mother tongue","          Rundi (Kirundi)",,       5,,       5,,       5,,     115,,      50,,      60,
"Mother tongue","          Kinyarwanda (Rwanda)",,      20,,       5,,      10,,     155,,      70,,      80,
"Mother tongue","          Shona",,      30,,      20,,      15,,     215,,     100,,     115,
"Mother tongue","          Swahili",,     100,,      45,,      55,,     805,,     400,,     405,
"Mother tongue","          Wolof",,       5,,       0,,       5,,      50,,      25,,      25,
"Mother tongue","          Yoruba",,      30,,      15,,      10,,     330,,     185,,     150,
"Mother tongue","          Niger-Congo languages; n.i.e.",,      95,,      40,,      55,,     885,,     410,,     480,
"Mother tongue","        Nilo-Saharan languages",,      65,,      35,,      30,,     340,,     175,,     165,
"Mother tongue","          Dinka",,      40,,      25,,      15,,     105,,      60,,      45,
"Mother tongue","          Nilo-Saharan languages; n.i.e.",,      25,,      10,,      20,,     240,,     115,,     125,
"Mother tongue","        Sign languages",,      70,,      45,,      30,,    1155,,     610,,     545,
"Mother tongue","          American Sign Language",,      35,,      20,,      15,,     470,,     230,,     240,
"Mother tongue","          Quebec Sign Language",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","          Sign languages; n.i.e",,      35,,      20,,      15,,     690,,     380,,     305,
"Mother tongue","        Sino-Tibetan languages",,   64125,,   29515,,   34610,,  410920,,  187725,,  223190,
"Mother tongue","          Chinese languages",,   63975,,   29435,,   34540,,  408415,,  186455,,  221960,
"Mother tongue","            Cantonese",,   27375,,   12645,,   14730,,  193530,,   89325,,  104210,
"Mother tongue","            Hakka",,     380,,     165,,     215,,    2325,,    1010,,    1315,
"Mother tongue","            Mandarin",,   32295,,   14830,,   17470,,  186325,,   84370,,  101955,
"Mother tongue","            Min Dong",,      35,,      20,,      15,,     230,,     105,,     120,
"Mother tongue","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,    1745,,     780,,     960,,   11210,,    4995,,    6215,
"Mother tongue","            Wu (Shanghainese)",,     780,,     360,,     425,,    4540,,    1995,,    2545,
"Mother tongue","            Chinese; n.o.s.",,    1325,,     625,,     695,,   10050,,    4570,,    5480,
"Mother tongue","            Chinese languages; n.i.e.",,      35,,      10,,      20,,     205,,      85,,     120,
"Mother tongue","          Tibeto-Burman languages",,     150,,      80,,      75,,    2500,,    1265,,    1230,
"Mother tongue","            Burmese",,      75,,      40,,      40,,    1125,,     580,,     545,
"Mother tongue","            Karenic languages",,       0,,       0,,       0,,     815,,     395,,     425,
"Mother tongue","            Tibetan",,      50,,      30,,      25,,     330,,     175,,     160,
"Mother tongue","            Tibeto-Burman languages; n.i.e.",,      25,,      10,,      10,,     230,,     120,,     110,
"Mother tongue","        Tai-Kadai languages",,     280,,      85,,     200,,    3985,,    1335,,    2650,
"Mother tongue","          Lao",,      50,,      20,,      25,,    1100,,     550,,     550,
"Mother tongue","          Thai",,     240,,      60,,     175,,    2865,,     775,,    2090,
"Mother tongue","          Tai-Kadai languages; n.i.e",,       0,,       0,,       0,,      20,,      10,,      15,
"Mother tongue","        Turkic languages",,     460,,     245,,     215,,    4140,,    2295,,    1845,
"Mother tongue","          Azerbaijani",,      65,,      35,,      30,,     530,,     290,,     235,
"Mother tongue","          Turkish",,     275,,     160,,     120,,    3145,,    1790,,    1360,
"Mother tongue","          Uyghur",,      70,,      30,,      35,,     170,,      85,,      85,
"Mother tongue","          Uzbek",,      15,,       5,,      10,,     105,,      50,,      55,
"Mother tongue","          Turkic languages; n.i.e.",,      30,,      15,,      20,,     190,,      80,,     110,
"Mother tongue","        Uralic languages",,     830,,     375,,     450,,   13490,,    6285,,    7205,
"Mother tongue","          Estonian",,      45,,      20,,      30,,     705,,     295,,     410,
"Mother tongue","          Finnish",,     185,,      70,,     115,,    3760,,    1555,,    2200,
"Mother tongue","          Hungarian",,     605,,     290,,     315,,    9025,,    4435,,    4590,
"Mother tongue","          Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Other languages; n.i.e.",,      50,,      25,,      30,,     500,,     280,,     225,
"Mother tongue","  Multiple responses",,    8700,,    4180,,    4520,,  103415,,   49625,,   53795,
"Mother tongue","    English and French",,     375,,     190,,     185,,   10065,,    4815,,    5250,
"Mother tongue","    English and non-official language",,    8000,,    3845,,    4155,,   89135,,   42820,,   46315,
"Mother tongue","    French and non-official language",,     170,,      85,,      85,,    2100,,    1040,,    1065,
"Mother tongue","    English; French and non-official language",,     155,,      60,,      90,,    2115,,     950,,    1165,
"Language spoken most often at home","Total - Language spoken most often at home for the total population excluding institutional residents - 100% data",19,  230930,,  112935,,  118000,, 4598415,, 2255395,, 2343015,
"Language spoken most often at home","  Single responses",,  208650,,  102335,,  106315,, 4365875,, 2145020,, 2220855,
"Language spoken most often at home","    Official languages",,  128685,,   65085,,   63605,, 3648500,, 1807825,, 1840675,
"Language spoken most often at home","      English",,  128085,,   64770,,   63315,, 3631700,, 1799625,, 1832075,
"Language spoken most often at home","      French",,     605,,     320,,     290,,   16795,,    8195,,    8605,
"Language spoken most often at home","    Non-official languages",,   79960,,   37250,,   42710,,  717375,,  337200,,  380180,
"Language spoken most often at home","      Aboriginal languages",,      15,,       5,,      10,,    1565,,     765,,     795,
"Language spoken most often at home","        Algonquian languages",,       0,,       0,,       0,,     105,,      50,,      55,
"Language spoken most often at home","          Blackfoot",,       0,,       0,,       0,,       0,,       5,,       0,
"Language spoken most often at home","          Cree-Montagnais languages",,       0,,       0,,       0,,      85,,      40,,      45,
"Language spoken most often at home","            Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Montagnais (Innu)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Moose Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Naskapi",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Northern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Plains Cree",,       0,,       0,,       0,,      15,,      10,,      10,
"Language spoken most often at home","            Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Swampy Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Woods Cree",,       0,,       0,,       0,,       0,,       0,,       5,
"Language spoken most often at home","            Cree; n.o.s.",,       0,,       0,,       0,,      60,,      30,,      30,
"Language spoken most often at home","          Eastern Algonquian languages",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","            Malecite",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Mi'kmaq",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","          Ojibway-Potawatomi languages",,       0,,       0,,       0,,      10,,       5,,       5,
"Language spoken most often at home","            Algonquin",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Ojibway",,       0,,       0,,       0,,      15,,       5,,       5,
"Language spoken most often at home","            Oji-Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Ottawa (Odawa)",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Athabaskan languages",,       5,,       0,,       5,,     610,,     290,,     320,
"Language spoken most often at home","          Northern Athabaskan languages",,      10,,       5,,       0,,     605,,     290,,     315,
"Language spoken most often at home","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,      20,,      10,,      10,
"Language spoken most often at home","            Beaver",,       0,,       0,,       0,,      40,,      20,,      20,
"Language spoken most often at home","            Carrier",,       5,,       0,,       5,,     245,,     110,,     130,
"Language spoken most often at home","            Chilcotin",,       0,,       0,,       0,,     260,,     125,,     130,
"Language spoken most often at home","            Dene",,       5,,       5,,       5,,      15,,       5,,      10,
