,,,"Burnaby, City [Census subdivision], British Columbia",,,,,,"British Columbia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Language spoken most often at home","              Oriya (Odia)",,      10,,       5,,       5,,      35,,      20,,      15,
"Language spoken most often at home","              Punjabi (Panjabi)",,    2695,,    1275,,    1420,,  139080,,   68565,,   70515,
"Language spoken most often at home","              Sindhi",,     195,,      80,,     115,,     615,,     270,,     345,
"Language spoken most often at home","              Sinhala (Sinhalese)",,      60,,      30,,      30,,     675,,     330,,     340,
"Language spoken most often at home","              Urdu",,     255,,     135,,     115,,    5705,,    2825,,    2880,
"Language spoken most often at home","            Iranian languages",,    3095,,    1565,,    1530,,   30205,,   14665,,   15540,
"Language spoken most often at home","              Kurdish",,     290,,     155,,     135,,    1080,,     540,,     535,
"Language spoken most often at home","              Pashto",,      95,,      45,,      45,,     700,,     350,,     350,
"Language spoken most often at home","              Persian (Farsi)",,    2705,,    1370,,    1340,,   28420,,   13765,,   14660,
"Language spoken most often at home","            Indo-Iranian languages; n.i.e.",,      15,,      10,,       5,,     200,,     100,,     100,
"Language spoken most often at home","          Italic (Romance) languages",,    4630,,    2150,,    2480,,   38110,,   18145,,   19970,
"Language spoken most often at home","            Catalan",,       0,,       0,,       0,,      65,,      35,,      35,
"Language spoken most often at home","            Italian",,    1155,,     510,,     645,,    5200,,    2245,,    2955,
"Language spoken most often at home","            Portuguese",,     845,,     415,,     430,,    6725,,    3140,,    3580,
"Language spoken most often at home","            Romanian",,     440,,     210,,     225,,    3800,,    1830,,    1970,
"Language spoken most often at home","            Spanish",,    2190,,    1020,,    1175,,   22310,,   10900,,   11410,
"Language spoken most often at home","            Italic (Romance) languages; n.i.e.",,       0,,       0,,       0,,      20,,       5,,      10,
"Language spoken most often at home","        Japanese",,    1105,,     465,,     640,,    9860,,    4070,,    5790,
"Language spoken most often at home","        Kartvelian languages",,      10,,       5,,       5,,      30,,      15,,      10,
"Language spoken most often at home","          Georgian",,      10,,       5,,       5,,      30,,      15,,      15,
"Language spoken most often at home","        Korean",,    5430,,    2530,,    2900,,   38605,,   17785,,   20820,
"Language spoken most often at home","        Mongolic languages",,      20,,      10,,      10,,     170,,      80,,      90,
"Language spoken most often at home","          Mongolian",,      15,,      15,,       5,,     165,,      80,,      85,
"Language spoken most often at home","        Niger-Congo languages",,     120,,      55,,      60,,     960,,     430,,     530,
"Language spoken most often at home","          Akan (Twi)",,       5,,       5,,       0,,     150,,      80,,      65,
"Language spoken most often at home","          Bamanankan",,       0,,       0,,       0,,       5,,       5,,       5,
"Language spoken most often at home","          Edo",,       0,,       0,,       0,,      15,,      10,,      10,
"Language spoken most often at home","          Ewe",,       5,,       5,,       5,,      20,,       5,,      10,
"Language spoken most often at home","          Fulah (Pular; Pulaar; Fulfulde)",,       0,,       0,,       0,,      20,,       5,,      10,
"Language spoken most often at home","          Ga",,       0,,       0,,       0,,       5,,       5,,       0,
"Language spoken most often at home","          Ganda",,       0,,       0,,       0,,      10,,       5,,       5,
"Language spoken most often at home","          Igbo",,       5,,       5,,       5,,      40,,      20,,      15,
"Language spoken most often at home","          Lingala",,      15,,       5,,      10,,      35,,      15,,      20,
"Language spoken most often at home","          Rundi (Kirundi)",,       5,,       0,,       0,,      55,,      20,,      40,
"Language spoken most often at home","          Kinyarwanda (Rwanda)",,       5,,       0,,       0,,      60,,      25,,      35,
"Language spoken most often at home","          Shona",,      20,,      10,,      10,,      65,,      25,,      40,
"Language spoken most often at home","          Swahili",,      25,,      10,,      15,,     200,,      90,,     115,
"Language spoken most often at home","          Wolof",,       0,,       0,,       0,,      20,,      10,,      10,
"Language spoken most often at home","          Yoruba",,       5,,       5,,       0,,      60,,      30,,      35,
"Language spoken most often at home","          Niger-Congo languages; n.i.e.",,      40,,      10,,      25,,     200,,      85,,     120,
"Language spoken most often at home","        Nilo-Saharan languages",,      25,,      20,,       5,,     140,,      60,,      75,
"Language spoken most often at home","          Dinka",,      20,,      15,,       5,,      55,,      30,,      20,
"Language spoken most often at home","          Nilo-Saharan languages; n.i.e.",,      10,,       0,,       5,,      85,,      30,,      55,
"Language spoken most often at home","        Sign languages",,     105,,      60,,      45,,    1535,,     850,,     685,
"Language spoken most often at home","          American Sign Language",,      45,,      25,,      20,,     455,,     230,,     225,
"Language spoken most often at home","          Quebec Sign Language",,       5,,       0,,       5,,       0,,       0,,       0,
"Language spoken most often at home","          Sign languages; n.i.e",,      60,,      35,,      25,,    1080,,     615,,     460,
"Language spoken most often at home","        Sino-Tibetan languages",,   46825,,   21670,,   25155,,  299420,,  137555,,  161865,
"Language spoken most often at home","          Chinese languages",,   46730,,   21615,,   25115,,  297675,,  136670,,  161000,
"Language spoken most often at home","            Cantonese",,   18670,,    8535,,   10135,,  137075,,   62545,,   74525,
"Language spoken most often at home","            Hakka",,     130,,      55,,      75,,     700,,     295,,     410,
"Language spoken most often at home","            Mandarin",,   25855,,   12060,,   13795,,  146435,,   67695,,   78740,
"Language spoken most often at home","            Min Dong",,      15,,      10,,      15,,      65,,      25,,      35,
"Language spoken most often at home","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,     790,,     370,,     425,,    4820,,    2185,,    2630,
"Language spoken most often at home","            Wu (Shanghainese)",,     470,,     220,,     245,,    2595,,    1195,,    1400,
"Language spoken most often at home","            Chinese; n.o.s.",,     780,,     365,,     420,,    5885,,    2680,,    3205,
"Language spoken most often at home","            Chinese languages; n.i.e.",,      15,,       5,,      10,,     105,,      45,,      55,
"Language spoken most often at home","          Tibeto-Burman languages",,      95,,      50,,      45,,    1745,,     885,,     865,
"Language spoken most often at home","            Burmese",,      45,,      20,,      20,,     720,,     375,,     350,
"Language spoken most often at home","            Karenic languages",,       0,,       0,,       0,,     725,,     355,,     370,
"Language spoken most often at home","            Tibetan",,      45,,      30,,      20,,     205,,     110,,      90,
"Language spoken most often at home","            Tibeto-Burman languages; n.i.e.",,       5,,       0,,       0,,      90,,      45,,      45,
"Language spoken most often at home","        Tai-Kadai languages",,     100,,      35,,      65,,    1380,,     595,,     785,
"Language spoken most often at home","          Lao",,       5,,       5,,       0,,     460,,     225,,     235,
"Language spoken most often at home","          Thai",,      90,,      30,,      60,,     920,,     370,,     545,
"Language spoken most often at home","          Tai-Kadai languages; n.i.e",,       0,,       0,,       0,,      10,,       5,,       5,
"Language spoken most often at home","        Turkic languages",,     265,,     135,,     125,,    1695,,     880,,     815,
"Language spoken most often at home","          Azerbaijani",,      40,,      20,,      15,,     195,,     105,,      95,
"Language spoken most often at home","          Turkish",,     160,,      85,,      70,,    1310,,     685,,     630,
"Language spoken most often at home","          Uyghur",,      50,,      25,,      25,,      95,,      50,,      50,
"Language spoken most often at home","          Uzbek",,       5,,       0,,       0,,      45,,      25,,      20,
"Language spoken most often at home","          Turkic languages; n.i.e.",,      10,,       5,,      10,,      40,,      20,,      25,
"Language spoken most often at home","        Uralic languages",,     285,,     125,,     160,,    3005,,    1415,,    1590,
"Language spoken most often at home","          Estonian",,      10,,       5,,      10,,      95,,      40,,      55,
"Language spoken most often at home","          Finnish",,      55,,      20,,      40,,     725,,     325,,     400,
"Language spoken most often at home","          Hungarian",,     215,,     100,,     115,,    2185,,    1050,,    1130,
"Language spoken most often at home","          Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Other languages; n.i.e.",,      10,,       5,,       5,,     145,,      70,,      75,
"Language spoken most often at home","  Multiple responses",,   22285,,   10600,,   11685,,  232540,,  110375,,  122165,
"Language spoken most often at home","    English and French",,     285,,     145,,     140,,    6155,,    2970,,    3185,
"Language spoken most often at home","    English and non-official language",,   21670,,   10305,,   11365,,  222670,,  105750,,  116920,
"Language spoken most often at home","    French and non-official language",,      45,,      25,,      20,,     650,,     290,,     360,
"Language spoken most often at home","    English; French and non-official language",,     280,,     125,,     155,,    3065,,    1365,,    1700,
"Other language spoken regularly at home","Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data",20,  230930,,  112930,,  118000,, 4598415,, 2255400,, 2343015,
"Other language spoken regularly at home","  None",,  166660,,   82585,,   84075,, 3931210,, 1940390,, 1990820,
"Other language spoken regularly at home","  English",,   29745,,   14340,,   15405,,  274535,,  132990,,  141545,
"Other language spoken regularly at home","  French",,    1280,,     555,,     725,,   41020,,   18435,,   22590,
"Other language spoken regularly at home","  Non-official language",,   32210,,   14965,,   17250,,  340930,,  158590,,  182345,
"Other language spoken regularly at home","    Aboriginal",,      55,,      25,,      30,,    7985,,    3765,,    4215,
"Other language spoken regularly at home","    Non-Aboriginal",,   32155,,   14940,,   17220,,  332945,,  154820,,  178125,
"Other language spoken regularly at home","  English and French",,     105,,      40,,      65,,    1195,,     545,,     650,
"Other language spoken regularly at home","  English and non-official language",,     680,,     310,,     370,,    5660,,    2655,,    3005,
"Other language spoken regularly at home","  French and non-official language",,     220,,     125,,      95,,    3765,,    1745,,    2020,
"Other language spoken regularly at home","  English; French and non-official language",,      20,,       5,,      10,,     100,,      45,,      50,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data",21,  199025,,   96635,,  102390,, 3870330,, 1882865,, 1987460,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 100% data",,  190860,,   92800,,   98055,, 3727360,, 1815500,, 1911860,
"Income of individuals in 2015","    Median total income in 2015 among recipients ($)",,   28900,,   33872,,   25109,,   33012,,   40370,,   27543,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 100% data",,  191170,,   93090,,   98085,, 3731980,, 1819375,, 1912600,
"Income of individuals in 2015","    Median after-tax income in 2015 among recipients ($)",,   26533,,   30019,,   23866,,   29783,,   35383,,   25659,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 100% data",,  168775,,   83250,,   85530,, 3363310,, 1665225,, 1698085,
"Income of individuals in 2015","    Median market income in 2015 among recipients ($)",,   29595,,   35283,,   24751,,   31585,,   39557,,   25304,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 100% data",,  136845,,   59775,,   77070,, 2628215,, 1140195,, 1488025,
"Income of individuals in 2015","    Median government transfers in 2015 among recipients ($)",,    1600,,     768,,    2631,,    4592,,    3717,,    4920,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 100% data",,  138290,,   70240,,   68050,, 2775010,, 1415295,, 1359715,
"Income of individuals in 2015","    Median employment income in 2015 among recipients ($)",,   32497,,   37455,,   28060,,   31713,,   39186,,   26034,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 25% sample data",22,  199025,,   96595,,  102430,, 3870375,, 1882770,, 1987605,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 25% sample data",,  190915,,   92770,,   98145,, 3727715,, 1815380,, 1912335,
"Income of individuals in 2015","    Average total income in 2015 among recipients ($)",,   40192,,   46589,,   34145,,   45616,,   54797,,   36901,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 25% sample data",,  191245,,   93080,,   98165,, 3732420,, 1819290,, 1913130,
"Income of individuals in 2015","    Average after-tax income in 2015 among recipients ($)",,   33856,,   38260,,   29680,,   37922,,   44282,,   31874,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 25% sample data",,  168935,,   83475,,   85455,, 3362835,, 1664850,, 1697985,
"Income of individuals in 2015","    Average market income in 2015 among recipients ($)",,   40816,,   47936,,   33861,,   44933,,   54787,,   35271,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 25% sample data",,  136805,,   59685,,   77120,, 2628230,, 1139390,, 1488840,
"Income of individuals in 2015","    Average government transfers in 2015 among recipients ($)",,    5687,,    5368,,    5934,,    7207,,    7255,,    7171,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 25% sample data",,  138290,,   70485,,   67805,, 2775010,, 1415100,, 1359910,
"Income of individuals in 2015","    Average employment income in 2015 among recipients ($)",,   41993,,   48571,,   35155,,   43339,,   52171,,   34149,
"Income of individuals in 2015","Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data",23,  199025,,   96595,,  102430,, 3870375,, 1882770,, 1987605,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data",24,   58885,,   32935,,   25950,, 1147070,,  652115,,  494950,
"Income of individuals in 2015","    Median employment income in 2015 for full-year full-time workers ($)",25,   53370,,   58891,,   48721,,   53940,,   61004,,   47039,
"Income of individuals in 2015","    Average employment income in 2015 for full-year full-time workers ($)",26,   62793,,   68972,,   54952,,   64625,,   72840,,   53801,
"Income of individuals in 2015","Composition of total income in 2015 of the population aged 15 years and over in private households (%) - 100% data",27,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,
"Income of individuals in 2015","  Market income (%)",28,     89.8,,     92.5,,     86.3,,     88.9,,     91.7,,     84.9,
"Income of individuals in 2015","    Employment income (%)",29,     75.8,,     79.1,,     71.6,,     70.8,,     74.4,,     65.8,
"Income of individuals in 2015","  Government transfers (%)",30,     10.2,,      7.5,,     13.7,,     11.1,,      8.3,,     15.1,
"Income of individuals in 2015","Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data",31,  199025,,   96630,,  102395,, 3870330,, 1882865,, 1987460,
"Income of individuals in 2015","  Without total income",,    8165,,    3830,,    4330,,  142970,,   67370,,   75600,
"Income of individuals in 2015","  With total income",,  190860,,   92800,,   98055,, 3727360,, 1815505,, 1911860,
"Income of individuals in 2015","  Percentage with total income",,     95.9,,     96.0,,     95.8,,     96.3,,     96.4,,     96.2,
"Income of individuals in 2015","    Under $10;000 (including loss)",,   38620,,   17095,,   21525,,  573315,,  240120,,  333195,
"Income of individuals in 2015","    $10;000 to $19;999",,   34885,,   15030,,   19860,,  653915,,  262225,,  391685,
"Income of individuals in 2015","    $20;000 to $29;999",,   24160,,   10600,,   13565,,  503290,,  209095,,  294195,
"Income of individuals in 2015","    $30;000 to $39;999",,   20115,,    9225,,   10885,,  424330,,  188860,,  235470,
"Income of individuals in 2015","    $40;000 to $49;999",,   17755,,    8355,,    9400,,  366220,,  173020,,  193200,
"Income of individuals in 2015","    $50;000 to $59;999",,   14000,,    7040,,    6960,,  286310,,  148095,,  138215,
"Income of individuals in 2015","    $60;000 to $69;999",,   10600,,    5855,,    4745,,  222975,,  129400,,   93580,
"Income of individuals in 2015","    $70;000 to $79;999",,    7915,,    4550,,    3365,,  171625,,  103795,,   67830,
"Income of individuals in 2015","    $80;000 to $89;999",,    6075,,    3625,,    2450,,  134090,,   83100,,   50990,
"Income of individuals in 2015","    $90;000 to $99;999",,    4340,,    2650,,    1690,,   96825,,   62825,,   34005,
"Income of individuals in 2015","    $100;000 and over",,   12395,,    8780,,    3615,,  294475,,  214980,,   79500,
"Income of individuals in 2015","      $100;000 to $149;999",,    8740,,    6015,,    2735,,  198355,,  142260,,   56095,
"Income of individuals in 2015","      $150;000 and over",,    3650,,    2770,,     880,,   96115,,   72715,,   23405,
"Income of individuals in 2015","Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data",32,  199025,,   96635,,  102390,, 3870330,, 1882870,, 1987460,
"Income of individuals in 2015","  Without after-tax income",,    7855,,    3550,,    4310,,  138350,,   63495,,   74855,
"Income of individuals in 2015","  With after-tax income",,  191170,,   93085,,   98080,, 3731980,, 1819375,, 1912605,
"Income of individuals in 2015","  Percentage with after-tax income",,     96.1,,     96.3,,     95.8,,     96.4,,     96.6,,     96.2,
"Income of individuals in 2015","    Under $10;000 (including loss)",,   39770,,   17895,,   21875,,  597310,,  253480,,  343835,
"Income of individuals in 2015","    $10;000 to $19;999",,   36420,,   15865,,   20560,,  686510,,  280490,,  406015,
"Income of individuals in 2015","    $20;000 to $29;999",,   28450,,   12765,,   15680,,  593490,,  252075,,  341415,
"Income of individuals in 2015","    $30;000 to $39;999",,   23580,,   10895,,   12680,,  495200,,  226080,,  269120,
"Income of individuals in 2015","    $40;000 to $49;999",,   19850,,    9695,,   10160,,  402535,,  200565,,  201965,
"Income of individuals in 2015","    $50;000 to $59;999",,   13875,,    7530,,    6350,,  293450,,  167870,,  125585,
"Income of individuals in 2015","    $60;000 to $69;999",,    9640,,    5525,,    4115,,  210085,,  128000,,   82080,
"Income of individuals in 2015","    $70;000 to $79;999",,    6745,,    4030,,    2720,,  151775,,   95230,,   56545,
"Income of individuals in 2015","    $80;000 and over",,   12835,,    8885,,    3950,,  301635,,  215590,,   86045,
"Income of individuals in 2015","      $80;000 to $89;999",,    4310,,    2790,,    1520,,   94700,,   64330,,   30370,
"Income of individuals in 2015","      $90;000 to $99;999",,    2580,,    1745,,     835,,   59050,,   42050,,   17000,
"Income of individuals in 2015","      $100;000 and over",,    5945,,    4355,,    1590,,  147885,,  109215,,   38670,
"Income of individuals in 2015","Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data",33,  199025,,   96630,,  102390,, 3870330,, 1882865,, 1987460,
"Income of individuals in 2015","  Without employment income",,   60735,,   26390,,   34345,, 1095320,,  467570,,  627745,
"Income of individuals in 2015","  With employment income",,  138290,,   70245,,   68050,, 2775010,, 1415295,, 1359715,
"Income of individuals in 2015","  Percentage with employment income",,     69.5,,     72.7,,     66.5,,     71.7,,     75.2,,     68.4,
"Income of individuals in 2015","    Under $5;000 (including loss)",,   19460,,    8725,,   10735,,  441080,,  204275,,  236810,
"Income of individuals in 2015","    $5;000 to $9;999",,   10905,,    4820,,    6085,,  212715,,   90015,,  122705,
"Income of individuals in 2015","    $10;000 to $19;999",,   19260,,    8940,,   10320,,  371875,,  160350,,  211525,
"Income of individuals in 2015","    $20;000 to $29;999",,   15740,,    7385,,    8355,,  309470,,  135945,,  173525,
"Income of individuals in 2015","    $30;000 to $39;999",,   14775,,    6965,,    7815,,  282045,,  126870,,  155180,
"Income of individuals in 2015","    $40;000 to $49;999",,   13770,,    6505,,    7260,,  253810,,  118870,,  134935,
"Income of individuals in 2015","    $50;000 to $59;999",,   11000,,    5665,,    5330,,  203885,,  107605,,   96280,
"Income of individuals in 2015","    $60;000 to $69;999",,    8380,,    4755,,    3625,,  163740,,   98205,,   65535,
"Income of individuals in 2015","    $70;000 to $79;999",,    6415,,    3750,,    2670,,  132340,,   82120,,   50220,
"Income of individuals in 2015","    $80;000 and over",,   18580,,   12725,,    5855,,  404040,,  291050,,  112990,
"Income of individuals in 2015","      $80;000 to $89;999",,    5110,,    3115,,    2000,,  106680,,   67815,,   38860,
"Income of individuals in 2015","      $90;000 to $99;999",,    3630,,    2335,,    1295,,   76470,,   51990,,   24480,
"Income of individuals in 2015","      $100;000 and over",,    9840,,    7280,,    2555,,  220890,,  171245,,   49645,
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 100% data",34,   92200,,,...,,..., 1881970,,,...,,...
"Income of households in 2015","  Median total income of households in 2015 ($)",,   64737,,,...,,...,   69995,,,...,,...
"Income of households in 2015","  Median after-tax income of households in 2015 ($)",,   57107,,,...,,...,   61280,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 100% data",,   25760,,,...,,...,  541915,,,...,,...
"Income of households in 2015","      Median total income of one-person households in 2015 ($)",,   34416,,,...,,...,   35701,,,...,,...
"Income of households in 2015","      Median after-tax income of one-person households in 2015 ($)",,   30804,,,...,,...,   31899,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 100% data",,   66445,,,...,,..., 1340055,,,...,,...
"Income of households in 2015","      Median total income of two-or-more-person households in 2015 ($)",,   81672,,,...,,...,   88466,,,...,,...
"Income of households in 2015","      Median after-tax income of two-or-more-person households in 2015 ($)",,   72129,,,...,,...,   77108,,,...,,...
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 25% sample data",35,   92200,,,...,,..., 1881970,,,...,,...
"Income of households in 2015","  Average total income of households in 2015 ($)",,   83223,,,...,,...,   90354,,,...,,...
"Income of households in 2015","  Average after-tax income of households in 2015 ($)",,   70225,,,...,,...,   75209,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 25% sample data",,   25765,,,...,,...,  541925,,,...,,...
"Income of households in 2015","      Average total income of one-person households in 2015 ($)",,   43084,,,...,,...,   46696,,,...,,...
"Income of households in 2015","      Average after-tax income of one-person households in 2015 ($)",,   36378,,,...,,...,   39091,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 25% sample data",,   66435,,,...,,..., 1340045,,,...,,...
"Income of households in 2015","      Average total income of two-or-more-person households in 2015 ($)",,   98790,,,...,,...,  108010,,,...,,...
"Income of households in 2015","      Average after-tax income of two-or-more-person households in 2015 ($)",,   83351,,,...,,...,   89816,,,...,,...
"Income of households in 2015","Total - Household total income groups in 2015 for private households - 100% data",36,   92205,,,...,,..., 1881965,,,...,,...
"Income of households in 2015","  Under $5;000",,    4470,,,...,,...,   43415,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,    1815,,,...,,...,   27140,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    2910,,,...,,...,   55745,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    4120,,,...,,...,   77565,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,    3780,,,...,,...,   78695,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,    3970,,,...,,...,   72985,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,    3815,,,...,,...,   78080,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,    3725,,,...,,...,   78395,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,    3655,,,...,,...,   76775,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,    3700,,,...,,...,   75860,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,    6990,,,...,,...,  143475,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,    6375,,,...,,...,  132845,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,    5795,,,...,,...,  122350,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,    5150,,,...,,...,  111350,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,    4440,,,...,,...,   99420,,,...,,...
"Income of households in 2015","  $100;000 and over",,   27495,,,...,,...,  607855,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,    8870,,,...,,...,  198140,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,    6340,,,...,,...,  138420,,,...,,...
"Income of households in 2015","    $150;000 to $199;999",,    6705,,,...,,...,  149210,,,...,,...
"Income of households in 2015","    $200;000 and over",,    5580,,,...,,...,  122080,,,...,,...
"Income of households in 2015","Total - Household after-tax income groups in 2015 for private households - 100% data",32,   92200,,,...,,..., 1881965,,,...,,...
"Income of households in 2015","  Under $5;000",,    4645,,,...,,...,   46350,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,    1835,,,...,,...,   27605,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    2945,,,...,,...,   56780,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    4245,,,...,,...,   80315,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,    4220,,,...,,...,   89795,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,    4755,,,...,,...,   88035,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,    4425,,,...,,...,   93640,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,    4445,,,...,,...,   92220,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,    4520,,,...,,...,   91635,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,    4295,,,...,,...,   88520,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,    7930,,,...,,...,  165685,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,    7045,,,...,,...,  150650,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,    6220,,,...,,...,  136430,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,    5240,,,...,,...,  118520,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,    4465,,,...,,...,  101185,,,...,,...
"Income of households in 2015","  $100;000 and over",,   20965,,,...,,...,  454595,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,    8635,,,...,,...,  187490,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,    4990,,,...,,...,  111260,,,...,,...
"Income of households in 2015","    $150;000 and over",,    7335,,,...,,...,  155845,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 100% data",37,   62365,,,...,,..., 1276275,,,...,,...
"Income of economic families in 2015","  Median total income of economic families in 2015 ($)",,   82751,,,...,,...,   88451,,,...,,...
"Income of economic families in 2015","  Median after-tax income of economic families in 2015 ($)",,   72880,,,...,,...,   77002,,,...,,...
"Income of economic families in 2015","  Average family size of economic families",,      3.0,,,...,,...,      3.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 100% data",,   20515,,,...,,...,  519030,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families without children or other relatives in 2015 ($)",,   74186,,,...,,...,   80788,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families without children or other relatives in 2015 ($)",,   65107,,,...,,...,   70464,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families without children or other relatives",,      2.0,,,...,,...,      2.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 100% data",,   29550,,,...,,...,  536175,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families with children in 2015 ($)",,  102961,,,...,,...,  111736,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families with children in 2015 ($)",,   89772,,,...,,...,   96176,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families with children",,      4.0,,,...,,...,      4.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data",,    9420,,,...,,...,  179945,,,...,,...
"Income of economic families in 2015","  Median total income of lone-parent economic families in 2015 ($)",,   51723,,,...,,...,   51056,,,...,,...
"Income of economic families in 2015","  Median after-tax income of lone-parent economic families in 2015 ($)",,   47281,,,...,,...,   46668,,,...,,...
"Income of economic families in 2015","  Average family size of lone-parent economic families",,      2.6,,,...,,...,      2.6,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 25% sample data",38,   62325,,,...,,..., 1275865,,,...,,...
"Income of economic families in 2015","  Average total income of economic families in 2015 ($)",,  100038,,,...,,...,  108241,,,...,,...
"Income of economic families in 2015","  Average after-tax income of economic families in 2015 ($)",,   84240,,,...,,...,   89792,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data",,   20585,,,...,,...,  518295,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families without children or other relatives in 2015 ($)",,   89292,,,...,,...,  100772,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families without children or other relatives in 2015 ($)",,   74636,,,...,,...,   83021,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data",,   29530,,,...,,...,  536580,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families with children in 2015 ($)",,  120206,,,...,,...,  131213,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families with children in 2015 ($)",,  100979,,,...,,...,  108407,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data",,    9370,,,...,,...,  179615,,,...,,...
