"Census Profile, 2021 Census of Population"
,,,"Surrey, City (CY) [Census subdivision], British Columbia",,,,,,,,,,,,
,,,"Counts",,,,,,"Rates",,,,,,
"Topic","Characteristic","Note","Total","Total_Flag","Men+","Men+_Flag","Women+","Women+_Flag","Total","Total_Flag","Men+","Men+_Flag","Women+","Women+_Flag",
"Mother tongue","          Tulu",,    15,"",    10,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Dravidian languages, n.i.e.",,    10,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Georgian",,    10,"",    10,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Hmong-Mien languages",,    10,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Indo-European languages",,182190,"", 90590,"", 91600,"",   32.3,"",   32.3,"",   32.3,"",
"Mother tongue","          Albanian",,   275,"",   135,"",   135,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Armenian",,   140,"",    60,"",    75,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Balto-Slavic languages",,  6810,"",  3220,"",  3590,"",    1.2,"",    1.1,"",    1.3,"",
"Mother tongue","            Baltic languages",,    45,"",    15,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Latvian",,    20,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Lithuanian",,    25,"",     5,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Slavic languages",,  6760,"",  3200,"",  3565,"",    1.2,"",    1.1,"",    1.3,"",
"Mother tongue","              Belarusian",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Bulgarian",,   120,"",    55,"",    60,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Czech",,   420,"",   185,"",   235,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","              Macedonian",,    15,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Polish",,  2035,"",   980,"",  1060,"",    0.4,"",    0.3,"",    0.4,"",
"Mother tongue","              Russian",,  1960,"",   900,"",  1060,"",    0.3,"",    0.3,"",    0.4,"",
"Mother tongue","              Rusyn",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Serbo-Croatian",,  1325,"",   675,"",   650,"",    0.2,"",    0.2,"",    0.2,"",
"Mother tongue","                Bosnian",,   170,"",    90,"",    85,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","                Croatian",,   570,"",   275,"",   295,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","                Serbian",,   555,"",   295,"",   260,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","                Serbo-Croatian, n.i.e.",,    25,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Slovak",,   190,"",    85,"",   105,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Slovene (Slovenian)",,    70,"",    35,"",    35,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Ukrainian",,   635,"",   290,"",   345,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","              Slavic languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Celtic languages",,    20,"",     5,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Irish",,     5,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Scottish Gaelic",,    10,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Welsh",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Celtic languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Germanic languages",,  4840,"",  2195,"",  2650,"",    0.9,"",    0.8,"",    0.9,"",
"Mother tongue","            Frisian",,    20,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            High German languages",,  2940,"",  1345,"",  1595,"",    0.5,"",    0.5,"",    0.6,"",
"Mother tongue","              German",,  2860,"",  1315,"",  1550,"",    0.5,"",    0.5,"",    0.5,"",
"Mother tongue","              Pennsylvania German",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Swiss German",,    70,"",    30,"",    40,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Yiddish",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Low Saxon-Low Franconian languages",,  1380,"",   610,"",   770,"",    0.2,"",    0.2,"",    0.3,"",
"Mother tongue","              Afrikaans",,   190,"",    85,"",   110,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Dutch",,  1115,"",   500,"",   620,"",    0.2,"",    0.2,"",    0.2,"",
"Mother tongue","              Low German, n.o.s.",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Low Saxon",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Plautdietsch",,    45,"",    15,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Vlaams (Flemish)",,    15,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Scandinavian languages",,   500,"",   225,"",   275,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","              Danish",,   280,"",   130,"",   145,"",    0.0,"",    0.0,"",    0.1,"",
"Mother tongue","              Icelandic",,    20,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Norwegian",,   100,"",    40,"",    60,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Swedish",,   105,"",    45,"",    60,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Germanic languages, n.i.e.",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Greek",,   485,"",   260,"",   225,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","          Indo-Iranian languages",,158375,"", 79190,"", 79180,"",   28.1,"",   28.3,"",   27.9,"",
"Mother tongue","            Indo-Aryan languages",,154250,"", 77085,"", 77170,"",   27.3,"",   27.5,"",   27.2,"",
"Mother tongue","              Assamese",,    35,"",    15,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Bengali",,  1130,"",   595,"",   535,"",    0.2,"",    0.2,"",    0.2,"",
"Mother tongue","              Gujarati",,  2090,"",  1090,"",   995,"",    0.4,"",    0.4,"",    0.4,"",
"Mother tongue","              Hindi",, 14540,"",  7110,"",  7425,"",    2.6,"",    2.5,"",    2.6,"",
"Mother tongue","              Kacchi",,   105,"",    50,"",    55,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Kashmiri",,     5,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Konkani",,    90,"",    45,"",    45,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Marathi",,   325,"",   160,"",   165,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","              Nepali",,   650,"",   325,"",   325,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","              Oriya languages",,    20,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","                Odia",,    10,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","                Oriya, n.o.s.",,    10,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Punjabi (Panjabi)",,128305,"", 64230,"", 64080,"",   22.7,"",   22.9,"",   22.6,"",
"Mother tongue","              Rohingya",,    55,"",    30,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Sindhi",,    95,"",    45,"",    45,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Sinhala (Sinhalese)",,   720,"",   345,"",   370,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","              Urdu",,  5820,"",  2895,"",  2925,"",    1.0,"",    1.0,"",    1.0,"",
"Mother tongue","              Indo-Aryan languages, n.i.e.",,   265,"",   130,"",   135,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Iranian languages",,  4110,"",  2110,"",  2005,"",    0.7,"",    0.8,"",    0.7,"",
"Mother tongue","              Baluchi",,    10,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Kurdish",,   330,"",   170,"",   155,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","              Parsi",,    20,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Pashto",,   620,"",   335,"",   285,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","              Persian languages",,  3115,"",  1575,"",  1535,"",    0.6,"",    0.6,"",    0.5,"",
"Mother tongue","                Dari",,  1840,"",   890,"",   950,"",    0.3,"",    0.3,"",    0.3,"",
"Mother tongue","                Iranian Persian",,   845,"",   465,"",   385,"",    0.1,"",    0.2,"",    0.1,"",
"Mother tongue","                Persian (Farsi), n.o.s.",,   430,"",   220,"",   205,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","              Iranian languages, n.i.e.",,    20,"",    15,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Indo-Iranian languages, n.i.e.",,    10,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Italic (Romance) languages",, 11240,"",  5520,"",  5720,"",    2.0,"",    2.0,"",    2.0,"",
"Mother tongue","            Catalan",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Italian",,  1145,"",   605,"",   535,"",    0.2,"",    0.2,"",    0.2,"",
"Mother tongue","            Portuguese",,  1825,"",   850,"",   975,"",    0.3,"",    0.3,"",    0.3,"",
"Mother tongue","            Romanian",,   700,"",   340,"",   360,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","            Spanish",,  7565,"",  3710,"",  3850,"",    1.3,"",    1.3,"",    1.4,"",
"Mother tongue","            Italic (Romance) languages, n.i.e.",,     5,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Indo-European languages, n.i.e.",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Japanese",,  1105,"",   380,"",   725,"",    0.2,"",    0.1,"",    0.3,"",
"Mother tongue","        Korean",,  8690,"",  4070,"",  4620,"",    1.5,"",    1.5,"",    1.6,"",
"Mother tongue","        Mongolian",,    15,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Niger-Congo languages",,  1430,"",   710,"",   720,"",    0.3,"",    0.3,"",    0.3,"",
"Mother tongue","          Akan (Twi)",,   205,"",   105,"",   100,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Bamanankan",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Edo",,    40,"",    20,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Éwé",,    60,"",    35,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Fulah (Pular, Pulaar, Fulfulde)",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Ga",,    20,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Ganda",,    25,"",    15,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Gikuyu",,    15,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Igbo",,    95,"",    45,"",    45,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Kinyarwanda (Rwanda)",,    85,"",    40,"",    50,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Lingala",,    30,"",    15,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Luba-Kasai",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Mòoré",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Mwani",,    10,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Ndebele",,     5,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Rundi (Kirundi)",,    65,"",    30,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Shona",,    65,"",    30,"",    40,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Soninke",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Sotho-Tswana languages",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Swahili",,   335,"",   165,"",   170,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","          Wojenaka",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Wolof",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Yoruba",,   160,"",    90,"",    70,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Niger-Congo languages, n.i.e.",,   195,"",    90,"",   105,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Nilo-Saharan languages",,   105,"",    65,"",    45,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Dinka",,    15,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Nuer",,    25,"",    15,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Nilo-Saharan languages, n.i.e.",,    60,"",    35,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          African, n.o.s.",,    10,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Sign languages",,   140,"",    75,"",    60,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          American Sign Language",,   130,"",    70,"",    60,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Quebec Sign Language",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Sign languages, n.i.e.",,    15,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Sino-Tibetan languages",, 39485,"", 18540,"", 20945,"",    7.0,"",    6.6,"",    7.4,"",
"Mother tongue","          Chinese languages",, 38555,"", 18075,"", 20485,"",    6.8,"",    6.4,"",    7.2,"",
"Mother tongue","            Hakka",,   220,"",    90,"",   130,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Mandarin",, 28080,"", 13085,"", 15000,"",    5.0,"",    4.7,"",    5.3,"",
"Mother tongue","            Min Dong",,    20,"",    10,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,  1620,"",   765,"",   850,"",    0.3,"",    0.3,"",    0.3,"",
"Mother tongue","            Wu (Shanghainese)",,   265,"",   130,"",   140,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Yue (Cantonese)",,  8165,"",  3900,"",  4270,"",    1.4,"",    1.4,"",    1.5,"",
"Mother tongue","            Chinese, n.o.s.",,   170,"",    80,"",    90,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Chinese languages, n.i.e.",,    15,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Tibeto-Burman languages",,   905,"",   450,"",   450,"",    0.2,"",    0.2,"",    0.2,"",
"Mother tongue","            Burmese",,   330,"",   175,"",   155,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","            Kuki-Chin languages",,   165,"",    75,"",    90,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Karenic languages",,   280,"",   140,"",   140,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              S'gaw Karen",,   245,"",   120,"",   125,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Karenic languages, n.i.e.",,    40,"",    20,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tibetan",,    85,"",    45,"",    40,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tibeto-Burman languages, n.i.e.",,    40,"",    20,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Sino-Tibetan languages, n.i.e.",,    25,"",    10,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Tai-Kadai languages",,   760,"",   310,"",   445,"",    0.1,"",    0.1,"",    0.2,"",
"Mother tongue","          Lao",,   500,"",   240,"",   255,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","          Thai",,   255,"",    70,"",   190,"",    0.0,"",    0.0,"",    0.1,"",
"Mother tongue","          Tai-Kadai languages, n.i.e.",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Turkic languages",,   575,"",   305,"",   270,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","          Azerbaijani",,    15,"",    15,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Kazakh",,    10,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Turkish",,   395,"",   215,"",   185,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","          Uyghur",,    95,"",    50,"",    45,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Uzbek",,    40,"",    20,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Turkic languages, n.i.e.",,    20,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Uralic languages",,   930,"",   435,"",   495,"",    0.2,"",    0.2,"",    0.2,"",
"Mother tongue","          Estonian",,    50,"",    25,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Finnish",,   165,"",    75,"",    95,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Hungarian",,   715,"",   335,"",   375,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","        Other languages, n.i.e.",,    25,"",    10,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","  Multiple responses",, 39005,"", 19225,"", 19780,"",    6.9,"",    6.9,"",    7.0,"",
"Mother tongue","    English and French",,  1035,"",   505,"",   535,"",    0.2,"",    0.2,"",    0.2,"",
"Mother tongue","    English and non-official language(s)",, 34045,"", 16870,"", 17170,"",    6.0,"",    6.0,"",    6.0,"",
"Mother tongue","    French and non-official language(s)",,   320,"",   160,"",   165,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","    English, French and non-official language(s)",,   440,"",   200,"",   235,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","    Multiple non-official languages",,  3165,"",  1485,"",  1680,"",    0.6,"",    0.5,"",    0.6,"",
"All languages spoken at home","Total - All languages spoken at home for the total population excluding institutional residents - 100% data",40,564230,"",280295,"",283935,"",  100.0,"",  100.0,"",  100.0,"",
"All languages spoken at home","  English",,253560,"",128190,"",125370,"",   44.9,"",   45.7,"",   44.2,"",
"All languages spoken at home","  French",,   520,"",   260,"",   260,"",    0.1,"",    0.1,"",    0.1,"",
"All languages spoken at home","  Non-official language",,108570,"", 52680,"", 55890,"",   19.2,"",   18.8,"",   19.7,"",
"All languages spoken at home","    Indigenous",39,    15,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"All languages spoken at home","    Non-Indigenous",,108555,"", 52670,"", 55880,"",   19.2,"",   18.8,"",   19.7,"",
"All languages spoken at home","  English and French",,  2475,"",  1170,"",  1310,"",    0.4,"",    0.4,"",    0.5,"",
"All languages spoken at home","  English and non-official language(s)",,187700,"", 92565,"", 95135,"",   33.3,"",   33.0,"",   33.5,"",
"All languages spoken at home","  French and non-official language(s)",,   155,"",    80,"",    80,"",    0.0,"",    0.0,"",    0.0,"",
"All languages spoken at home","  English, French and non-official language(s)",,  3030,"",  1365,"",  1665,"",    0.5,"",    0.5,"",    0.6,"",
"All languages spoken at home","  Multiple non-official languages",,  8220,"",  3990,"",  4235,"",    1.5,"",    1.4,"",    1.5,"",
"Language spoken most often at home","Total - Language spoken most often at home for the total population excluding institutional residents - 100% data",41,564230,"",280295,"",283935,"",  100.0,"",  100.0,"",  100.0,"",
"Language spoken most often at home","  Single responses",,516220,"",256695,"",259525,"",   91.5,"",   91.6,"",   91.4,"",
"Language spoken most often at home","    Official languages",,319050,"",159795,"",159255,"",   56.5,"",   57.0,"",   56.1,"",
"Language spoken most often at home","      English",,318180,"",159360,"",158825,"",   56.4,"",   56.9,"",   55.9,"",
"Language spoken most often at home","      French",,   870,"",   440,"",   435,"",    0.2,"",    0.2,"",    0.2,"",
"Language spoken most often at home","    Non-official languages",,197175,"", 96905,"",100265,"",   34.9,"",   34.6,"",   35.3,"",
"Language spoken most often at home","      Indigenous languages",39,    20,"",     5,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Algonquian languages",,    10,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Blackfoot",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Cree-Innu languages",,    10,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Atikamekw",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Cree languages",,    10,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Ililimowin (Moose Cree)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Inu Ayimun (Southern East Cree)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Iyiyiw-Ayimiwin (Northern East Cree)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Nehinawewin (Swampy Cree)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Nehiyawewin (Plains Cree)",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Nihithawiwin (Woods Cree)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Cree, n.o.s.",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Innu (Montagnais)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Naskapi",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Eastern Algonquian languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Mi'kmaq",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Wolastoqewi (Malecite)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Ojibway-Potawatomi languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Anicinabemowin (Algonquin)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Oji-Cree",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Ojibway languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Anishinaabemowin (Chippewa)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Daawaamwin (Odawa)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Saulteau (Western Ojibway)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Ojibway, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Algonquian languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Athabaskan languages",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Northern Athabaskan languages",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Dakelh (Carrier)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Dane-zaa (Beaver)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Dene, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Gwich'in",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Slavey-Hare languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Deh Gah Ghotie Zhatie (South Slavey)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Satuotine Yati (North Slavey)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Slavey, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Tahltan languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Kaska (Nahani)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Tahltan",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Tlicho (Dogrib)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Tse'khene (Sekani)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Tsilhqot'in (Chilcotin)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Tsuu T'ina (Sarsi)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Tutchone languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Northern Tutchone",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Southern Tutchone",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Tutchone, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Wetsuwet'en-Babine",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Tlingit",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Athabaskan languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Haida",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
