,,,"Langley, District municipality [Census subdivision], British Columbia",,,,,,"British Columbia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Language spoken most often at home","          Oneida",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Iroquoian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Kutenai",,       0,,       0,,       0,,      15,,      10,,       5,
"Language spoken most often at home","        Michif",,       0,,       0,,       0,,       0,,       5,,       0,
"Language spoken most often at home","        Salish languages",,       0,,       0,,       0,,     275,,     130,,     150,
"Language spoken most often at home","          Comox",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Halkomelem",,       0,,       0,,       0,,      50,,      20,,      30,
"Language spoken most often at home","          Lillooet",,       0,,       0,,       0,,      25,,      15,,      15,
"Language spoken most often at home","          Okanagan",,       0,,       0,,       0,,      85,,      35,,      45,
"Language spoken most often at home","          Shuswap (Secwepemctsin)",,       0,,       0,,       0,,      50,,      30,,      20,
"Language spoken most often at home","          Squamish",,       0,,       0,,       0,,       5,,       5,,       0,
"Language spoken most often at home","          Straits",,       0,,       0,,       0,,      25,,      10,,      15,
"Language spoken most often at home","          Thompson (Ntlakapamux)",,       0,,       0,,       0,,      20,,      10,,      10,
"Language spoken most often at home","          Salish languages; n.i.e.",,       0,,       0,,       0,,      20,,      10,,      10,
"Language spoken most often at home","        Siouan languages",,       0,,       0,,       0,,      15,,      10,,       5,
"Language spoken most often at home","          Dakota",,       0,,       0,,       0,,      10,,      10,,       5,
"Language spoken most often at home","          Stoney",,       0,,       0,,       0,,       5,,       5,,       0,
"Language spoken most often at home","          Siouan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Tlingit",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Tsimshian languages",,       0,,       0,,       0,,     405,,     215,,     195,
"Language spoken most often at home","          Gitxsan (Gitksan)",,       0,,       0,,       0,,     310,,     155,,     155,
"Language spoken most often at home","          Nisga'a",,       0,,       0,,       0,,      70,,      45,,      25,
"Language spoken most often at home","          Tsimshian",,       0,,       0,,       0,,      25,,      15,,      10,
"Language spoken most often at home","        Wakashan languages",,       0,,       0,,       0,,      75,,      40,,      35,
"Language spoken most often at home","          Haisla",,       0,,       0,,       0,,      20,,      10,,      15,
"Language spoken most often at home","          Heiltsuk",,       0,,       0,,       0,,       5,,       5,,       0,
"Language spoken most often at home","          Kwakiutl (Kwak'wala)",,       0,,       0,,       0,,      25,,      10,,      10,
"Language spoken most often at home","          Nuu-chah-nulth (Nootka)",,       0,,       0,,       0,,      30,,      15,,      10,
"Language spoken most often at home","          Wakashan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Aboriginal languages; n.o.s.",,       0,,       0,,       0,,      45,,      15,,      25,
"Language spoken most often at home","      Non-Aboriginal languages",,    9815,,    4640,,    5175,,  715815,,  336435,,  379380,
"Language spoken most often at home","        Afro-Asiatic languages",,     170,,      90,,      80,,   13990,,    7065,,    6920,
"Language spoken most often at home","          Berber languages",,       0,,       0,,       0,,      45,,      25,,      20,
"Language spoken most often at home","            Kabyle",,       0,,       0,,       0,,      20,,      10,,      15,
"Language spoken most often at home","            Berber languages; n.i.e.",,       0,,       0,,       0,,      25,,      15,,      10,
"Language spoken most often at home","          Cushitic languages",,       0,,       0,,       0,,     770,,     355,,     415,
"Language spoken most often at home","            Bilen",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Oromo",,       0,,       0,,       0,,      90,,      50,,      45,
"Language spoken most often at home","            Somali",,       0,,       0,,       0,,     665,,     300,,     360,
"Language spoken most often at home","            Cushitic languages; n.i.e.",,       0,,       0,,       0,,      15,,       5,,      10,
"Language spoken most often at home","          Semitic languages",,     170,,      90,,      80,,   13155,,    6680,,    6475,
"Language spoken most often at home","            Amharic",,       0,,       0,,       5,,     600,,     275,,     320,
"Language spoken most often at home","            Arabic",,     155,,      85,,      75,,   10415,,    5335,,    5080,
"Language spoken most often at home","            Assyrian Neo-Aramaic",,       0,,       0,,       0,,     405,,     195,,     210,
"Language spoken most often at home","            Chaldean Neo-Aramaic",,       5,,       5,,       0,,     310,,     165,,     145,
"Language spoken most often at home","            Harari",,       0,,       0,,       0,,      10,,       5,,       5,
"Language spoken most often at home","            Hebrew",,       5,,       5,,       5,,     900,,     465,,     440,
"Language spoken most often at home","            Maltese",,       0,,       0,,       0,,      15,,       5,,      10,
"Language spoken most often at home","            Tigrigna",,       0,,       0,,       0,,     410,,     190,,     225,
"Language spoken most often at home","            Semitic languages; n.i.e.",,       0,,       0,,       0,,      95,,      45,,      50,
"Language spoken most often at home","          Afro-Asiatic languages; n.i.e.",,       0,,       0,,       0,,      20,,      10,,      10,
"Language spoken most often at home","        Austro-Asiatic languages",,     625,,     315,,     310,,   17870,,    8305,,    9560,
"Language spoken most often at home","          Khmer (Cambodian)",,      10,,       5,,       5,,     800,,     375,,     420,
"Language spoken most often at home","          Vietnamese",,     615,,     305,,     310,,   17055,,    7920,,    9130,
"Language spoken most often at home","          Austro-Asiatic languages; n.i.e",,       0,,       0,,       0,,      15,,      10,,       5,
"Language spoken most often at home","        Austronesian languages",,     355,,     165,,     190,,   40605,,   17945,,   22660,
"Language spoken most often at home","          Bikol",,       0,,       0,,       0,,      75,,      30,,      35,
"Language spoken most often at home","          Cebuano",,       0,,       0,,       0,,    1305,,     585,,     715,
"Language spoken most often at home","          Fijian",,       0,,       0,,       0,,     110,,      65,,      55,
"Language spoken most often at home","          Hiligaynon",,       5,,       0,,       5,,     415,,     175,,     240,
"Language spoken most often at home","          Ilocano",,      15,,       5,,       5,,    1615,,     695,,     930,
"Language spoken most often at home","          Malagasy",,       0,,       0,,       0,,      10,,       5,,      10,
"Language spoken most often at home","          Malay",,      10,,       5,,       5,,    1120,,     510,,     605,
"Language spoken most often at home","          Pampangan (Kapampangan; Pampango)",,       0,,       0,,       0,,     150,,      70,,      80,
"Language spoken most often at home","          Pangasinan",,       0,,       0,,       0,,      55,,      25,,      30,
"Language spoken most often at home","          Tagalog (Pilipino; Filipino)",,     320,,     145,,     170,,   35375,,   15600,,   19770,
"Language spoken most often at home","          Waray-Waray",,       0,,       0,,       0,,      55,,      25,,      35,
"Language spoken most often at home","          Austronesian languages; n.i.e.",,       0,,       0,,       5,,     310,,     150,,     160,
"Language spoken most often at home","        Creole languages",,      10,,       5,,       5,,     335,,     150,,     180,
"Language spoken most often at home","          Haitian Creole",,       0,,       0,,       0,,       0,,       0,,       5,
"Language spoken most often at home","          Creole; n.o.s.",,       5,,       0,,       5,,     235,,     105,,     130,
"Language spoken most often at home","          Creole languages; n.i.e.",,       0,,       0,,       0,,      95,,      50,,      45,
"Language spoken most often at home","        Dravidian languages",,      20,,      10,,       5,,    3940,,    1995,,    1940,
"Language spoken most often at home","          Kannada",,       0,,       0,,       0,,     110,,      55,,      60,
"Language spoken most often at home","          Malayalam",,       5,,       0,,       0,,    1225,,     615,,     605,
"Language spoken most often at home","          Tamil",,      15,,       5,,       5,,    2055,,    1025,,    1030,
"Language spoken most often at home","          Telugu",,       0,,       5,,       0,,     535,,     295,,     240,
"Language spoken most often at home","          Dravidian languages; n.i.e.",,       0,,       0,,       0,,      15,,       5,,      10,
"Language spoken most often at home","        Hmong-Mien languages",,       0,,       0,,       0,,      55,,      25,,      30,
"Language spoken most often at home","        Indo-European languages",,    3350,,    1620,,    1730,,  282090,,  137135,,  144955,
"Language spoken most often at home","          Albanian",,      25,,      15,,      10,,     695,,     335,,     360,
"Language spoken most often at home","          Armenian",,       5,,       5,,       0,,     545,,     240,,     305,
"Language spoken most often at home","          Balto-Slavic languages",,     595,,     285,,     310,,   31640,,   15150,,   16490,
"Language spoken most often at home","            Baltic languages",,       0,,       0,,       0,,     210,,      90,,     115,
"Language spoken most often at home","              Latvian",,       0,,       0,,       0,,      80,,      30,,      50,
"Language spoken most often at home","              Lithuanian",,       0,,       0,,       0,,     125,,      60,,      65,
"Language spoken most often at home","            Slavic languages",,     595,,     285,,     315,,   31430,,   15060,,   16370,
"Language spoken most often at home","              Belarusan",,       0,,       0,,       0,,      15,,       5,,       5,
"Language spoken most often at home","              Bosnian",,      15,,      10,,       5,,     595,,     300,,     300,
"Language spoken most often at home","              Bulgarian",,      15,,      10,,      10,,    1035,,     485,,     550,
"Language spoken most often at home","              Croatian",,      60,,      35,,      30,,    2235,,    1055,,    1180,
"Language spoken most often at home","              Czech",,      25,,      10,,      10,,    1595,,     800,,     795,
"Language spoken most often at home","              Macedonian",,       0,,       0,,       0,,     150,,      75,,      75,
"Language spoken most often at home","              Polish",,     135,,      65,,      75,,    5690,,    2720,,    2970,
"Language spoken most often at home","              Russian",,     260,,     120,,     140,,   13310,,    6290,,    7020,
"Language spoken most often at home","              Serbian",,      35,,      20,,      20,,    3695,,    1870,,    1825,
"Language spoken most often at home","              Serbo-Croatian",,       5,,       5,,       5,,     500,,     235,,     265,
"Language spoken most often at home","              Slovak",,      10,,       5,,      10,,    1000,,     480,,     520,
"Language spoken most often at home","              Slovene (Slovenian)",,       5,,       0,,       0,,     145,,      65,,      85,
"Language spoken most often at home","              Ukrainian",,      25,,      10,,      15,,    1430,,     665,,     765,
"Language spoken most often at home","              Slavic languages; n.i.e.",,       0,,       0,,       0,,      40,,      20,,      20,
"Language spoken most often at home","          Celtic languages",,       0,,       0,,       5,,      70,,      40,,      30,
"Language spoken most often at home","            Scottish Gaelic",,       0,,       0,,       0,,      35,,      20,,      10,
"Language spoken most often at home","            Welsh",,       0,,       0,,       0,,      25,,      10,,      10,
"Language spoken most often at home","            Celtic languages; n.i.e.",,       0,,       0,,       5,,       5,,       5,,       5,
"Language spoken most often at home","          Germanic languages",,     265,,     130,,     135,,   14430,,    6870,,    7555,
"Language spoken most often at home","            Afrikaans",,      40,,      15,,      20,,    1475,,     715,,     760,
"Language spoken most often at home","            Danish",,       5,,       0,,       5,,     305,,     145,,     160,
"Language spoken most often at home","            Dutch",,      75,,      35,,      40,,    1895,,     890,,    1005,
"Language spoken most often at home","            Frisian",,       0,,       0,,       0,,      10,,       5,,       5,
"Language spoken most often at home","            German",,     140,,      70,,      70,,   10085,,    4795,,    5295,
"Language spoken most often at home","            Icelandic",,       0,,       0,,       0,,      75,,      35,,      35,
"Language spoken most often at home","            Norwegian",,       0,,       0,,       0,,     140,,      60,,      80,
"Language spoken most often at home","            Swedish",,       5,,       0,,       0,,     360,,     170,,     195,
"Language spoken most often at home","            Vlaams (Flemish)",,       0,,       0,,       0,,      50,,      30,,      20,
"Language spoken most often at home","            Yiddish",,       0,,       0,,       0,,      10,,      10,,       5,
"Language spoken most often at home","            Germanic languages; n.i.e.",,       0,,       0,,       0,,      15,,       5,,       5,
"Language spoken most often at home","          Greek",,      30,,      10,,      15,,    2010,,     975,,    1035,
"Language spoken most often at home","          Indo-Iranian languages",,    1715,,     825,,     890,,  194590,,   95380,,   99215,
"Language spoken most often at home","            Indo-Aryan languages",,    1550,,     745,,     800,,  164185,,   80610,,   83575,
"Language spoken most often at home","              Bengali",,      10,,       5,,       0,,    1815,,     895,,     920,
"Language spoken most often at home","              Gujarati",,       5,,       5,,       0,,    2970,,    1320,,    1645,
"Language spoken most often at home","              Hindi",,     105,,      45,,      55,,   12310,,    5890,,    6425,
"Language spoken most often at home","              Kashmiri",,       0,,       0,,       0,,      10,,       5,,       5,
"Language spoken most often at home","              Konkani",,       0,,       0,,       0,,      40,,      25,,      25,
"Language spoken most often at home","              Marathi",,      10,,       5,,       5,,     270,,     140,,     130,
"Language spoken most often at home","              Nepali",,       5,,       5,,       5,,     665,,     345,,     320,
"Language spoken most often at home","              Oriya (Odia)",,       0,,       0,,       0,,      35,,      20,,      15,
"Language spoken most often at home","              Punjabi (Panjabi)",,    1395,,     675,,     720,,  139080,,   68565,,   70515,
"Language spoken most often at home","              Sindhi",,       0,,       0,,       0,,     615,,     270,,     345,
"Language spoken most often at home","              Sinhala (Sinhalese)",,       5,,       5,,       0,,     675,,     330,,     340,
"Language spoken most often at home","              Urdu",,      15,,      10,,      10,,    5705,,    2825,,    2880,
"Language spoken most often at home","            Iranian languages",,     155,,      75,,      85,,   30205,,   14665,,   15540,
"Language spoken most often at home","              Kurdish",,       0,,       0,,       0,,    1080,,     540,,     535,
"Language spoken most often at home","              Pashto",,       5,,       5,,       5,,     700,,     350,,     350,
"Language spoken most often at home","              Persian (Farsi)",,     150,,      75,,      80,,   28420,,   13765,,   14660,
"Language spoken most often at home","            Indo-Iranian languages; n.i.e.",,      10,,       5,,      10,,     200,,     100,,     100,
"Language spoken most often at home","          Italic (Romance) languages",,     715,,     350,,     360,,   38110,,   18145,,   19970,
"Language spoken most often at home","            Catalan",,       0,,       0,,       0,,      65,,      35,,      35,
"Language spoken most often at home","            Italian",,      40,,      15,,      20,,    5200,,    2245,,    2955,
"Language spoken most often at home","            Portuguese",,      80,,      30,,      45,,    6725,,    3140,,    3580,
"Language spoken most often at home","            Romanian",,      80,,      35,,      40,,    3800,,    1830,,    1970,
"Language spoken most often at home","            Spanish",,     520,,     265,,     255,,   22310,,   10900,,   11410,
"Language spoken most often at home","            Italic (Romance) languages; n.i.e.",,       0,,       0,,       0,,      20,,       5,,      10,
"Language spoken most often at home","        Japanese",,     135,,      55,,      80,,    9860,,    4070,,    5790,
"Language spoken most often at home","        Kartvelian languages",,       0,,       0,,       0,,      30,,      15,,      10,
"Language spoken most often at home","          Georgian",,       0,,       0,,       0,,      30,,      15,,      15,
"Language spoken most often at home","        Korean",,    2465,,    1110,,    1355,,   38605,,   17785,,   20820,
"Language spoken most often at home","        Mongolic languages",,       0,,       0,,       0,,     170,,      80,,      90,
"Language spoken most often at home","          Mongolian",,       0,,       0,,       0,,     165,,      80,,      85,
"Language spoken most often at home","        Niger-Congo languages",,      15,,      10,,      10,,     960,,     430,,     530,
"Language spoken most often at home","          Akan (Twi)",,      10,,       5,,       5,,     150,,      80,,      65,
"Language spoken most often at home","          Bamanankan",,       0,,       0,,       0,,       5,,       5,,       5,
"Language spoken most often at home","          Edo",,       0,,       0,,       0,,      15,,      10,,      10,
"Language spoken most often at home","          Ewe",,       0,,       0,,       0,,      20,,       5,,      10,
"Language spoken most often at home","          Fulah (Pular; Pulaar; Fulfulde)",,       0,,       0,,       0,,      20,,       5,,      10,
"Language spoken most often at home","          Ga",,       0,,       0,,       0,,       5,,       5,,       0,
"Language spoken most often at home","          Ganda",,       0,,       0,,       0,,      10,,       5,,       5,
"Language spoken most often at home","          Igbo",,       0,,       0,,       0,,      40,,      20,,      15,
"Language spoken most often at home","          Lingala",,       0,,       0,,       0,,      35,,      15,,      20,
"Language spoken most often at home","          Rundi (Kirundi)",,       0,,       0,,       0,,      55,,      20,,      40,
"Language spoken most often at home","          Kinyarwanda (Rwanda)",,       0,,       0,,       0,,      60,,      25,,      35,
"Language spoken most often at home","          Shona",,       0,,       0,,       0,,      65,,      25,,      40,
"Language spoken most often at home","          Swahili",,       5,,       0,,       5,,     200,,      90,,     115,
"Language spoken most often at home","          Wolof",,       0,,       0,,       0,,      20,,      10,,      10,
"Language spoken most often at home","          Yoruba",,       0,,       0,,       0,,      60,,      30,,      35,
"Language spoken most often at home","          Niger-Congo languages; n.i.e.",,       5,,       5,,       0,,     200,,      85,,     120,
"Language spoken most often at home","        Nilo-Saharan languages",,      10,,       0,,       5,,     140,,      60,,      75,
"Language spoken most often at home","          Dinka",,       0,,       0,,       0,,      55,,      30,,      20,
"Language spoken most often at home","          Nilo-Saharan languages; n.i.e.",,       5,,       0,,       5,,      85,,      30,,      55,
"Language spoken most often at home","        Sign languages",,      35,,      15,,      20,,    1535,,     850,,     685,
"Language spoken most often at home","          American Sign Language",,      10,,       5,,       5,,     455,,     230,,     225,
"Language spoken most often at home","          Quebec Sign Language",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Sign languages; n.i.e",,      25,,      10,,      10,,    1080,,     615,,     460,
"Language spoken most often at home","        Sino-Tibetan languages",,    2540,,    1205,,    1330,,  299420,,  137555,,  161865,
"Language spoken most often at home","          Chinese languages",,    2475,,    1175,,    1295,,  297675,,  136670,,  161000,
"Language spoken most often at home","            Cantonese",,     275,,     115,,     160,,  137075,,   62545,,   74525,
"Language spoken most often at home","            Hakka",,       5,,       5,,       0,,     700,,     295,,     410,
"Language spoken most often at home","            Mandarin",,    1995,,     970,,    1035,,  146435,,   67695,,   78740,
"Language spoken most often at home","            Min Dong",,       0,,       0,,       0,,      65,,      25,,      35,
"Language spoken most often at home","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,     140,,      65,,      80,,    4820,,    2185,,    2630,
"Language spoken most often at home","            Wu (Shanghainese)",,      10,,       0,,       5,,    2595,,    1195,,    1400,
"Language spoken most often at home","            Chinese; n.o.s.",,      45,,      20,,      25,,    5885,,    2680,,    3205,
"Language spoken most often at home","            Chinese languages; n.i.e.",,       0,,       0,,       0,,     105,,      45,,      55,
"Language spoken most often at home","          Tibeto-Burman languages",,      65,,      30,,      35,,    1745,,     885,,     865,
"Language spoken most often at home","            Burmese",,       0,,       0,,       0,,     720,,     375,,     350,
"Language spoken most often at home","            Karenic languages",,      55,,      30,,      30,,     725,,     355,,     370,
"Language spoken most often at home","            Tibetan",,       0,,       0,,       0,,     205,,     110,,      90,
"Language spoken most often at home","            Tibeto-Burman languages; n.i.e.",,       0,,       0,,       5,,      90,,      45,,      45,
"Language spoken most often at home","        Tai-Kadai languages",,      30,,      10,,      15,,    1380,,     595,,     785,
"Language spoken most often at home","          Lao",,      15,,       5,,      10,,     460,,     225,,     235,
"Language spoken most often at home","          Thai",,      15,,       5,,      10,,     920,,     370,,     545,
"Language spoken most often at home","          Tai-Kadai languages; n.i.e",,       0,,       0,,       0,,      10,,       5,,       5,
"Language spoken most often at home","        Turkic languages",,      10,,       5,,       5,,    1695,,     880,,     815,
"Language spoken most often at home","          Azerbaijani",,       0,,       0,,       0,,     195,,     105,,      95,
"Language spoken most often at home","          Turkish",,      10,,       5,,       5,,    1310,,     685,,     630,
"Language spoken most often at home","          Uyghur",,       0,,       0,,       0,,      95,,      50,,      50,
"Language spoken most often at home","          Uzbek",,       0,,       0,,       0,,      45,,      25,,      20,
"Language spoken most often at home","          Turkic languages; n.i.e.",,       0,,       0,,       0,,      40,,      20,,      25,
"Language spoken most often at home","        Uralic languages",,      55,,      35,,      25,,    3005,,    1415,,    1590,
"Language spoken most often at home","          Estonian",,       0,,       0,,       0,,      95,,      40,,      55,
"Language spoken most often at home","          Finnish",,      15,,      10,,      10,,     725,,     325,,     400,
"Language spoken most often at home","          Hungarian",,      45,,      30,,      20,,    2185,,    1050,,    1130,
"Language spoken most often at home","          Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Other languages; n.i.e.",,       0,,       0,,       0,,     145,,      70,,      75,
"Language spoken most often at home","  Multiple responses",,    3575,,    1700,,    1875,,  232540,,  110375,,  122165,
"Language spoken most often at home","    English and French",,      95,,      40,,      55,,    6155,,    2970,,    3185,
"Language spoken most often at home","    English and non-official language",,    3415,,    1630,,    1785,,  222670,,  105750,,  116920,
"Language spoken most often at home","    French and non-official language",,       5,,       5,,       5,,     650,,     290,,     360,
"Language spoken most often at home","    English; French and non-official language",,      55,,      30,,      30,,    3065,,    1365,,    1700,
"Other language spoken regularly at home","Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data",20,  116315,,   56865,,   59450,, 4598415,, 2255400,, 2343015,
"Other language spoken regularly at home","  None",,  105285,,   51715,,   53570,, 3931210,, 1940390,, 1990820,
"Other language spoken regularly at home","  English",,    4265,,    2040,,    2225,,  274535,,  132990,,  141545,
"Other language spoken regularly at home","  French",,     700,,     300,,     400,,   41020,,   18435,,   22590,
"Other language spoken regularly at home","  Non-official language",,    5945,,    2750,,    3200,,  340930,,  158590,,  182345,
"Other language spoken regularly at home","    Aboriginal",,      10,,       5,,       5,,    7985,,    3765,,    4215,
"Other language spoken regularly at home","    Non-Aboriginal",,    5940,,    2745,,    3195,,  332945,,  154820,,  178125,
"Other language spoken regularly at home","  English and French",,      15,,       5,,       5,,    1195,,     545,,     650,
"Other language spoken regularly at home","  English and non-official language",,      50,,      20,,      25,,    5660,,    2655,,    3005,
"Other language spoken regularly at home","  French and non-official language",,      55,,      25,,      30,,    3765,,    1745,,    2020,
"Other language spoken regularly at home","  English; French and non-official language",,       0,,       0,,       0,,     100,,      45,,      50,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data",21,   94280,,   45750,,   48525,, 3870330,, 1882865,, 1987460,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 100% data",,   90395,,   43925,,   46470,, 3727360,, 1815500,, 1911860,
"Income of individuals in 2015","    Median total income in 2015 among recipients ($)",,   38684,,   50954,,   30257,,   33012,,   40370,,   27543,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 100% data",,   90515,,   44030,,   46485,, 3731980,, 1819375,, 1912600,
"Income of individuals in 2015","    Median after-tax income in 2015 among recipients ($)",,   34400,,   43540,,   27825,,   29783,,   35383,,   25659,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 100% data",,   84175,,   41740,,   42435,, 3363310,, 1665225,, 1698085,
"Income of individuals in 2015","    Median market income in 2015 among recipients ($)",,   36668,,   49697,,   27228,,   31585,,   39557,,   25304,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 100% data",,   58550,,   23420,,   35130,, 2628215,, 1140195,, 1488025,
"Income of individuals in 2015","    Median government transfers in 2015 among recipients ($)",,    4822,,    4398,,    4973,,    4592,,    3717,,    4920,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 100% data",,   71035,,   36440,,   34600,, 2775010,, 1415295,, 1359715,
"Income of individuals in 2015","    Median employment income in 2015 among recipients ($)",,   37423,,   50542,,   28310,,   31713,,   39186,,   26034,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 25% sample data",22,   94280,,   45755,,   48520,, 3870375,, 1882770,, 1987605,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 25% sample data",,   90405,,   43900,,   46505,, 3727715,, 1815380,, 1912335,
"Income of individuals in 2015","    Average total income in 2015 among recipients ($)",,   49994,,   61258,,   39360,,   45616,,   54797,,   36901,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 25% sample data",,   90495,,   43985,,   46510,, 3732420,, 1819290,, 1913130,
"Income of individuals in 2015","    Average after-tax income in 2015 among recipients ($)",,   41408,,   49406,,   33844,,   37922,,   44282,,   31874,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 25% sample data",,   84180,,   41640,,   42535,, 3362835,, 1664850,, 1697985,
"Income of individuals in 2015","    Average market income in 2015 among recipients ($)",,   48513,,   60224,,   37048,,   44933,,   54787,,   35271,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 25% sample data",,   58445,,   23365,,   35075,, 2628230,, 1139390,, 1488840,
"Income of individuals in 2015","    Average government transfers in 2015 among recipients ($)",,    7460,,    7769,,    7254,,    7207,,    7255,,    7171,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 25% sample data",,   71035,,   36320,,   34710,, 2775010,, 1415100,, 1359910,
"Income of individuals in 2015","    Average employment income in 2015 among recipients ($)",,   46859,,   57936,,   35268,,   43339,,   52171,,   34149,
"Income of individuals in 2015","Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data",23,   94275,,   45755,,   48520,, 3870375,, 1882770,, 1987605,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data",24,   33170,,   19560,,   13605,, 1147070,,  652115,,  494950,
"Income of individuals in 2015","    Median employment income in 2015 for full-year full-time workers ($)",25,   59476,,   68483,,   49003,,   53940,,   61004,,   47039,
"Income of individuals in 2015","    Average employment income in 2015 for full-year full-time workers ($)",26,   67198,,   76314,,   54093,,   64625,,   72840,,   53801,
"Income of individuals in 2015","Composition of total income in 2015 of the population aged 15 years and over in private households (%) - 100% data",27,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,
"Income of individuals in 2015","  Market income (%)",28,     90.5,,     93.5,,     86.1,,     88.9,,     91.7,,     84.9,
"Income of individuals in 2015","    Employment income (%)",29,     73.8,,     78.0,,     67.5,,     70.8,,     74.4,,     65.8,
"Income of individuals in 2015","  Government transfers (%)",30,      9.5,,      6.5,,     13.9,,     11.1,,      8.3,,     15.1,
"Income of individuals in 2015","Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data",31,   94275,,   45750,,   48530,, 3870330,, 1882865,, 1987460,
"Income of individuals in 2015","  Without total income",,    3880,,    1825,,    2055,,  142970,,   67370,,   75600,
"Income of individuals in 2015","  With total income",,   90400,,   43925,,   46470,, 3727360,, 1815505,, 1911860,
"Income of individuals in 2015","  Percentage with total income",,     95.9,,     96.0,,     95.8,,     96.3,,     96.4,,     96.2,
"Income of individuals in 2015","    Under $10;000 (including loss)",,   12310,,    4580,,    7730,,  573315,,  240120,,  333195,
"Income of individuals in 2015","    $10;000 to $19;999",,   13205,,    4725,,    8480,,  653915,,  262225,,  391685,
"Income of individuals in 2015","    $20;000 to $29;999",,   11095,,    4245,,    6850,,  503290,,  209095,,  294195,
"Income of individuals in 2015","    $30;000 to $39;999",,    9795,,    4060,,    5740,,  424330,,  188860,,  235470,
"Income of individuals in 2015","    $40;000 to $49;999",,    8850,,    3965,,    4885,,  366220,,  173020,,  193200,
"Income of individuals in 2015","    $50;000 to $59;999",,    7730,,    3930,,    3795,,  286310,,  148095,,  138215,
"Income of individuals in 2015","    $60;000 to $69;999",,    6320,,    3690,,    2625,,  222975,,  129400,,   93580,
"Income of individuals in 2015","    $70;000 to $79;999",,    5035,,    3205,,    1825,,  171625,,  103795,,   67830,
"Income of individuals in 2015","    $80;000 to $89;999",,    4070,,    2625,,    1440,,  134090,,   83100,,   50990,
"Income of individuals in 2015","    $90;000 to $99;999",,    2950,,    2005,,     950,,   96825,,   62825,,   34005,
"Income of individuals in 2015","    $100;000 and over",,    9040,,    6895,,    2145,,  294475,,  214980,,   79500,
"Income of individuals in 2015","      $100;000 to $149;999",,    6345,,    4750,,    1595,,  198355,,  142260,,   56095,
"Income of individuals in 2015","      $150;000 and over",,    2700,,    2150,,     550,,   96115,,   72715,,   23405,
"Income of individuals in 2015","Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data",32,   94275,,   45750,,   48525,, 3870330,, 1882870,, 1987460,
"Income of individuals in 2015","  Without after-tax income",,    3760,,    1725,,    2045,,  138350,,   63495,,   74855,
"Income of individuals in 2015","  With after-tax income",,   90515,,   44030,,   46485,, 3731980,, 1819375,, 1912605,
"Income of individuals in 2015","  Percentage with after-tax income",,     96.0,,     96.2,,     95.8,,     96.4,,     96.6,,     96.2,
"Income of individuals in 2015","    Under $10;000 (including loss)",,   12840,,    4865,,    7975,,  597310,,  253480,,  343835,
"Income of individuals in 2015","    $10;000 to $19;999",,   13980,,    5140,,    8840,,  686510,,  280490,,  406015,
"Income of individuals in 2015","    $20;000 to $29;999",,   13100,,    5125,,    7975,,  593490,,  252075,,  341415,
"Income of individuals in 2015","    $30;000 to $39;999",,   11750,,    5065,,    6685,,  495200,,  226080,,  269120,
"Income of individuals in 2015","    $40;000 to $49;999",,   10375,,    5080,,    5295,,  402535,,  200565,,  201965,
