,,,"Langley, District municipality [Census subdivision], British Columbia",,,,,,"British Columbia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Social and behavioural sciences and law",,    5110,,    1605,,    3505,,  245990,,   87960,,  158025,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    05. Area; ethnic; cultural; gender; and group studies",,      55,,      20,,      35,,    4120,,    1060,,    3060,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    09. Communication; journalism and related programs",,     385,,     130,,     255,,   23180,,    8505,,   14680,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    19. Family and consumer sciences/human sciences",,    1010,,      35,,     975,,   38070,,    3285,,   34785,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    22. Legal professions and studies",,     865,,     160,,     700,,   38505,,   13545,,   24955,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30B Interdisciplinary social and behavioural sciences",154,     115,,      35,,      75,,    4325,,    1345,,    2985,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    42. Psychology",,     860,,     275,,     585,,   43230,,   12480,,   30750,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    45. Social sciences",,    1815,,     940,,     870,,   94560,,   47755,,   46810,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Business; management and public administration",,    9660,,    3785,,    5880,,  426460,,  166470,,  259990,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.16 Accounting and computer science",,      20,,       0,,      20,,     775,,     215,,     560,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    44. Public administration and social service professions",,     465,,      50,,     410,,   26520,,    5960,,   20565,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    52. Business; management; marketing and related support services",,    9175,,    3725,,    5450,,  399160,,  160295,,  238865,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Physical and life sciences and technologies",,    1310,,     655,,     650,,   86425,,   46070,,   40355,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    26. Biological and biomedical sciences",,     490,,     230,,     265,,   36760,,   16800,,   19960,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.01 Biological and physical sciences",,     355,,     175,,     180,,   19025,,    9400,,    9620,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30C Other interdisciplinary physical and life sciences",155,      25,,      10,,      20,,     835,,     225,,     610,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    40. Physical sciences",,     325,,     215,,     105,,   26370,,   18395,,    7975,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,     105,,      30,,      80,,    3440,,    1255,,    2185,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,    1415,,     875,,     540,,   80070,,   51490,,   28575,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,    1090,,     780,,     310,,   62795,,   43900,,   18890,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,     130,,       0,,     130,,    5560,,     755,,    4805,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,     190,,      90,,      95,,   10875,,    6295,,    4580,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,       0,,       0,,      10,,     835,,     540,,     300,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,   11300,,   10675,,     620,,  427670,,  388335,,   39340,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,     205,,     155,,      55,,   15490,,    9985,,    5505,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,    1540,,    1345,,     195,,   98455,,   81055,,   17395,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,    1835,,    1650,,     185,,   68500,,   60490,,    8010,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.12 Historic preservation and conservation",,       0,,       0,,       0,,      90,,      25,,      65,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    46. Construction trades",,    3145,,    3080,,      65,,  100765,,   97615,,    3150,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    47. Mechanic and repair technologies/technicians",,    3000,,    2945,,      60,,   97720,,   94520,,    3200,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    48. Precision production",,    1565,,    1500,,      65,,   46660,,   44650,,    2015,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Agriculture; natural resources and conservation",,    1100,,     605,,     490,,   50210,,   31680,,   18525,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    01. Agriculture; agriculture operations and related sciences",,     825,,     420,,     400,,   24950,,   13670,,   11275,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    03. Natural resources and conservation",,     275,,     185,,      95,,   25260,,   18010,,    7250,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Health and related fields",,    7415,,    1100,,    6315,,  322715,,   65735,,  256975,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    31. Parks; recreation; leisure and fitness studies",,     535,,     270,,     265,,   23740,,   11920,,   11820,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    51. Health professions and related programs",,    6780,,     775,,    6010,,  290645,,   48985,,  241655,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    60. Dental; medical and veterinary residency programs",,      95,,      55,,      45,,    8330,,    4835,,    3495,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Personal; protective and transportation services",,    3015,,    1485,,    1530,,  122855,,   61605,,   61250,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    12. Personal and culinary services",,    1820,,     470,,    1350,,   79740,,   24860,,   54885,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    28. Military science; leadership and operational art",,       0,,       0,,       0,,     320,,     290,,      30,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    29. Military technologies and applied sciences",,      30,,      30,,       0,,    1235,,    1120,,     115,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    43. Security and protective services",,     570,,     435,,     135,,   13935,,   10390,,    3545,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    49. Transportation and materials moving",,     600,,     555,,      45,,   27620,,   24945,,    2680,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Other",,      10,,       0,,       0,,     355,,     115,,     240,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.99 Multidisciplinary/interdisciplinary studies; other",,      10,,       0,,      10,,     350,,     115,,     240,
"Major field of study - Classification of Instructional Programs (CIP) 2016","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 25 to 64 years in private households - 25% sample data",151,   62485,,   30200,,   32280,, 2532980,, 1227040,, 1305935,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  No postsecondary certificate; diploma or degree",152,   24170,,   12185,,   11985,,  915015,,  465250,,  449765,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Education",,    2940,,     610,,    2335,,   96005,,   21035,,   74970,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    13. Education",,    2940,,     610,,    2335,,   96010,,   21035,,   74975,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Visual and performing arts; and communications technologies",,    1500,,     570,,     935,,   77655,,   34430,,   43225,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    10. Communications technologies/technicians and support services",,     250,,     185,,      65,,   12710,,    9580,,    3130,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    50. Visual and performing arts",,    1250,,     380,,     865,,   64940,,   24845,,   40090,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Humanities",,    2140,,     820,,    1325,,   93605,,   35490,,   58115,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    16. Aboriginal and foreign languages; literatures and linguistics",,     290,,      80,,     210,,   11710,,    2510,,    9195,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    23. English language and literature/letters",,     515,,     150,,     365,,   25665,,    7810,,   17850,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    24. Liberal arts and sciences; general studies and humanities",,     550,,     170,,     375,,   28260,,   10505,,   17750,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30A Interdisciplinary humanities",153,      15,,       0,,      10,,     425,,     170,,     255,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    38. Philosophy and religious studies",,     130,,      75,,      55,,    4970,,    2960,,    2010,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    39. Theology and religious vocations",,     325,,     185,,     135,,    8330,,    4945,,    3385,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    54. History",,     285,,     145,,     140,,   11805,,    6140,,    5665,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    55. French language and literature/letters",,      40,,       0,,      40,,    2445,,     455,,    2000,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Social and behavioural sciences and law",,    4320,,    1300,,    3015,,  196450,,   67000,,  129450,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    05. Area; ethnic; cultural; gender; and group studies",,      55,,      15,,      40,,    3460,,     845,,    2615,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    09. Communication; journalism and related programs",,     330,,     100,,     230,,   19685,,    6940,,   12750,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    19. Family and consumer sciences/human sciences",,     835,,      25,,     810,,   29855,,    2505,,   27350,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    22. Legal professions and studies",,     725,,     115,,     610,,   31190,,    9665,,   21525,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30B Interdisciplinary social and behavioural sciences",154,      90,,      30,,      65,,    3540,,    1110,,    2425,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    42. Psychology",,     725,,     230,,     495,,   33055,,    8845,,   24210,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    45. Social sciences",,    1555,,     780,,     775,,   75665,,   37095,,   38575,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Business; management and public administration",,    7720,,    3010,,    4715,,  335220,,  128975,,  206245,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.16 Accounting and computer science",,      15,,       0,,      10,,     540,,     170,,     365,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    44. Public administration and social service professions",,     385,,      35,,     355,,   20695,,    4240,,   16455,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    52. Business; management; marketing and related support services",,    7320,,    2975,,    4345,,  313985,,  124565,,  189425,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Physical and life sciences and technologies",,     975,,     475,,     500,,   63705,,   32325,,   31385,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    26. Biological and biomedical sciences",,     380,,     165,,     215,,   28505,,   12595,,   15915,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.01 Biological and physical sciences",,     255,,     120,,     135,,   13825,,    6570,,    7260,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30C Other interdisciplinary physical and life sciences",155,      20,,      10,,      10,,     645,,     160,,     485,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    40. Physical sciences",,     255,,     170,,      85,,   18525,,   12250,,    6270,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,      65,,      15,,      50,,    2210,,     750,,    1460,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,    1230,,     795,,     435,,   68660,,   44820,,   23840,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,    1015,,     735,,     280,,   56390,,   39660,,   16725,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,      70,,       0,,      70,,    3830,,     545,,    3290,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,     140,,      60,,      80,,    7760,,    4185,,    3570,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,       0,,       0,,      10,,     680,,     430,,     250,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,    8555,,    8040,,     510,,  310855,,  277375,,   33475,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,     165,,     115,,      45,,   12110,,    7240,,    4875,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,    1275,,    1095,,     185,,   76935,,   61380,,   15560,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,    1315,,    1170,,     140,,   48690,,   42285,,    6405,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.12 Historic preservation and conservation",,       0,,       0,,       0,,      65,,      20,,      45,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    46. Construction trades",,    2420,,    2375,,      45,,   72800,,   70225,,    2570,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    47. Mechanic and repair technologies/technicians",,    2315,,    2270,,      45,,   69025,,   66545,,    2480,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    48. Precision production",,    1065,,    1015,,      50,,   31225,,   29690,,    1535,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Agriculture; natural resources and conservation",,     855,,     455,,     405,,   39360,,   23810,,   15555,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    01. Agriculture; agriculture operations and related sciences",,     625,,     310,,     315,,   18965,,    9875,,    9090,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    03. Natural resources and conservation",,     225,,     145,,      80,,   20395,,   13930,,    6470,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Health and related fields",,    5810,,     815,,    4995,,  244975,,   50520,,  194460,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    31. Parks; recreation; leisure and fitness studies",,     415,,     205,,     205,,   18900,,    9380,,    9520,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    51. Health professions and related programs",,    5320,,     560,,    4760,,  219800,,   37800,,  182000,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    60. Dental; medical and veterinary residency programs",,      80,,      50,,      30,,    6285,,    3340,,    2940,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Personal; protective and transportation services",,    2250,,    1130,,    1130,,   91185,,   45925,,   45265,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    12. Personal and culinary services",,    1290,,     320,,     975,,   58820,,   18880,,   39945,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    28. Military science; leadership and operational art",,       0,,       0,,       0,,     195,,     165,,      30,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    29. Military technologies and applied sciences",,      20,,      15,,       0,,     570,,     505,,      65,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    43. Security and protective services",,     500,,     380,,     115,,   11175,,    8110,,    3060,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    49. Transportation and materials moving",,     450,,     415,,      30,,   20430,,   18265,,    2165,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Other",,       0,,       0,,       0,,     275,,      85,,     185,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.99 Multidisciplinary/interdisciplinary studies; other",,       0,,       0,,      10,,     270,,      85,,     185,
"Location of study compared with province or territory of residence with countries outside Canada","Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 15 years and over in private households - 25% sample data",157,   94280,,   45750,,   48525,, 3870380,, 1882770,, 1987610,
"Location of study compared with province or territory of residence with countries outside Canada","  No postsecondary certificate; diploma or degree",,   45380,,   22290,,   23095,, 1740205,,  854900,,  885300,
"Location of study compared with province or territory of residence with countries outside Canada","  Postsecondary certificate; diploma or degree",158,   48895,,   23465,,   25430,, 2130175,, 1027870,, 1102305,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study inside Canada",,   40355,,   19310,,   21045,, 1625550,,  785340,,  840205,
"Location of study compared with province or territory of residence with countries outside Canada","      Same as province or territory of residence",,   34055,,   16060,,   18000,, 1243905,,  593275,,  650635,
"Location of study compared with province or territory of residence with countries outside Canada","      Different than province or territory of residence",,    6295,,    3250,,    3045,,  381645,,  192070,,  189575,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study outside Canada",159,    8545,,    4155,,    4385,,  504630,,  242530,,  262100,
"Location of study compared with province or territory of residence with countries outside Canada","      United States",160,    1400,,     750,,     650,,   74030,,   40425,,   33610,
"Location of study compared with province or territory of residence with countries outside Canada","      Philippines",,     600,,     230,,     370,,   56845,,   20455,,   36395,
"Location of study compared with province or territory of residence with countries outside Canada","      India",,     550,,     290,,     260,,   44115,,   22045,,   22065,
"Location of study compared with province or territory of residence with countries outside Canada","      United Kingdom",161,    1135,,     590,,     545,,   58825,,   31920,,   26910,
"Location of study compared with province or territory of residence with countries outside Canada","      China",162,     695,,     305,,     395,,   61840,,   27630,,   34210,
"Location of study compared with province or territory of residence with countries outside Canada","      France",,      15,,      10,,       0,,    4385,,    2360,,    2025,
"Location of study compared with province or territory of residence with countries outside Canada","      Other",,    4150,,    1985,,    2165,,  204580,,   97700,,  106885,
"Location of study compared with province or territory of residence with countries outside Canada","Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 25 to 64 years in private households - 25% sample data",157,   62480,,   30200,,   32285,, 2532975,, 1227040,, 1305935,
"Location of study compared with province or territory of residence with countries outside Canada","  No postsecondary certificate; diploma or degree",,   24170,,   12190,,   11990,,  915015,,  465250,,  449765,
"Location of study compared with province or territory of residence with countries outside Canada","  Postsecondary certificate; diploma or degree",158,   38310,,   18015,,   20295,, 1617960,,  761790,,  856170,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study inside Canada",,   31835,,   15020,,   16820,, 1239640,,  589155,,  650490,
"Location of study compared with province or territory of residence with countries outside Canada","      Same as province or territory of residence",,   27285,,   12650,,   14630,,  970485,,  454780,,  515700,
"Location of study compared with province or territory of residence with countries outside Canada","      Different than province or territory of residence",,    4555,,    2370,,    2185,,  269155,,  134375,,  134785,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study outside Canada",159,    6470,,    2995,,    3475,,  378325,,  172640,,  205685,
"Location of study compared with province or territory of residence with countries outside Canada","      United States",160,    1060,,     545,,     515,,   50095,,   26175,,   23920,
"Location of study compared with province or territory of residence with countries outside Canada","      Philippines",,     500,,     185,,     310,,   48935,,   17385,,   31555,
"Location of study compared with province or territory of residence with countries outside Canada","      India",,     465,,     235,,     235,,   36800,,   17455,,   19345,
"Location of study compared with province or territory of residence with countries outside Canada","      United Kingdom",161,     560,,     305,,     260,,   32890,,   17360,,   15530,
"Location of study compared with province or territory of residence with countries outside Canada","      China",162,     675,,     300,,     380,,   53570,,   23445,,   30125,
"Location of study compared with province or territory of residence with countries outside Canada","      France",,      15,,      10,,      10,,    3505,,    1885,,    1615,
"Location of study compared with province or territory of residence with countries outside Canada","      Other",,    3195,,    1425,,    1770,,  152530,,   68935,,   83595,
"Labour force status","Total - Population aged 15 years and over by Labour force status - 25% sample data",163,   94275,,   45755,,   48525,, 3870375,, 1882770,, 1987610,
"Labour force status","  In the labour force",,   63410,,   33255,,   30155,, 2471665,, 1285835,, 1185830,
"Labour force status","    Employed",,   60600,,   31750,,   28855,, 2305690,, 1194455,, 1111240,
"Labour force status","    Unemployed",,    2805,,    1500,,    1300,,  165975,,   91385,,   74590,
"Labour force status","  Not in the labour force",,   30865,,   12500,,   18365,, 1398710,,  596935,,  801775,
"Labour force status","Participation rate",, 67.3,, 72.7,, 62.1,, 63.9,, 68.3,, 59.7,
"Labour force status","Employment rate",, 64.3,, 69.4,, 59.5,, 59.6,, 63.4,, 55.9,
"Labour force status","Unemployment rate",,  4.4,,  4.5,,  4.3,,  6.7,,  7.1,,  6.3,
"Work activity during the reference year","Total population aged 15 years and over by work activity during the reference year - 25% sample data",164,   94275,,   45755,,   48520,, 3870375,, 1882770,, 1987605,
"Work activity during the reference year","  Did not work",165,   28105,,   11310,,   16795,, 1290235,,  547350,,  742885,
"Work activity during the reference year","  Worked",,   66175,,   34445,,   31730,, 2580140,, 1335420,, 1244720,
"Work activity during the reference year","    Worked full year; full time",166,   34100,,   20225,,   13880,, 1183405,,  675950,,  507460,
"Work activity during the reference year","    Worked part year and/or part time",167,   32070,,   14220,,   17850,, 1396735,,  659470,,  737260,
"Work activity during the reference year","Average weeks worked in reference year",, 43.4,, 44.3,, 42.3,, 41.8,, 42.4,, 41.1,
"Class of worker","Total labour force aged 15 years and over by class of worker - 25% sample data",168,   63410,,   33255,,   30155,, 2471670,, 1285840,, 1185835,
"Class of worker","  Class of worker - not applicable",169,     790,,     380,,     410,,   43805,,   21245,,   22555,
"Class of worker","  All classes of workers",170,   62615,,   32870,,   29745,, 2427860,, 1264585,, 1163275,
"Class of worker","    Employee",,   53915,,   27515,,   26400,, 2084470,, 1054630,, 1029840,
"Class of worker","    Self-employed",171,    8700,,    5360,,    3345,,  343395,,  209955,,  133430,
"Occupation - National Occupational Classification (NOC) 2016","Total labour force population aged 15 years and over by occupation - National Occupational Classification (NOC) 2016 - 25% sample data",172,   63410,,   33255,,   30155,, 2471665,, 1285835,, 1185830,
"Occupation - National Occupational Classification (NOC) 2016","  Occupation - not applicable",169,     790,,     385,,     410,,   43805,,   21245,,   22560,
"Occupation - National Occupational Classification (NOC) 2016","  All occupations",170,   62620,,   32875,,   29745,, 2427860,, 1264585,, 1163270,
"Occupation - National Occupational Classification (NOC) 2016","    0 Management occupations",,    8345,,    5400,,    2945,,  275000,,  168820,,  106180,
"Occupation - National Occupational Classification (NOC) 2016","    1 Business; finance and administration occupations",,   10445,,    2510,,    7940,,  368940,,  106205,,  262740,
"Occupation - National Occupational Classification (NOC) 2016","    2 Natural and applied sciences and related occupations",,    3285,,    2705,,     585,,  161520,,  127060,,   34460,
"Occupation - National Occupational Classification (NOC) 2016","    3 Health occupations",,    3595,,     610,,    2985,,  162865,,   35775,,  127095,
"Occupation - National Occupational Classification (NOC) 2016","    4 Occupations in education; law and social; community and government services",,    7075,,    2365,,    4705,,  269255,,   87765,,  181485,
"Occupation - National Occupational Classification (NOC) 2016","    5 Occupations in art; culture; recreation and sport",,    1925,,     755,,    1170,,   93100,,   44855,,   48245,
"Occupation - National Occupational Classification (NOC) 2016","    6 Sales and service occupations",,   13290,,    5510,,    7785,,  595225,,  251490,,  343735,
"Occupation - National Occupational Classification (NOC) 2016","    7 Trades; transport and equipment operators and related occupations",,   11235,,   10675,,     560,,  360970,,  339660,,   21315,
"Occupation - National Occupational Classification (NOC) 2016","    8 Natural resources; agriculture and related production occupations",,    1765,,    1045,,     720,,   64235,,   47530,,   16700,
"Occupation - National Occupational Classification (NOC) 2016","    9 Occupations in manufacturing and utilities",,    1645,,    1290,,     355,,   76745,,   55430,,   21315,
"Industry - North American Industry Classification System (NAICS) 2012","Total labour force population aged 15 years and over by Industry - North American Industry Classification System (NAICS) 2012 - 25% sample data",173,   63410,,   33255,,   30155,, 2471665,, 1285835,, 1185830,
"Industry - North American Industry Classification System (NAICS) 2012","  Industry - NAICS2012 - not applicable",169,     790,,     380,,     410,,   43805,,   21250,,   22555,
"Industry - North American Industry Classification System (NAICS) 2012","  All industry categories",170,   62615,,   32875,,   29745,, 2427865,, 1264590,, 1163270,
"Industry - North American Industry Classification System (NAICS) 2012","    11 Agriculture; forestry; fishing and hunting",,    2020,,    1010,,    1015,,   65205,,   42840,,   22360,
"Industry - North American Industry Classification System (NAICS) 2012","    21 Mining; quarrying; and oil and gas extraction",,     235,,     195,,      30,,   25920,,   21810,,    4115,
"Industry - North American Industry Classification System (NAICS) 2012","    22 Utilities",,     395,,     260,,     130,,   12445,,    8915,,    3535,
"Industry - North American Industry Classification System (NAICS) 2012","    23 Construction",,    7050,,    6050,,    1000,,  199985,,  175195,,   24790,
"Industry - North American Industry Classification System (NAICS) 2012","    31-33 Manufacturing",,    4815,,    3600,,    1215,,  157560,,  113945,,   43615,
"Industry - North American Industry Classification System (NAICS) 2012","    41 Wholesale trade",,    3445,,    2370,,    1075,,   82105,,   55530,,   26580,
"Industry - North American Industry Classification System (NAICS) 2012","    44-45 Retail trade",,    7175,,    3245,,    3925,,  283135,,  129985,,  153150,
"Industry - North American Industry Classification System (NAICS) 2012","    48-49 Transportation and warehousing",,    3550,,    2655,,     895,,  128400,,   98580,,   29815,
"Industry - North American Industry Classification System (NAICS) 2012","    51 Information and cultural industries",,    1250,,     725,,     530,,   67225,,   41065,,   26155,
"Industry - North American Industry Classification System (NAICS) 2012","    52 Finance and insurance",,    2400,,     930,,    1470,,   93805,,   38430,,   55380,
"Industry - North American Industry Classification System (NAICS) 2012","    53 Real estate and rental and leasing",,    1150,,     540,,     610,,   54995,,   29515,,   25475,
"Industry - North American Industry Classification System (NAICS) 2012","    54 Professional; scientific and technical services",,    4115,,    2065,,    2045,,  196670,,  107680,,   88990,
"Industry - North American Industry Classification System (NAICS) 2012","    55 Management of companies and enterprises",,     170,,      80,,      90,,    4320,,    1975,,    2345,
"Industry - North American Industry Classification System (NAICS) 2012","    56 Administrative and support; waste management and remediation services",,    2475,,    1415,,    1060,,  109095,,   62325,,   46775,
"Industry - North American Industry Classification System (NAICS) 2012","    61 Educational services",,    4740,,    1315,,    3420,,  173820,,   56455,,  117365,
"Industry - North American Industry Classification System (NAICS) 2012","    62 Health care and social assistance",,    5955,,     880,,    5070,,  270855,,   52320,,  218530,
"Industry - North American Industry Classification System (NAICS) 2012","    71 Arts; entertainment and recreation",,    1400,,     670,,     730,,   57940,,   29050,,   28895,
"Industry - North American Industry Classification System (NAICS) 2012","    72 Accommodation and food services",,    4070,,    1630,,    2445,,  207045,,   86555,,  120490,
"Industry - North American Industry Classification System (NAICS) 2012","    81 Other services (except public administration)",,    2995,,    1450,,    1550,,  112335,,   47960,,   64375,
"Industry - North American Industry Classification System (NAICS) 2012","    91 Public administration",,    3220,,    1775,,    1445,,  125000,,   64450,,   60545,
"Place of work status","Total - Place of work status for the employed labour force aged 15 years and over in private households - 25% sample data",174,   60605,,   31750,,   28855,, 2305690,, 1194455,, 1111240,
"Place of work status","  Worked at home",,    5595,,    2605,,    2995,,  196510,,   95515,,  100990,
"Place of work status","  Worked outside Canada",,     235,,     155,,      80,,   16040,,   11285,,    4760,
"Place of work status","  No fixed workplace address",,    8945,,    6945,,    2005,,  326180,,  243130,,   83050,
"Place of work status","  Worked at usual place",,   45825,,   22050,,   23775,, 1766965,,  844520,,  922440,
"Commuting destination","Total - Commuting destination for the employed labour force aged 15 years and over in private households with a usual place of work - 25% sample data",,   45825,,   22050,,   23775,, 1766965,,  844520,,  922440,
"Commuting destination","  Commute within census subdivision (CSD) of residence",,   16280,,    6590,,    9690,,  864410,,  382105,,  482305,
"Commuting destination","  Commute to a different census subdivision (CSD) within census division (CD) of residence",,   25835,,   13675,,   12160,,  807840,,  405435,,  402400,
"Commuting destination","  Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence",,    3515,,    1640,,    1870,,   81750,,   47820,,   33930,
"Commuting destination","  Commute to a different province or territory",,     200,,     145,,      55,,   12965,,    9160,,    3805,
"Main mode of commuting","Total - Main mode of commuting for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data",175,   54775,,   28990,,   25785,, 2093145,, 1087655,, 1005490,
"Main mode of commuting","  Car; truck; van - as a driver",,   47095,,   25350,,   21740,, 1475585,,  803485,,  672095,
"Main mode of commuting","  Car; truck; van - as a passenger",,    2850,,    1240,,    1610,,  114580,,   49075,,   65500,
"Main mode of commuting","  Public transit",,    2230,,    1095,,    1140,,  274205,,  117830,,  156375,
"Main mode of commuting","  Walked",,    1615,,     655,,     955,,  142310,,   62395,,   79920,
"Main mode of commuting","  Bicycle",,     355,,     255,,      95,,   51350,,   32665,,   18680,
