,,,"Abbotsford, City [Census subdivision], British Columbia",,,,,,"British Columbia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    23. English language and literature/letters",,     465,,     125,,     345,,   25665,,    7810,,   17850,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    24. Liberal arts and sciences; general studies and humanities",,    1345,,     520,,     825,,   28260,,   10505,,   17750,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30A Interdisciplinary humanities",153,       0,,       0,,       0,,     425,,     170,,     255,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    38. Philosophy and religious studies",,     195,,     130,,      60,,    4970,,    2960,,    2010,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    39. Theology and religious vocations",,     740,,     400,,     350,,    8330,,    4945,,    3385,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    54. History",,     455,,     220,,     235,,   11805,,    6140,,    5665,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    55. French language and literature/letters",,      75,,      10,,      65,,    2445,,     455,,    2000,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Social and behavioural sciences and law",,    3855,,    1220,,    2630,,  196450,,   67000,,  129450,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    05. Area; ethnic; cultural; gender; and group studies",,      30,,      10,,      20,,    3460,,     845,,    2615,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    09. Communication; journalism and related programs",,     160,,      85,,      70,,   19685,,    6940,,   12750,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    19. Family and consumer sciences/human sciences",,     870,,      40,,     830,,   29855,,    2505,,   27350,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    22. Legal professions and studies",,     635,,     175,,     465,,   31190,,    9665,,   21525,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30B Interdisciplinary social and behavioural sciences",154,      80,,      30,,      50,,    3540,,    1110,,    2425,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    42. Psychology",,     625,,     140,,     485,,   33055,,    8845,,   24210,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    45. Social sciences",,    1455,,     740,,     710,,   75665,,   37095,,   38575,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Business; management and public administration",,    6875,,    2450,,    4420,,  335220,,  128975,,  206245,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.16 Accounting and computer science",,      15,,      10,,      10,,     540,,     170,,     365,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    44. Public administration and social service professions",,     645,,     140,,     505,,   20695,,    4240,,   16455,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    52. Business; management; marketing and related support services",,    6215,,    2310,,    3900,,  313985,,  124565,,  189425,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Physical and life sciences and technologies",,     920,,     465,,     455,,   63705,,   32325,,   31385,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    26. Biological and biomedical sciences",,     360,,     165,,     190,,   28505,,   12595,,   15915,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.01 Biological and physical sciences",,     325,,     170,,     155,,   13825,,    6570,,    7260,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30C Other interdisciplinary physical and life sciences",155,      10,,       0,,      10,,     645,,     160,,     485,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    40. Physical sciences",,     170,,     125,,      45,,   18525,,   12250,,    6270,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,      65,,       0,,      60,,    2210,,     750,,    1460,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,    1395,,     885,,     515,,   68660,,   44820,,   23840,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,    1200,,     810,,     400,,   56390,,   39660,,   16725,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,      85,,      10,,      80,,    3830,,     545,,    3290,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,      95,,      70,,      25,,    7760,,    4185,,    3570,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,      10,,       0,,      15,,     680,,     430,,     250,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,    7130,,    6695,,     440,,  310855,,  277375,,   33475,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,     120,,     100,,      20,,   12110,,    7240,,    4875,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,    1035,,     905,,     130,,   76935,,   61380,,   15560,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,    1105,,     990,,     110,,   48690,,   42285,,    6405,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.12 Historic preservation and conservation",,       0,,       0,,       0,,      65,,      20,,      45,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    46. Construction trades",,    1945,,    1890,,      65,,   72800,,   70225,,    2570,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    47. Mechanic and repair technologies/technicians",,    2010,,    1930,,      80,,   69025,,   66545,,    2480,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    48. Precision production",,     925,,     890,,      35,,   31225,,   29690,,    1535,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Agriculture; natural resources and conservation",,     885,,     555,,     330,,   39360,,   23810,,   15555,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    01. Agriculture; agriculture operations and related sciences",,     710,,     440,,     270,,   18965,,    9875,,    9090,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    03. Natural resources and conservation",,     175,,     120,,      60,,   20395,,   13930,,    6470,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Health and related fields",,    6680,,    1320,,    5360,,  244975,,   50520,,  194460,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    31. Parks; recreation; leisure and fitness studies",,     425,,     215,,     210,,   18900,,    9380,,    9520,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    51. Health professions and related programs",,    6090,,    1005,,    5085,,  219800,,   37800,,  182000,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    60. Dental; medical and veterinary residency programs",,     160,,     100,,      60,,    6285,,    3340,,    2940,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Personal; protective and transportation services",,    2555,,    1170,,    1385,,   91185,,   45925,,   45265,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    12. Personal and culinary services",,    1500,,     375,,    1125,,   58820,,   18880,,   39945,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    28. Military science; leadership and operational art",,      10,,       0,,      10,,     195,,     165,,      30,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    29. Military technologies and applied sciences",,      15,,      15,,       0,,     570,,     505,,      65,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    43. Security and protective services",,     490,,     320,,     170,,   11175,,    8110,,    3060,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    49. Transportation and materials moving",,     540,,     455,,      85,,   20430,,   18265,,    2165,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Other",,      10,,       0,,       0,,     275,,      85,,     185,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.99 Multidisciplinary/interdisciplinary studies; other",,      10,,       0,,      10,,     270,,      85,,     185,
"Location of study compared with province or territory of residence with countries outside Canada","Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 15 years and over in private households - 25% sample data",157,  112615,,   54810,,   57810,, 3870380,, 1882770,, 1987610,
"Location of study compared with province or territory of residence with countries outside Canada","  No postsecondary certificate; diploma or degree",,   62410,,   31140,,   31275,, 1740205,,  854900,,  885300,
"Location of study compared with province or territory of residence with countries outside Canada","  Postsecondary certificate; diploma or degree",158,   50200,,   23665,,   26535,, 2130175,, 1027870,, 1102305,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study inside Canada",,   39685,,   18375,,   21310,, 1625550,,  785340,,  840205,
"Location of study compared with province or territory of residence with countries outside Canada","      Same as province or territory of residence",,   32630,,   14895,,   17735,, 1243905,,  593275,,  650635,
"Location of study compared with province or territory of residence with countries outside Canada","      Different than province or territory of residence",,    7060,,    3480,,    3575,,  381645,,  192070,,  189575,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study outside Canada",159,   10515,,    5290,,    5225,,  504630,,  242530,,  262100,
"Location of study compared with province or territory of residence with countries outside Canada","      United States",160,    1800,,    1000,,     800,,   74030,,   40425,,   33610,
"Location of study compared with province or territory of residence with countries outside Canada","      Philippines",,     625,,     205,,     420,,   56845,,   20455,,   36395,
"Location of study compared with province or territory of residence with countries outside Canada","      India",,    3910,,    1935,,    1975,,   44115,,   22045,,   22065,
"Location of study compared with province or territory of residence with countries outside Canada","      United Kingdom",161,     910,,     530,,     380,,   58825,,   31920,,   26910,
"Location of study compared with province or territory of residence with countries outside Canada","      China",162,     255,,     105,,     155,,   61840,,   27630,,   34210,
"Location of study compared with province or territory of residence with countries outside Canada","      France",,      15,,      10,,       0,,    4385,,    2360,,    2025,
"Location of study compared with province or territory of residence with countries outside Canada","      Other",,    3000,,    1515,,    1485,,  204580,,   97700,,  106885,
"Location of study compared with province or territory of residence with countries outside Canada","Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 25 to 64 years in private households - 25% sample data",157,   72315,,   35170,,   37145,, 2532975,, 1227040,, 1305935,
"Location of study compared with province or territory of residence with countries outside Canada","  No postsecondary certificate; diploma or degree",,   34440,,   17845,,   16595,,  915015,,  465250,,  449765,
"Location of study compared with province or territory of residence with countries outside Canada","  Postsecondary certificate; diploma or degree",158,   37875,,   17330,,   20545,, 1617960,,  761790,,  856170,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study inside Canada",,   29850,,   13570,,   16280,, 1239640,,  589155,,  650490,
"Location of study compared with province or territory of residence with countries outside Canada","      Same as province or territory of residence",,   25200,,   11300,,   13900,,  970485,,  454780,,  515700,
"Location of study compared with province or territory of residence with countries outside Canada","      Different than province or territory of residence",,    4650,,    2270,,    2380,,  269155,,  134375,,  134785,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study outside Canada",159,    8025,,    3760,,    4265,,  378325,,  172640,,  205685,
"Location of study compared with province or territory of residence with countries outside Canada","      United States",160,    1235,,     665,,     565,,   50095,,   26175,,   23920,
"Location of study compared with province or territory of residence with countries outside Canada","      Philippines",,     550,,     170,,     375,,   48935,,   17385,,   31555,
"Location of study compared with province or territory of residence with countries outside Canada","      India",,    3345,,    1575,,    1775,,   36800,,   17455,,   19345,
"Location of study compared with province or territory of residence with countries outside Canada","      United Kingdom",161,     410,,     200,,     210,,   32890,,   17360,,   15530,
"Location of study compared with province or territory of residence with countries outside Canada","      China",162,     230,,      95,,     135,,   53570,,   23445,,   30125,
"Location of study compared with province or territory of residence with countries outside Canada","      France",,      15,,      10,,       0,,    3505,,    1885,,    1615,
"Location of study compared with province or territory of residence with countries outside Canada","      Other",,    2240,,    1040,,    1200,,  152530,,   68935,,   83595,
"Labour force status","Total - Population aged 15 years and over by Labour force status - 25% sample data",163,  112615,,   54805,,   57805,, 3870375,, 1882770,, 1987610,
"Labour force status","  In the labour force",,   73750,,   38865,,   34885,, 2471665,, 1285835,, 1185830,
"Labour force status","    Employed",,   68865,,   36605,,   32255,, 2305690,, 1194455,, 1111240,
"Labour force status","    Unemployed",,    4885,,    2260,,    2625,,  165975,,   91385,,   74590,
"Labour force status","  Not in the labour force",,   38865,,   15935,,   22930,, 1398710,,  596935,,  801775,
"Labour force status","Participation rate",, 65.5,, 70.9,, 60.3,, 63.9,, 68.3,, 59.7,
"Labour force status","Employment rate",, 61.2,, 66.8,, 55.8,, 59.6,, 63.4,, 55.9,
"Labour force status","Unemployment rate",,  6.6,,  5.8,,  7.5,,  6.7,,  7.1,,  6.3,
"Work activity during the reference year","Total population aged 15 years and over by work activity during the reference year - 25% sample data",164,  112615,,   54805,,   57810,, 3870375,, 1882770,, 1987605,
"Work activity during the reference year","  Did not work",165,   35900,,   14720,,   21180,, 1290235,,  547350,,  742885,
"Work activity during the reference year","  Worked",,   76715,,   40090,,   36625,, 2580140,, 1335420,, 1244720,
"Work activity during the reference year","    Worked full year; full time",166,   34675,,   21100,,   13570,, 1183405,,  675950,,  507460,
"Work activity during the reference year","    Worked part year and/or part time",167,   42035,,   18985,,   23055,, 1396735,,  659470,,  737260,
"Work activity during the reference year","Average weeks worked in reference year",, 41.4,, 42.7,, 39.9,, 41.8,, 42.4,, 41.1,
"Class of worker","Total labour force aged 15 years and over by class of worker - 25% sample data",168,   73750,,   38870,,   34885,, 2471670,, 1285840,, 1185835,
"Class of worker","  Class of worker - not applicable",169,    1130,,     540,,     595,,   43805,,   21245,,   22555,
"Class of worker","  All classes of workers",170,   72615,,   38330,,   34285,, 2427860,, 1264585,, 1163275,
"Class of worker","    Employee",,   62840,,   31935,,   30900,, 2084470,, 1054630,, 1029840,
"Class of worker","    Self-employed",171,    9780,,    6390,,    3390,,  343395,,  209955,,  133430,
"Occupation - National Occupational Classification (NOC) 2016","Total labour force population aged 15 years and over by occupation - National Occupational Classification (NOC) 2016 - 25% sample data",172,   73750,,   38865,,   34880,, 2471665,, 1285835,, 1185830,
"Occupation - National Occupational Classification (NOC) 2016","  Occupation - not applicable",169,    1130,,     540,,     590,,   43805,,   21245,,   22560,
"Occupation - National Occupational Classification (NOC) 2016","  All occupations",170,   72620,,   38330,,   34290,, 2427860,, 1264585,, 1163270,
"Occupation - National Occupational Classification (NOC) 2016","    0 Management occupations",,    7530,,    5065,,    2460,,  275000,,  168820,,  106180,
"Occupation - National Occupational Classification (NOC) 2016","    1 Business; finance and administration occupations",,    9805,,    2560,,    7245,,  368940,,  106205,,  262740,
"Occupation - National Occupational Classification (NOC) 2016","    2 Natural and applied sciences and related occupations",,    2670,,    2180,,     490,,  161520,,  127060,,   34460,
"Occupation - National Occupational Classification (NOC) 2016","    3 Health occupations",,    4620,,     940,,    3685,,  162865,,   35775,,  127095,
"Occupation - National Occupational Classification (NOC) 2016","    4 Occupations in education; law and social; community and government services",,    7345,,    2380,,    4965,,  269255,,   87765,,  181485,
"Occupation - National Occupational Classification (NOC) 2016","    5 Occupations in art; culture; recreation and sport",,    1470,,     655,,     810,,   93100,,   44855,,   48245,
"Occupation - National Occupational Classification (NOC) 2016","    6 Sales and service occupations",,   16125,,    6040,,   10085,,  595225,,  251490,,  343735,
"Occupation - National Occupational Classification (NOC) 2016","    7 Trades; transport and equipment operators and related occupations",,   14565,,   13690,,     875,,  360970,,  339660,,   21315,
"Occupation - National Occupational Classification (NOC) 2016","    8 Natural resources; agriculture and related production occupations",,    4240,,    1990,,    2240,,   64235,,   47530,,   16700,
"Occupation - National Occupational Classification (NOC) 2016","    9 Occupations in manufacturing and utilities",,    4250,,    2820,,    1430,,   76745,,   55430,,   21315,
"Industry - North American Industry Classification System (NAICS) 2012","Total labour force population aged 15 years and over by Industry - North American Industry Classification System (NAICS) 2012 - 25% sample data",173,   73750,,   38870,,   34885,, 2471665,, 1285835,, 1185830,
"Industry - North American Industry Classification System (NAICS) 2012","  Industry - NAICS2012 - not applicable",169,    1130,,     535,,     595,,   43805,,   21250,,   22555,
"Industry - North American Industry Classification System (NAICS) 2012","  All industry categories",170,   72620,,   38330,,   34290,, 2427865,, 1264590,, 1163270,
"Industry - North American Industry Classification System (NAICS) 2012","    11 Agriculture; forestry; fishing and hunting",,    5580,,    2660,,    2925,,   65205,,   42840,,   22360,
"Industry - North American Industry Classification System (NAICS) 2012","    21 Mining; quarrying; and oil and gas extraction",,     285,,     245,,      35,,   25920,,   21810,,    4115,
"Industry - North American Industry Classification System (NAICS) 2012","    22 Utilities",,     235,,     195,,      35,,   12445,,    8915,,    3535,
"Industry - North American Industry Classification System (NAICS) 2012","    23 Construction",,    7065,,    6135,,     925,,  199985,,  175195,,   24790,
"Industry - North American Industry Classification System (NAICS) 2012","    31-33 Manufacturing",,    7275,,    5215,,    2065,,  157560,,  113945,,   43615,
"Industry - North American Industry Classification System (NAICS) 2012","    41 Wholesale trade",,    2945,,    1940,,    1000,,   82105,,   55530,,   26580,
"Industry - North American Industry Classification System (NAICS) 2012","    44-45 Retail trade",,    7825,,    3340,,    4485,,  283135,,  129985,,  153150,
"Industry - North American Industry Classification System (NAICS) 2012","    48-49 Transportation and warehousing",,    6185,,    5140,,    1050,,  128400,,   98580,,   29815,
"Industry - North American Industry Classification System (NAICS) 2012","    51 Information and cultural industries",,     905,,     525,,     380,,   67225,,   41065,,   26155,
"Industry - North American Industry Classification System (NAICS) 2012","    52 Finance and insurance",,    2000,,     790,,    1205,,   93805,,   38430,,   55380,
"Industry - North American Industry Classification System (NAICS) 2012","    53 Real estate and rental and leasing",,    1195,,     640,,     550,,   54995,,   29515,,   25475,
"Industry - North American Industry Classification System (NAICS) 2012","    54 Professional; scientific and technical services",,    3175,,    1570,,    1610,,  196670,,  107680,,   88990,
"Industry - North American Industry Classification System (NAICS) 2012","    55 Management of companies and enterprises",,     110,,      50,,      55,,    4320,,    1975,,    2345,
"Industry - North American Industry Classification System (NAICS) 2012","    56 Administrative and support; waste management and remediation services",,    3210,,    1930,,    1280,,  109095,,   62325,,   46775,
"Industry - North American Industry Classification System (NAICS) 2012","    61 Educational services",,    4425,,    1285,,    3140,,  173820,,   56455,,  117365,
"Industry - North American Industry Classification System (NAICS) 2012","    62 Health care and social assistance",,    7190,,    1205,,    5990,,  270855,,   52320,,  218530,
"Industry - North American Industry Classification System (NAICS) 2012","    71 Arts; entertainment and recreation",,     840,,     390,,     450,,   57940,,   29050,,   28895,
"Industry - North American Industry Classification System (NAICS) 2012","    72 Accommodation and food services",,    5120,,    1645,,    3470,,  207045,,   86555,,  120490,
"Industry - North American Industry Classification System (NAICS) 2012","    81 Other services (except public administration)",,    4020,,    1795,,    2225,,  112335,,   47960,,   64375,
"Industry - North American Industry Classification System (NAICS) 2012","    91 Public administration",,    3045,,    1635,,    1410,,  125000,,   64450,,   60545,
"Place of work status","Total - Place of work status for the employed labour force aged 15 years and over in private households - 25% sample data",174,   68865,,   36610,,   32255,, 2305690,, 1194455,, 1111240,
"Place of work status","  Worked at home",,    5380,,    2600,,    2780,,  196510,,   95515,,  100990,
"Place of work status","  Worked outside Canada",,     295,,     185,,     115,,   16040,,   11285,,    4760,
"Place of work status","  No fixed workplace address",,   12340,,    9300,,    3045,,  326180,,  243130,,   83050,
"Place of work status","  Worked at usual place",,   50845,,   24525,,   26320,, 1766965,,  844520,,  922440,
"Commuting destination","Total - Commuting destination for the employed labour force aged 15 years and over in private households with a usual place of work - 25% sample data",,   50850,,   24525,,   26320,, 1766965,,  844520,,  922440,
"Commuting destination","  Commute within census subdivision (CSD) of residence",,   31390,,   13370,,   18020,,  864410,,  382105,,  482305,
"Commuting destination","  Commute to a different census subdivision (CSD) within census division (CD) of residence",,    3985,,    1840,,    2145,,  807840,,  405435,,  402400,
"Commuting destination","  Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence",,   15215,,    9150,,    6060,,   81750,,   47820,,   33930,
"Commuting destination","  Commute to a different province or territory",,     260,,     170,,     100,,   12965,,    9160,,    3805,
"Main mode of commuting","Total - Main mode of commuting for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data",175,   63190,,   33825,,   29365,, 2093145,, 1087655,, 1005490,
"Main mode of commuting","  Car; truck; van - as a driver",,   53455,,   29200,,   24260,, 1475585,,  803485,,  672095,
"Main mode of commuting","  Car; truck; van - as a passenger",,    4955,,    2300,,    2655,,  114580,,   49075,,   65500,
"Main mode of commuting","  Public transit",,    1430,,     615,,     825,,  274205,,  117830,,  156375,
"Main mode of commuting","  Walked",,    2135,,     950,,    1180,,  142310,,   62395,,   79920,
"Main mode of commuting","  Bicycle",,     405,,     310,,      95,,   51350,,   32665,,   18680,
"Main mode of commuting","  Other method",,     800,,     450,,     360,,   35115,,   22195,,   12915,
"Commuting duration","Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data",176,   63190,,   33820,,   29365,, 2093140,, 1087650,, 1005490,
"Commuting duration","  Less than 15 minutes",,   22365,,    9840,,   12525,,  601950,,  276005,,  325950,
"Commuting duration","  15 to 29 minutes",,   19670,,    9885,,    9785,,  689520,,  353590,,  335925,
"Commuting duration","  30 to 44 minutes",,   10295,,    6290,,    4005,,  425680,,  237995,,  187685,
"Commuting duration","  45 to 59 minutes",,    4830,,    3240,,    1590,,  184690,,  104220,,   80465,
"Commuting duration","  60 minutes and over",,    6035,,    4580,,    1455,,  191305,,  115840,,   75470,
"Time leaving for work","Total - Time leaving for work for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data",177,   63190,,   33825,,   29360,, 2093140,, 1087650,, 1005490,
"Time leaving for work","  Between 5 a.m. and 5:59 a.m.",,    6805,,    4990,,    1820,,  142370,,  101315,,   41050,
"Time leaving for work","  Between 6 a.m. and 6:59 a.m.",,   11860,,    7735,,    4120,,  342500,,  214795,,  127700,
"Time leaving for work","  Between 7 a.m. and 7:59 a.m.",,   14705,,    7520,,    7190,,  526485,,  271110,,  255375,
"Time leaving for work","  Between 8 a.m. and 8:59 a.m.",,   11645,,    4890,,    6760,,  470210,,  202910,,  267295,
"Time leaving for work","  Between 9 a.m. and 11:59 a.m.",,    7010,,    2765,,    4245,,  292185,,  125470,,  166715,
"Time leaving for work","  Between 12 p.m. and 4:59 a.m.",,   11155,,    5925,,    5230,,  319400,,  172045,,  147355,
"Language used most often at work","Total - Language used most often at work for the population in private households aged 15 years and over who worked since January 1; 2015 - 25% sample data",178,   79730,,   41470,,   38260,, 2670700,, 1378580,, 1292120,
"Language used most often at work","  Single responses",,   77330,,   40100,,   37225,, 2622495,, 1354780,, 1267710,
"Language used most often at work","    Official languages",,   72560,,   37695,,   34860,, 2537990,, 1309980,, 1228015,
"Language used most often at work","      English",,   72435,,   37670,,   34770,, 2531850,, 1308325,, 1223530,
"Language used most often at work","      French",,     120,,      30,,      90,,    6140,,    1660,,    4485,
"Language used most often at work","    Non-official languages",,    4770,,    2405,,    2365,,   84500,,   44805,,   39705,
"Language used most often at work","      Aboriginal languages",,       0,,       0,,       0,,     260,,      75,,     180,
"Language used most often at work","        Algonquian languages",,       0,,       0,,       0,,      15,,       0,,      10,
"Language used most often at work","          Blackfoot",,       0,,       0,,       0,,       0,,       0,,      10,
"Language used most often at work","          Cree-Montagnais languages",,       0,,       0,,       0,,      10,,       0,,      10,
"Language used most often at work","            Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Montagnais (Innu)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Moose Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Naskapi",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Northern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Plains Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Swampy Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Woods Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Cree; n.o.s.",,       0,,       0,,       0,,      10,,       0,,       0,
"Language used most often at work","          Eastern Algonquian languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Malecite",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Mi'kmaq",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Ojibway-Potawatomi languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Algonquin",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Ojibway",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Oji-Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Ottawa (Odawa)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Athabaskan languages",,       0,,       0,,       0,,      45,,      15,,      30,
"Language used most often at work","          Northern Athabaskan languages",,       0,,       0,,       0,,      45,,      15,,      30,
"Language used most often at work","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Beaver",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Carrier",,       0,,       0,,       0,,      20,,       0,,      15,
"Language used most often at work","            Chilcotin",,       0,,       0,,       0,,      20,,      10,,      10,
"Language used most often at work","            Dene",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Dogrib (Tlicho)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Gwich'in",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Sarsi (Sarcee)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Sekani",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Slavey-Hare languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              North Slavey (Hare)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              South Slavey",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Slavey; n.o.s.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","            Tahltan languages",,       0,,       0,,       0,,      10,,       0,,       0,
"Language used most often at work","              Kaska (Nahani)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Tahltan",,       0,,       0,,       0,,      10,,       0,,       0,
"Language used most often at work","            Tutchone languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Northern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","              Southern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Athabaskan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Haida",,       0,,       0,,       0,,       0,,       0,,      10,
"Language used most often at work","        Inuit languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Inuinnaqtun (Inuvialuktun)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Inuktitut",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Inuit languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Iroquoian languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Cayuga",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Mohawk",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Oneida",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","          Iroquoian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Kutenai",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Michif",,       0,,       0,,       0,,       0,,       0,,       0,
"Language used most often at work","        Salish languages",,       0,,       0,,       0,,     110,,      30,,      85,
"Language used most often at work","          Comox",,       0,,       0,,       0,,      10,,       0,,      10,
"Language used most often at work","          Halkomelem",,       0,,       0,,       0,,      15,,       0,,      15,
"Language used most often at work","          Lillooet",,       0,,       0,,       0,,      15,,       0,,       0,
