,,,"Abbotsford, City [Census subdivision], British Columbia",,,,,,"British Columbia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Other language spoken regularly at home","    Aboriginal",,      10,,       5,,       5,,    7985,,    3765,,    4215,
"Other language spoken regularly at home","    Non-Aboriginal",,    8765,,    4240,,    4530,,  332945,,  154820,,  178125,
"Other language spoken regularly at home","  English and French",,      35,,      15,,      20,,    1195,,     545,,     650,
"Other language spoken regularly at home","  English and non-official language",,      85,,      45,,      40,,    5660,,    2655,,    3005,
"Other language spoken regularly at home","  French and non-official language",,      85,,      40,,      45,,    3765,,    1745,,    2020,
"Other language spoken regularly at home","  English; French and non-official language",,       5,,       0,,       0,,     100,,      45,,      50,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data",21,  112615,,   54790,,   57825,, 3870330,, 1882865,, 1987460,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 100% data",,  108160,,   52710,,   55455,, 3727360,, 1815500,, 1911860,
"Income of individuals in 2015","    Median total income in 2015 among recipients ($)",,   29741,,   38324,,   23955,,   33012,,   40370,,   27543,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 100% data",,  108280,,   52815,,   55460,, 3731980,, 1819375,, 1912600,
"Income of individuals in 2015","    Median after-tax income in 2015 among recipients ($)",,   27226,,   33771,,   22867,,   29783,,   35383,,   25659,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 100% data",,   95740,,   47910,,   47825,, 3363310,, 1665225,, 1698085,
"Income of individuals in 2015","    Median market income in 2015 among recipients ($)",,   28353,,   38156,,   20968,,   31585,,   39557,,   25304,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 100% data",,   77925,,   33045,,   44880,, 2628215,, 1140195,, 1488025,
"Income of individuals in 2015","    Median government transfers in 2015 among recipients ($)",,    5593,,    3707,,    6354,,    4592,,    3717,,    4920,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 100% data",,   82445,,   42420,,   40020,, 2775010,, 1415295,, 1359715,
"Income of individuals in 2015","    Median employment income in 2015 among recipients ($)",,   28555,,   38004,,   21365,,   31713,,   39186,,   26034,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 25% sample data",22,  112615,,   54805,,   57805,, 3870375,, 1882770,, 1987605,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 25% sample data",,  108070,,   52590,,   55475,, 3727715,, 1815380,, 1912335,
"Income of individuals in 2015","    Average total income in 2015 among recipients ($)",,   40098,,   48531,,   32103,,   45616,,   54797,,   36901,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 25% sample data",,  108170,,   52685,,   55485,, 3732420,, 1819290,, 1913130,
"Income of individuals in 2015","    Average after-tax income in 2015 among recipients ($)",,   34326,,   40367,,   28590,,   37922,,   44282,,   31874,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 25% sample data",,   95565,,   47670,,   47895,, 3362835,, 1664850,, 1697985,
"Income of individuals in 2015","    Average market income in 2015 among recipients ($)",,   39099,,   48500,,   29743,,   44933,,   54787,,   35271,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 25% sample data",,   77685,,   32935,,   44750,, 2628230,, 1139390,, 1488840,
"Income of individuals in 2015","    Average government transfers in 2015 among recipients ($)",,    7682,,    7298,,    7965,,    7207,,    7255,,    7171,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 25% sample data",,   82445,,   42265,,   40175,, 2775010,, 1415100,, 1359910,
"Income of individuals in 2015","    Average employment income in 2015 among recipients ($)",,   37890,,   46501,,   28832,,   43339,,   52171,,   34149,
"Income of individuals in 2015","Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data",23,  112615,,   54805,,   57810,, 3870375,, 1882770,, 1987605,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data",24,   33705,,   20415,,   13290,, 1147070,,  652115,,  494950,
"Income of individuals in 2015","    Median employment income in 2015 for full-year full-time workers ($)",25,   49454,,   56005,,   42205,,   53940,,   61004,,   47039,
"Income of individuals in 2015","    Average employment income in 2015 for full-year full-time workers ($)",26,   57017,,   63170,,   47565,,   64625,,   72840,,   53801,
"Income of individuals in 2015","Composition of total income in 2015 of the population aged 15 years and over in private households (%) - 100% data",27,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,
"Income of individuals in 2015","  Market income (%)",28,     86.3,,     90.6,,     79.9,,     88.9,,     91.7,,     84.9,
"Income of individuals in 2015","    Employment income (%)",29,     72.3,,     77.2,,     65.0,,     70.8,,     74.4,,     65.8,
"Income of individuals in 2015","  Government transfers (%)",30,     13.7,,      9.4,,     20.1,,     11.1,,      8.3,,     15.1,
"Income of individuals in 2015","Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data",31,  112615,,   54790,,   57825,, 3870330,, 1882865,, 1987460,
"Income of individuals in 2015","  Without total income",,    4455,,    2080,,    2370,,  142970,,   67370,,   75600,
"Income of individuals in 2015","  With total income",,  108160,,   52710,,   55455,, 3727360,, 1815505,, 1911860,
"Income of individuals in 2015","  Percentage with total income",,     96.0,,     96.2,,     95.9,,     96.3,,     96.4,,     96.2,
"Income of individuals in 2015","    Under $10;000 (including loss)",,   16120,,    6600,,    9515,,  573315,,  240120,,  333195,
"Income of individuals in 2015","    $10;000 to $19;999",,   21885,,    8250,,   13635,,  653915,,  262225,,  391685,
"Income of individuals in 2015","    $20;000 to $29;999",,   16460,,    6540,,    9915,,  503290,,  209095,,  294195,
"Income of individuals in 2015","    $30;000 to $39;999",,   13105,,    5945,,    7155,,  424330,,  188860,,  235470,
"Income of individuals in 2015","    $40;000 to $49;999",,   10600,,    5375,,    5225,,  366220,,  173020,,  193200,
"Income of individuals in 2015","    $50;000 to $59;999",,    8100,,    4705,,    3395,,  286310,,  148095,,  138215,
"Income of individuals in 2015","    $60;000 to $69;999",,    5860,,    3775,,    2085,,  222975,,  129400,,   93580,
"Income of individuals in 2015","    $70;000 to $79;999",,    4485,,    3015,,    1475,,  171625,,  103795,,   67830,
"Income of individuals in 2015","    $80;000 to $89;999",,    3495,,    2375,,    1115,,  134090,,   83100,,   50990,
"Income of individuals in 2015","    $90;000 to $99;999",,    2225,,    1560,,     660,,   96825,,   62825,,   34005,
"Income of individuals in 2015","    $100;000 and over",,    5835,,    4560,,    1275,,  294475,,  214980,,   79500,
"Income of individuals in 2015","      $100;000 to $149;999",,    4290,,    3320,,     970,,  198355,,  142260,,   56095,
"Income of individuals in 2015","      $150;000 and over",,    1545,,    1240,,     310,,   96115,,   72715,,   23405,
"Income of individuals in 2015","Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data",32,  112615,,   54790,,   57825,, 3870330,, 1882870,, 1987460,
"Income of individuals in 2015","  Without after-tax income",,    4335,,    1980,,    2360,,  138350,,   63495,,   74855,
"Income of individuals in 2015","  With after-tax income",,  108280,,   52815,,   55465,, 3731980,, 1819375,, 1912605,
"Income of individuals in 2015","  Percentage with after-tax income",,     96.2,,     96.4,,     95.9,,     96.4,,     96.6,,     96.2,
"Income of individuals in 2015","    Under $10;000 (including loss)",,   16660,,    6920,,    9745,,  597310,,  253480,,  343835,
"Income of individuals in 2015","    $10;000 to $19;999",,   23045,,    8950,,   14095,,  686510,,  280490,,  406015,
"Income of individuals in 2015","    $20;000 to $29;999",,   19150,,    7805,,   11345,,  593490,,  252075,,  341415,
"Income of individuals in 2015","    $30;000 to $39;999",,   14915,,    7120,,    7795,,  495200,,  226080,,  269120,
"Income of individuals in 2015","    $40;000 to $49;999",,   11325,,    6170,,    5160,,  402535,,  200565,,  201965,
"Income of individuals in 2015","    $50;000 to $59;999",,    7840,,    4940,,    2900,,  293450,,  167870,,  125585,
"Income of individuals in 2015","    $60;000 to $69;999",,    5485,,    3690,,    1790,,  210085,,  128000,,   82080,
"Income of individuals in 2015","    $70;000 to $79;999",,    3720,,    2560,,    1165,,  151775,,   95230,,   56545,
"Income of individuals in 2015","    $80;000 and over",,    6130,,    4660,,    1470,,  301635,,  215590,,   86045,
"Income of individuals in 2015","      $80;000 to $89;999",,    2210,,    1615,,     600,,   94700,,   64330,,   30370,
"Income of individuals in 2015","      $90;000 to $99;999",,    1265,,     965,,     300,,   59050,,   42050,,   17000,
"Income of individuals in 2015","      $100;000 and over",,    2655,,    2085,,     570,,  147885,,  109215,,   38670,
"Income of individuals in 2015","Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data",33,  112610,,   54790,,   57820,, 3870330,, 1882865,, 1987460,
"Income of individuals in 2015","  Without employment income",,   30175,,   12370,,   17800,, 1095320,,  467570,,  627745,
"Income of individuals in 2015","  With employment income",,   82445,,   42425,,   40020,, 2775010,, 1415295,, 1359715,
"Income of individuals in 2015","  Percentage with employment income",,     73.2,,     77.4,,     69.2,,     71.7,,     75.2,,     68.4,
"Income of individuals in 2015","    Under $5;000 (including loss)",,   12195,,    5475,,    6720,,  441080,,  204275,,  236810,
"Income of individuals in 2015","    $5;000 to $9;999",,    7425,,    2750,,    4675,,  212715,,   90015,,  122705,
"Income of individuals in 2015","    $10;000 to $19;999",,   12710,,    5020,,    7690,,  371875,,  160350,,  211525,
"Income of individuals in 2015","    $20;000 to $29;999",,   10315,,    4500,,    5810,,  309470,,  135945,,  173525,
"Income of individuals in 2015","    $30;000 to $39;999",,    8835,,    4270,,    4565,,  282045,,  126870,,  155180,
"Income of individuals in 2015","    $40;000 to $49;999",,    7820,,    4175,,    3650,,  253810,,  118870,,  134935,
"Income of individuals in 2015","    $50;000 to $59;999",,    6085,,    3730,,    2355,,  203885,,  107605,,   96280,
"Income of individuals in 2015","    $60;000 to $69;999",,    4460,,    3035,,    1425,,  163740,,   98205,,   65535,
"Income of individuals in 2015","    $70;000 to $79;999",,    3545,,    2485,,    1065,,  132340,,   82120,,   50220,
"Income of individuals in 2015","    $80;000 and over",,    9050,,    6985,,    2060,,  404040,,  291050,,  112990,
"Income of individuals in 2015","      $80;000 to $89;999",,    2845,,    2015,,     825,,  106680,,   67815,,   38860,
"Income of individuals in 2015","      $90;000 to $99;999",,    1810,,    1310,,     495,,   76470,,   51990,,   24480,
"Income of individuals in 2015","      $100;000 and over",,    4405,,    3660,,     735,,  220890,,  171245,,   49645,
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 100% data",34,   49040,,,...,,..., 1881970,,,...,,...
"Income of households in 2015","  Median total income of households in 2015 ($)",,   72511,,,...,,...,   69995,,,...,,...
"Income of households in 2015","  Median after-tax income of households in 2015 ($)",,   64112,,,...,,...,   61280,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 100% data",,   11700,,,...,,...,  541915,,,...,,...
"Income of households in 2015","      Median total income of one-person households in 2015 ($)",,   32863,,,...,,...,   35701,,,...,,...
"Income of households in 2015","      Median after-tax income of one-person households in 2015 ($)",,   29753,,,...,,...,   31899,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 100% data",,   37340,,,...,,..., 1340055,,,...,,...
"Income of households in 2015","      Median total income of two-or-more-person households in 2015 ($)",,   87866,,,...,,...,   88466,,,...,,...
"Income of households in 2015","      Median after-tax income of two-or-more-person households in 2015 ($)",,   77391,,,...,,...,   77108,,,...,,...
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 25% sample data",35,   49040,,,...,,..., 1881970,,,...,,...
"Income of households in 2015","  Average total income of households in 2015 ($)",,   88362,,,...,,...,   90354,,,...,,...
"Income of households in 2015","  Average after-tax income of households in 2015 ($)",,   75715,,,...,,...,   75209,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 25% sample data",,   11690,,,...,,...,  541925,,,...,,...
"Income of households in 2015","      Average total income of one-person households in 2015 ($)",,   40971,,,...,,...,   46696,,,...,,...
"Income of households in 2015","      Average after-tax income of one-person households in 2015 ($)",,   35373,,,...,,...,   39091,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 25% sample data",,   37350,,,...,,..., 1340045,,,...,,...
"Income of households in 2015","      Average total income of two-or-more-person households in 2015 ($)",,  103195,,,...,,...,  108010,,,...,,...
"Income of households in 2015","      Average after-tax income of two-or-more-person households in 2015 ($)",,   88341,,,...,,...,   89816,,,...,,...
"Income of households in 2015","Total - Household total income groups in 2015 for private households - 100% data",36,   49040,,,...,,..., 1881965,,,...,,...
"Income of households in 2015","  Under $5;000",,     750,,,...,,...,   43415,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,     505,,,...,,...,   27140,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    1215,,,...,,...,   55745,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    1805,,,...,,...,   77565,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,    2000,,,...,,...,   78695,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,    1785,,,...,,...,   72985,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,    2055,,,...,,...,   78080,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,    2035,,,...,,...,   78395,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,    1970,,,...,,...,   76775,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,    2075,,,...,,...,   75860,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,    3775,,,...,,...,  143475,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,    3655,,,...,,...,  132845,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,    3490,,,...,,...,  122350,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,    3155,,,...,,...,  111350,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,    2910,,,...,,...,   99420,,,...,,...
"Income of households in 2015","  $100;000 and over",,   15870,,,...,,...,  607855,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,    5670,,,...,,...,  198140,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,    3740,,,...,,...,  138420,,,...,,...
"Income of households in 2015","    $150;000 to $199;999",,    3840,,,...,,...,  149210,,,...,,...
"Income of households in 2015","    $200;000 and over",,    2620,,,...,,...,  122080,,,...,,...
"Income of households in 2015","Total - Household after-tax income groups in 2015 for private households - 100% data",32,   49040,,,...,,..., 1881965,,,...,,...
"Income of households in 2015","  Under $5;000",,     790,,,...,,...,   46350,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,     515,,,...,,...,   27605,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    1230,,,...,,...,   56780,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    1860,,,...,,...,   80315,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,    2275,,,...,,...,   89795,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,    2155,,,...,,...,   88035,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,    2440,,,...,,...,   93640,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,    2330,,,...,,...,   92220,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,    2400,,,...,,...,   91635,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,    2310,,,...,,...,   88520,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,    4480,,,...,,...,  165685,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,    4145,,,...,,...,  150650,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,    3875,,,...,,...,  136430,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,    3430,,,...,,...,  118520,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,    2900,,,...,,...,  101185,,,...,,...
"Income of households in 2015","  $100;000 and over",,   11895,,,...,,...,  454595,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,    5130,,,...,,...,  187490,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,    3020,,,...,,...,  111260,,,...,,...
"Income of households in 2015","    $150;000 and over",,    3740,,,...,,...,  155845,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 100% data",37,   36270,,,...,,..., 1276275,,,...,,...
"Income of economic families in 2015","  Median total income of economic families in 2015 ($)",,   87100,,,...,,...,   88451,,,...,,...
"Income of economic families in 2015","  Median after-tax income of economic families in 2015 ($)",,   76680,,,...,,...,   77002,,,...,,...
"Income of economic families in 2015","  Average family size of economic families",,      3.4,,,...,,...,      3.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 100% data",,   12400,,,...,,...,  519030,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families without children or other relatives in 2015 ($)",,   75138,,,...,,...,   80788,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families without children or other relatives in 2015 ($)",,   66443,,,...,,...,   70464,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families without children or other relatives",,      2.0,,,...,,...,      2.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 100% data",,   17895,,,...,,...,  536175,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families with children in 2015 ($)",,  105490,,,...,,...,  111736,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families with children in 2015 ($)",,   92507,,,...,,...,   96176,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families with children",,      4.5,,,...,,...,      4.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data",,    4790,,,...,,...,  179945,,,...,,...
"Income of economic families in 2015","  Median total income of lone-parent economic families in 2015 ($)",,   49715,,,...,,...,   51056,,,...,,...
"Income of economic families in 2015","  Median after-tax income of lone-parent economic families in 2015 ($)",,   45899,,,...,,...,   46668,,,...,,...
"Income of economic families in 2015","  Average family size of lone-parent economic families",,      2.7,,,...,,...,      2.6,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 25% sample data",38,   36280,,,...,,..., 1275865,,,...,,...
"Income of economic families in 2015","  Average total income of economic families in 2015 ($)",,  102244,,,...,,...,  108241,,,...,,...
"Income of economic families in 2015","  Average after-tax income of economic families in 2015 ($)",,   87458,,,...,,...,   89792,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data",,   12400,,,...,,...,  518295,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families without children or other relatives in 2015 ($)",,   94746,,,...,,...,  100772,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families without children or other relatives in 2015 ($)",,   79488,,,...,,...,   83021,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data",,   17875,,,...,,...,  536580,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families with children in 2015 ($)",,  118543,,,...,,...,  131213,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families with children in 2015 ($)",,  101992,,,...,,...,  108407,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data",,    4785,,,...,,...,  179615,,,...,,...
"Income of economic families in 2015","  Average total income of lone-parent economic families in 2015 ($)",,   60931,,,...,,...,   63004,,,...,,...
"Income of economic families in 2015","  Average after-tax income of lone-parent economic families in 2015 ($)",,   53548,,,...,,...,   54655,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 100% data",21,   16650,,    7940,,    8715,,  768855,,  373390,,  395465,
"Income of economic families in 2015","  Median total income in 2015 for persons aged 15 years and over not in economic families ($)",39,   29538,,   33768,,   26480,,   31255,,   33342,,   29674,
"Income of economic families in 2015","  Median after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",39,   27096,,   30297,,   25000,,   28320,,   29815,,   27221,
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data",40,   16595,,    8090,,    8505,,  766660,,  371595,,  395060,
"Income of economic families in 2015","  Average total income in 2015 for persons aged 15 years and over not in economic families ($)",41,   37596,,   41112,,   34252,,   41666,,   44615,,   38892,
"Income of economic families in 2015","  Average after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",41,   32545,,   34747,,   30451,,   35191,,   37100,,   33395,
"Income of economic families in 2015","Total - Economic family income decile group for the population in private households - 100% data",42,  138555,,   68170,,   70385,, 4560235,, 2237490,, 2322745,
"Income of economic families in 2015","  In the bottom half of the distribution",,   73970,,   35355,,   38615,, 2265245,, 1078695,, 1186555,
"Income of economic families in 2015","    In the bottom decile",,   12160,,    5700,,    6465,,  537405,,  258275,,  279140,
"Income of economic families in 2015","    In the second decile",,   13850,,    6225,,    7625,,  449395,,  205320,,  244075,
"Income of economic families in 2015","    In the third decile",,   14885,,    7125,,    7765,,  420355,,  198845,,  221510,
"Income of economic families in 2015","    In the fourth decile",,   17045,,    8380,,    8665,,  422805,,  203710,,  219095,
"Income of economic families in 2015","    In the fifth decile",,   16025,,    7930,,    8100,,  435290,,  212555,,  222735,
"Income of economic families in 2015","  In the top half of the distribution",,   64585,,   32815,,   31770,, 2294990,, 1158795,, 1136195,
"Income of economic families in 2015","    In the sixth decile",,   15280,,    7690,,    7590,,  442070,,  218225,,  223845,
"Income of economic families in 2015","    In the seventh decile",,   14295,,    7205,,    7095,,  451795,,  226240,,  225555,
"Income of economic families in 2015","    In the eighth decile",,   13430,,    6825,,    6605,,  462900,,  233935,,  228970,
"Income of economic families in 2015","    In the ninth decile",,   11995,,    6120,,    5875,,  473535,,  241165,,  232375,
"Income of economic families in 2015","    In the top decile",,    9580,,    4965,,    4610,,  464685,,  239235,,  225450,
"Low income in 2015","Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data",43,  138555,,   68165,,   70390,, 4477875,, 2196415,, 2281460,
"Low income in 2015","  0 to 17 years",,   31200,,   16060,,   15145,,  822390,,  422685,,  399710,
"Low income in 2015","    0 to 5 years",,   10250,,    5235,,    5010,,  260110,,  133670,,  126445,
"Low income in 2015","  18 to 64 years",,   85105,,   41830,,   43275,, 2876495,, 1404390,, 1472105,
"Low income in 2015","  65 years and over",,   22250,,   10280,,   11970,,  778990,,  369345,,  409645,
"Low income in 2015","In low income based on the Low-income measure; after tax (LIM-AT)",,   17800,,    8095,,    9710,,  694960,,  325015,,  369940,
"Low income in 2015","  0 to 17 years",,    4900,,    2590,,    2310,,  151880,,   78110,,   73770,
"Low income in 2015","    0 to 5 years",,    1580,,     840,,     740,,   46920,,   24035,,   22885,
"Low income in 2015","  18 to 64 years",,    9785,,    4355,,    5430,,  427085,,  198475,,  228615,
"Low income in 2015","  65 years and over",,    3120,,    1150,,    1970,,  115990,,   48430,,   67560,
"Low income in 2015","Prevalence of low income based on the Low-income measure; after tax (LIM-AT) (%)",,     12.8,,     11.9,,     13.8,,     15.5,,     14.8,,     16.2,
"Low income in 2015","  0 to 17 years (%)",,     15.7,,     16.1,,     15.3,,     18.5,,     18.5,,     18.5,
"Low income in 2015","    0 to 5 years (%)",,     15.4,,     16.0,,     14.8,,     18.0,,     18.0,,     18.1,
"Low income in 2015","  18 to 64 years (%)",,     11.5,,     10.4,,     12.5,,     14.8,,     14.1,,     15.5,
"Low income in 2015","  65 years and over (%)",,     14.0,,     11.2,,     16.5,,     14.9,,     13.1,,     16.5,
"Low income in 2015","In low income based on the Low-income cut-offs; after tax (LICO-AT)",,    9805,,    4640,,    5165,,  491645,,  236430,,  255215,
"Low income in 2015","  0 to 17 years",,    2535,,    1340,,    1190,,   99330,,   50890,,   48450,
"Low income in 2015","    0 to 5 years",,     750,,     395,,     355,,   29250,,   14930,,   14315,
"Low income in 2015","  18 to 64 years",,    6540,,    3030,,    3510,,  345345,,  165740,,  179605,
"Low income in 2015","  65 years and over",,     735,,     275,,     460,,   46965,,   19805,,   27165,
"Low income in 2015","Prevalence of low income based on the Low-income cut-offs; after tax (LICO-AT) (%)",,      7.1,,      6.8,,      7.3,,     11.0,,     10.8,,     11.2,
"Low income in 2015","  0 to 17 years (%)",,      8.1,,      8.3,,      7.9,,     12.1,,     12.0,,     12.1,
"Low income in 2015","    0 to 5 years (%)",,      7.3,,      7.5,,      7.1,,     11.2,,     11.2,,     11.3,
"Low income in 2015","  18 to 64 years (%)",,      7.7,,      7.2,,      8.1,,     12.0,,     11.8,,     12.2,
"Low income in 2015","  65 years and over (%)",,      3.3,,      2.7,,      3.8,,      6.0,,      5.4,,      6.6,
"Knowledge of languages","Total - Knowledge of languages for the population in private households - 25% sample data",44,  138555,,   68165,,   70385,, 4560235,, 2237490,, 2322745,
"Knowledge of languages","  Official languages",,  130740,,   64795,,   65940,, 4407125,, 2173840,, 2233285,
"Knowledge of languages","    English",,  130685,,   64775,,   65910,, 4405380,, 2173040,, 2232340,
"Knowledge of languages","    French",,    6255,,    2730,,    3525,,  314225,,  140085,,  174140,
"Knowledge of languages","  Non-official languages",,   53270,,   26120,,   27145,, 1546550,,  727200,,  819355,
"Knowledge of languages","    Aboriginal languages",,      45,,      25,,      20,,   17190,,    8115,,    9075,
"Knowledge of languages","      Algonquian languages",,      10,,      10,,       0,,    1950,,     905,,    1045,
"Knowledge of languages","        Blackfoot",,       0,,       0,,       0,,      35,,       0,,      35,
"Knowledge of languages","        Cree-Montagnais languages",,      10,,      10,,       0,,    1600,,     795,,     805,
"Knowledge of languages","          Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Montagnais (Innu)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Moose Cree",,       0,,       0,,       0,,      15,,       0,,      10,
"Knowledge of languages","          Naskapi",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Northern East Cree",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","          Plains Cree",,       0,,       0,,       0,,     345,,     160,,     180,
"Knowledge of languages","          Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Swampy Cree",,       0,,       0,,       0,,      55,,      25,,      30,
"Knowledge of languages","          Woods Cree",,       0,,       0,,       0,,      80,,      45,,      40,
"Knowledge of languages","          Cree; n.o.s.",,       0,,      10,,       0,,    1090,,     560,,     525,
"Knowledge of languages","        Eastern Algonquian languages",,       0,,       0,,       0,,      30,,      20,,      10,
"Knowledge of languages","          Malecite",,       0,,       0,,       0,,      10,,      10,,       0,
"Knowledge of languages","          Mi'kmaq",,       0,,       0,,       0,,      25,,      15,,       0,
"Knowledge of languages","        Ojibway-Potawatomi languages",,       0,,       0,,       0,,     310,,     100,,     205,
"Knowledge of languages","          Algonquin",,       0,,       0,,       0,,      20,,       0,,      15,
"Knowledge of languages","          Ojibway",,       0,,       0,,      10,,     275,,      95,,     180,
"Knowledge of languages","          Oji-Cree",,       0,,       0,,       0,,      15,,       0,,      15,
"Knowledge of languages","          Ottawa (Odawa)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Algonquian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Athabaskan languages",,       0,,       0,,       0,,    4375,,    2050,,    2330,
"Knowledge of languages","        Northern Athabaskan languages",,       0,,       0,,       0,,    4345,,    2035,,    2315,
"Knowledge of languages","          Babine (Wetsuwet'en)",,       0,,       0,,       0,,     200,,     100,,      95,
"Knowledge of languages","          Beaver",,       0,,       0,,       0,,     255,,     130,,     130,
"Knowledge of languages","          Carrier",,       0,,       0,,       0,,    2045,,     940,,    1110,
