,,,"Coquitlam, City [Census subdivision], British Columbia",,,,,,"British Columbia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Income of individuals in 2015","  Percentage with employment income",,     71.2,,     74.9,,     67.6,,     71.7,,     75.2,,     68.4,
"Income of individuals in 2015","    Under $5;000 (including loss)",,   11925,,    5210,,    6715,,  441080,,  204275,,  236810,
"Income of individuals in 2015","    $5;000 to $9;999",,    6315,,    2645,,    3670,,  212715,,   90015,,  122705,
"Income of individuals in 2015","    $10;000 to $19;999",,   10730,,    4800,,    5935,,  371875,,  160350,,  211525,
"Income of individuals in 2015","    $20;000 to $29;999",,    8735,,    4055,,    4680,,  309470,,  135945,,  173525,
"Income of individuals in 2015","    $30;000 to $39;999",,    8025,,    3685,,    4340,,  282045,,  126870,,  155180,
"Income of individuals in 2015","    $40;000 to $49;999",,    7840,,    3710,,    4130,,  253810,,  118870,,  134935,
"Income of individuals in 2015","    $50;000 to $59;999",,    6460,,    3325,,    3140,,  203885,,  107605,,   96280,
"Income of individuals in 2015","    $60;000 to $69;999",,    5050,,    2900,,    2150,,  163740,,   98205,,   65535,
"Income of individuals in 2015","    $70;000 to $79;999",,    4135,,    2485,,    1655,,  132340,,   82120,,   50220,
"Income of individuals in 2015","    $80;000 and over",,   13230,,    9460,,    3770,,  404040,,  291050,,  112990,
"Income of individuals in 2015","      $80;000 to $89;999",,    3310,,    2045,,    1265,,  106680,,   67815,,   38860,
"Income of individuals in 2015","      $90;000 to $99;999",,    2490,,    1645,,     845,,   76470,,   51990,,   24480,
"Income of individuals in 2015","      $100;000 and over",,    7440,,    5775,,    1660,,  220890,,  171245,,   49645,
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 100% data",34,   51325,,,...,,..., 1881970,,,...,,...
"Income of households in 2015","  Median total income of households in 2015 ($)",,   74383,,,...,,...,   69995,,,...,,...
"Income of households in 2015","  Median after-tax income of households in 2015 ($)",,   65020,,,...,,...,   61280,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 100% data",,   11415,,,...,,...,  541915,,,...,,...
"Income of households in 2015","      Median total income of one-person households in 2015 ($)",,   38505,,,...,,...,   35701,,,...,,...
"Income of households in 2015","      Median after-tax income of one-person households in 2015 ($)",,   33939,,,...,,...,   31899,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 100% data",,   39910,,,...,,..., 1340055,,,...,,...
"Income of households in 2015","      Median total income of two-or-more-person households in 2015 ($)",,   90892,,,...,,...,   88466,,,...,,...
"Income of households in 2015","      Median after-tax income of two-or-more-person households in 2015 ($)",,   79097,,,...,,...,   77108,,,...,,...
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 25% sample data",35,   51325,,,...,,..., 1881970,,,...,,...
"Income of households in 2015","  Average total income of households in 2015 ($)",,   93837,,,...,,...,   90354,,,...,,...
"Income of households in 2015","  Average after-tax income of households in 2015 ($)",,   78598,,,...,,...,   75209,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 25% sample data",,   11410,,,...,,...,  541925,,,...,,...
"Income of households in 2015","      Average total income of one-person households in 2015 ($)",,   45368,,,...,,...,   46696,,,...,,...
"Income of households in 2015","      Average after-tax income of one-person households in 2015 ($)",,   38360,,,...,,...,   39091,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 25% sample data",,   39915,,,...,,..., 1340045,,,...,,...
"Income of households in 2015","      Average total income of two-or-more-person households in 2015 ($)",,  107693,,,...,,...,  108010,,,...,,...
"Income of households in 2015","      Average after-tax income of two-or-more-person households in 2015 ($)",,   90101,,,...,,...,   89816,,,...,,...
"Income of households in 2015","Total - Household total income groups in 2015 for private households - 100% data",36,   51325,,,...,,..., 1881965,,,...,,...
"Income of households in 2015","  Under $5;000",,    1620,,,...,,...,   43415,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,     840,,,...,,...,   27140,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    1185,,,...,,...,   55745,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    1670,,,...,,...,   77565,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,    1840,,,...,,...,   78695,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,    2040,,,...,,...,   72985,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,    2025,,,...,,...,   78080,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,    1980,,,...,,...,   78395,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,    2020,,,...,,...,   76775,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,    1920,,,...,,...,   75860,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,    3740,,,...,,...,  143475,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,    3400,,,...,,...,  132845,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,    3115,,,...,,...,  122350,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,    2815,,,...,,...,  111350,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,    2595,,,...,,...,   99420,,,...,,...
"Income of households in 2015","  $100;000 and over",,   18535,,,...,,...,  607855,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,    5375,,,...,,...,  198140,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,    4115,,,...,,...,  138420,,,...,,...
"Income of households in 2015","    $150;000 to $199;999",,    4920,,,...,,...,  149210,,,...,,...
"Income of households in 2015","    $200;000 and over",,    4120,,,...,,...,  122080,,,...,,...
"Income of households in 2015","Total - Household after-tax income groups in 2015 for private households - 100% data",32,   51325,,,...,,..., 1881965,,,...,,...
"Income of households in 2015","  Under $5;000",,    1675,,,...,,...,   46350,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,     850,,,...,,...,   27605,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    1220,,,...,,...,   56780,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    1720,,,...,,...,   80315,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,    2060,,,...,,...,   89795,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,    2425,,,...,,...,   88035,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,    2470,,,...,,...,   93640,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,    2400,,,...,,...,   92220,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,    2325,,,...,,...,   91635,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,    2350,,,...,,...,   88520,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,    4200,,,...,,...,  165685,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,    3780,,,...,,...,  150650,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,    3510,,,...,,...,  136430,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,    3055,,,...,,...,  118520,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,    2765,,,...,,...,  101185,,,...,,...
"Income of households in 2015","  $100;000 and over",,   14520,,,...,,...,  454595,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,    5550,,,...,,...,  187490,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,    3585,,,...,,...,  111260,,,...,,...
"Income of households in 2015","    $150;000 and over",,    5385,,,...,,...,  155845,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 100% data",37,   38875,,,...,,..., 1276275,,,...,,...
"Income of economic families in 2015","  Median total income of economic families in 2015 ($)",,   90425,,,...,,...,   88451,,,...,,...
"Income of economic families in 2015","  Median after-tax income of economic families in 2015 ($)",,   78677,,,...,,...,   77002,,,...,,...
"Income of economic families in 2015","  Average family size of economic families",,      3.1,,,...,,...,      3.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 100% data",,   11610,,,...,,...,  519030,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families without children or other relatives in 2015 ($)",,   80614,,,...,,...,   80788,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families without children or other relatives in 2015 ($)",,   70381,,,...,,...,   70464,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families without children or other relatives",,      2.0,,,...,,...,      2.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 100% data",,   20370,,,...,,...,  536175,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families with children in 2015 ($)",,  112251,,,...,,...,  111736,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families with children in 2015 ($)",,   96554,,,...,,...,   96176,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families with children",,      3.9,,,...,,...,      4.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data",,    5660,,,...,,...,  179945,,,...,,...
"Income of economic families in 2015","  Median total income of lone-parent economic families in 2015 ($)",,   50351,,,...,,...,   51056,,,...,,...
"Income of economic families in 2015","  Median after-tax income of lone-parent economic families in 2015 ($)",,   46227,,,...,,...,   46668,,,...,,...
"Income of economic families in 2015","  Average family size of lone-parent economic families",,      2.6,,,...,,...,      2.6,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 25% sample data",38,   38850,,,...,,..., 1275865,,,...,,...
"Income of economic families in 2015","  Average total income of economic families in 2015 ($)",,  107551,,,...,,...,  108241,,,...,,...
"Income of economic families in 2015","  Average after-tax income of economic families in 2015 ($)",,   89844,,,...,,...,   89792,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data",,   11620,,,...,,...,  518295,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families without children or other relatives in 2015 ($)",,   95751,,,...,,...,  100772,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families without children or other relatives in 2015 ($)",,   79277,,,...,,...,   83021,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data",,   20405,,,...,,...,  536580,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families with children in 2015 ($)",,  127102,,,...,,...,  131213,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families with children in 2015 ($)",,  105846,,,...,,...,  108407,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data",,    5680,,,...,,...,  179615,,,...,,...
"Income of economic families in 2015","  Average total income of lone-parent economic families in 2015 ($)",,   62277,,,...,,...,   63004,,,...,,...
"Income of economic families in 2015","  Average after-tax income of lone-parent economic families in 2015 ($)",,   54435,,,...,,...,   54655,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 100% data",21,   16210,,    7920,,    8290,,  768855,,  373390,,  395465,
"Income of economic families in 2015","  Median total income in 2015 for persons aged 15 years and over not in economic families ($)",39,   32928,,   36293,,   30208,,   31255,,   33342,,   29674,
"Income of economic families in 2015","  Median after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",39,   29676,,   32226,,   27756,,   28320,,   29815,,   27221,
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data",40,   16080,,    7620,,    8460,,  766660,,  371595,,  395060,
"Income of economic families in 2015","  Average total income in 2015 for persons aged 15 years and over not in economic families ($)",41,   39652,,   43256,,   36407,,   41666,,   44615,,   38892,
"Income of economic families in 2015","  Average after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",41,   33795,,   36264,,   31571,,   35191,,   37100,,   33395,
"Income of economic families in 2015","Total - Economic family income decile group for the population in private households - 100% data",42,  138090,,   67820,,   70270,, 4560235,, 2237490,, 2322745,
"Income of economic families in 2015","  In the bottom half of the distribution",,   66015,,   31560,,   34455,, 2265245,, 1078695,, 1186555,
"Income of economic families in 2015","    In the bottom decile",,   18305,,    8705,,    9605,,  537405,,  258275,,  279140,
"Income of economic families in 2015","    In the second decile",,   13035,,    6090,,    6945,,  449395,,  205320,,  244075,
"Income of economic families in 2015","    In the third decile",,   11430,,    5415,,    6010,,  420355,,  198845,,  221510,
"Income of economic families in 2015","    In the fourth decile",,   11360,,    5520,,    5840,,  422805,,  203710,,  219095,
"Income of economic families in 2015","    In the fifth decile",,   11890,,    5830,,    6060,,  435290,,  212555,,  222735,
"Income of economic families in 2015","  In the top half of the distribution",,   72075,,   36260,,   35815,, 2294990,, 1158795,, 1136195,
"Income of economic families in 2015","    In the sixth decile",,   12330,,    6080,,    6250,,  442070,,  218225,,  223845,
"Income of economic families in 2015","    In the seventh decile",,   13670,,    6800,,    6870,,  451795,,  226240,,  225555,
"Income of economic families in 2015","    In the eighth decile",,   15025,,    7545,,    7480,,  462900,,  233935,,  228970,
"Income of economic families in 2015","    In the ninth decile",,   15715,,    7955,,    7760,,  473535,,  241165,,  232375,
"Income of economic families in 2015","    In the top decile",,   15340,,    7880,,    7460,,  464685,,  239235,,  225450,
"Low income in 2015","Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data",43,  138090,,   67825,,   70270,, 4477875,, 2196415,, 2281460,
"Low income in 2015","  0 to 17 years",,   27520,,   14200,,   13320,,  822390,,  422685,,  399710,
"Low income in 2015","    0 to 5 years",,    8315,,    4250,,    4070,,  260110,,  133670,,  126445,
"Low income in 2015","  18 to 64 years",,   92060,,   44950,,   47115,, 2876495,, 1404390,, 1472105,
"Low income in 2015","  65 years and over",,   18510,,    8675,,    9835,,  778990,,  369345,,  409645,
"Low income in 2015","In low income based on the Low-income measure; after tax (LIM-AT)",,   24500,,   11525,,   12980,,  694960,,  325015,,  369940,
"Low income in 2015","  0 to 17 years",,    5940,,    3090,,    2850,,  151880,,   78110,,   73770,
"Low income in 2015","    0 to 5 years",,    1595,,     810,,     790,,   46920,,   24035,,   22885,
"Low income in 2015","  18 to 64 years",,   15530,,    7140,,    8390,,  427085,,  198475,,  228615,
"Low income in 2015","  65 years and over",,    3030,,    1300,,    1735,,  115990,,   48430,,   67560,
"Low income in 2015","Prevalence of low income based on the Low-income measure; after tax (LIM-AT) (%)",,     17.7,,     17.0,,     18.5,,     15.5,,     14.8,,     16.2,
"Low income in 2015","  0 to 17 years (%)",,     21.6,,     21.8,,     21.4,,     18.5,,     18.5,,     18.5,
"Low income in 2015","    0 to 5 years (%)",,     19.2,,     19.1,,     19.4,,     18.0,,     18.0,,     18.1,
"Low income in 2015","  18 to 64 years (%)",,     16.9,,     15.9,,     17.8,,     14.8,,     14.1,,     15.5,
"Low income in 2015","  65 years and over (%)",,     16.4,,     15.0,,     17.6,,     14.9,,     13.1,,     16.5,
"Low income in 2015","In low income based on the Low-income cut-offs; after tax (LICO-AT)",,   20360,,    9670,,   10690,,  491645,,  236430,,  255215,
"Low income in 2015","  0 to 17 years",,    4995,,    2620,,    2375,,   99330,,   50890,,   48450,
"Low income in 2015","    0 to 5 years",,    1295,,     680,,     615,,   29250,,   14930,,   14315,
"Low income in 2015","  18 to 64 years",,   13530,,    6290,,    7245,,  345345,,  165740,,  179605,
"Low income in 2015","  65 years and over",,    1835,,     765,,    1075,,   46965,,   19805,,   27165,
"Low income in 2015","Prevalence of low income based on the Low-income cut-offs; after tax (LICO-AT) (%)",,     14.7,,     14.3,,     15.2,,     11.0,,     10.8,,     11.2,
"Low income in 2015","  0 to 17 years (%)",,     18.2,,     18.5,,     17.8,,     12.1,,     12.0,,     12.1,
"Low income in 2015","    0 to 5 years (%)",,     15.6,,     16.0,,     15.1,,     11.2,,     11.2,,     11.3,
"Low income in 2015","  18 to 64 years (%)",,     14.7,,     14.0,,     15.4,,     12.0,,     11.8,,     12.2,
"Low income in 2015","  65 years and over (%)",,      9.9,,      8.8,,     10.9,,      6.0,,      5.4,,      6.6,
"Knowledge of languages","Total - Knowledge of languages for the population in private households - 25% sample data",44,  138090,,   67820,,   70270,, 4560235,, 2237490,, 2322745,
"Knowledge of languages","  Official languages",,  131245,,   64980,,   66265,, 4407125,, 2173840,, 2233285,
"Knowledge of languages","    English",,  131205,,   64965,,   66235,, 4405380,, 2173040,, 2232340,
"Knowledge of languages","    French",,    8395,,    3710,,    4680,,  314225,,  140085,,  174140,
"Knowledge of languages","  Non-official languages",,   73190,,   34835,,   38355,, 1546550,,  727200,,  819355,
"Knowledge of languages","    Aboriginal languages",,      40,,      25,,      15,,   17190,,    8115,,    9075,
"Knowledge of languages","      Algonquian languages",,      10,,      10,,       0,,    1950,,     905,,    1045,
"Knowledge of languages","        Blackfoot",,       0,,       0,,       0,,      35,,       0,,      35,
"Knowledge of languages","        Cree-Montagnais languages",,       0,,       0,,       0,,    1600,,     795,,     805,
"Knowledge of languages","          Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Montagnais (Innu)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Moose Cree",,       0,,       0,,       0,,      15,,       0,,      10,
"Knowledge of languages","          Naskapi",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Northern East Cree",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","          Plains Cree",,       0,,       0,,       0,,     345,,     160,,     180,
"Knowledge of languages","          Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Swampy Cree",,       0,,       0,,       0,,      55,,      25,,      30,
"Knowledge of languages","          Woods Cree",,       0,,       0,,       0,,      80,,      45,,      40,
"Knowledge of languages","          Cree; n.o.s.",,       0,,       0,,       0,,    1090,,     560,,     525,
"Knowledge of languages","        Eastern Algonquian languages",,       0,,       0,,       0,,      30,,      20,,      10,
"Knowledge of languages","          Malecite",,       0,,       0,,       0,,      10,,      10,,       0,
"Knowledge of languages","          Mi'kmaq",,       0,,       0,,       0,,      25,,      15,,       0,
"Knowledge of languages","        Ojibway-Potawatomi languages",,       0,,       0,,       0,,     310,,     100,,     205,
"Knowledge of languages","          Algonquin",,       0,,       0,,       0,,      20,,       0,,      15,
"Knowledge of languages","          Ojibway",,      10,,       0,,       0,,     275,,      95,,     180,
"Knowledge of languages","          Oji-Cree",,       0,,       0,,       0,,      15,,       0,,      15,
"Knowledge of languages","          Ottawa (Odawa)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Algonquian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Athabaskan languages",,       0,,      10,,       0,,    4375,,    2050,,    2330,
"Knowledge of languages","        Northern Athabaskan languages",,      10,,      10,,       0,,    4345,,    2035,,    2315,
"Knowledge of languages","          Babine (Wetsuwet'en)",,       0,,       0,,       0,,     200,,     100,,      95,
"Knowledge of languages","          Beaver",,       0,,       0,,       0,,     255,,     130,,     130,
"Knowledge of languages","          Carrier",,      10,,      10,,       0,,    2045,,     940,,    1110,
"Knowledge of languages","          Chilcotin",,       0,,       0,,       0,,    1130,,     525,,     605,
"Knowledge of languages","          Dene",,       0,,       0,,       0,,     130,,      55,,      80,
"Knowledge of languages","          Dogrib (Tlicho)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Gwich'in",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Sarsi (Sarcee)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Sekani",,       0,,       0,,       0,,     185,,      85,,     100,
"Knowledge of languages","          Slavey-Hare languages",,       0,,       0,,       0,,     125,,      60,,      75,
"Knowledge of languages","            North Slavey (Hare)",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","            South Slavey",,       0,,       0,,       0,,      25,,      15,,      10,
"Knowledge of languages","            Slavey; n.o.s.",,       0,,       0,,       0,,     105,,      45,,      60,
"Knowledge of languages","          Tahltan languages",,       0,,       0,,       0,,     290,,     155,,     130,
"Knowledge of languages","            Kaska (Nahani)",,       0,,       0,,       0,,      35,,      20,,      15,
"Knowledge of languages","            Tahltan",,       0,,       0,,       0,,     250,,     135,,     120,
"Knowledge of languages","          Tutchone languages",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","            Northern Tutchone",,       0,,       0,,       0,,       0,,       0,,      10,
"Knowledge of languages","            Southern Tutchone",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","        Athabaskan languages; n.i.e.",,       0,,       0,,       0,,      30,,      15,,      10,
"Knowledge of languages","      Haida",,       0,,       0,,       0,,     455,,     195,,     255,
"Knowledge of languages","      Inuit languages",,       0,,       0,,       0,,     170,,      70,,      95,
"Knowledge of languages","        Inuinnaqtun (Inuvialuktun)",,       0,,       0,,       0,,      20,,      10,,      10,
"Knowledge of languages","        Inuktitut",,       0,,       0,,       0,,     120,,      50,,      70,
"Knowledge of languages","        Inuit languages; n.i.e.",,       0,,       0,,       0,,      35,,      15,,      25,
"Knowledge of languages","      Iroquoian languages",,       0,,       0,,       0,,      30,,      10,,      15,
"Knowledge of languages","        Cayuga",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Mohawk",,       0,,       0,,       0,,      25,,      10,,      15,
"Knowledge of languages","        Oneida",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Iroquoian languages; n.i.e.",,       0,,       0,,       0,,       0,,      10,,       0,
"Knowledge of languages","      Kutenai",,       0,,       0,,       0,,     170,,      95,,      80,
"Knowledge of languages","      Michif",,       0,,       0,,       0,,     110,,      50,,      60,
"Knowledge of languages","      Salish languages",,       0,,       0,,       0,,    5660,,    2690,,    2970,
"Knowledge of languages","        Comox",,       0,,       0,,       0,,     185,,      75,,     105,
"Knowledge of languages","        Halkomelem",,       0,,       0,,       0,,    1045,,     470,,     570,
"Knowledge of languages","        Lillooet",,       0,,       0,,       0,,     790,,     405,,     385,
"Knowledge of languages","        Okanagan",,       0,,       0,,       0,,     805,,     360,,     445,
"Knowledge of languages","        Shuswap (Secwepemctsin)",,       0,,       0,,       0,,    1280,,     630,,     650,
"Knowledge of languages","        Squamish",,       0,,       0,,       0,,     280,,     125,,     155,
"Knowledge of languages","        Straits",,       0,,       0,,       0,,     360,,     160,,     200,
"Knowledge of languages","        Thompson (Ntlakapamux)",,       0,,       0,,       0,,     440,,     220,,     220,
"Knowledge of languages","        Salish languages; n.i.e.",,       0,,       0,,       0,,     540,,     280,,     260,
"Knowledge of languages","      Siouan languages",,       0,,       0,,       0,,      55,,      20,,      35,
"Knowledge of languages","        Dakota",,       0,,       0,,       0,,      30,,      15,,      15,
"Knowledge of languages","        Stoney",,       0,,       0,,       0,,      10,,      10,,      10,
"Knowledge of languages","        Siouan languages; n.i.e.",,       0,,       0,,       0,,      15,,      10,,      10,
"Knowledge of languages","      Tlingit",,       0,,       0,,       0,,      60,,      40,,      20,
"Knowledge of languages","      Tsimshian languages",,      30,,      10,,      20,,    2685,,    1330,,    1350,
"Knowledge of languages","        Gitxsan (Gitksan)",,       0,,       0,,       0,,    1275,,     635,,     645,
"Knowledge of languages","        Nisga'a",,      25,,      10,,      20,,    1035,,     535,,     500,
"Knowledge of languages","        Tsimshian",,       0,,       0,,       0,,     405,,     180,,     230,
"Knowledge of languages","      Wakashan languages",,       0,,       0,,       0,,    1460,,     670,,     795,
"Knowledge of languages","        Haisla",,       0,,       0,,       0,,     175,,      65,,     105,
"Knowledge of languages","        Heiltsuk",,       0,,       0,,       0,,     120,,      50,,      70,
"Knowledge of languages","        Kwakiutl (Kwak'wala)",,      10,,       0,,       0,,     590,,     275,,     315,
"Knowledge of languages","        Nuu-chah-nulth (Nootka)",,       0,,       0,,       0,,     560,,     265,,     295,
"Knowledge of languages","        Wakashan languages; n.i.e.",,       0,,       0,,       0,,      20,,      15,,      10,
"Knowledge of languages","      Aboriginal languages; n.o.s.",,       0,,       0,,       0,,     240,,     105,,     135,
"Knowledge of languages","    Non-Aboriginal languages",,   73145,,   34815,,   38335,, 1529635,,  719190,,  810440,
"Knowledge of languages","      Afro-Asiatic languages",,    1790,,     925,,     860,,   35115,,   18585,,   16530,
"Knowledge of languages","        Berber languages",,       0,,       0,,       0,,     145,,      95,,      45,
"Knowledge of languages","          Kabyle",,       0,,       0,,       0,,      65,,      40,,      25,
"Knowledge of languages","          Berber languages; n.i.e.",,       0,,       0,,       0,,      80,,      60,,      20,
"Knowledge of languages","        Cushitic languages",,      10,,       0,,       0,,    2070,,     955,,    1120,
"Knowledge of languages","          Bilen",,       0,,       0,,       0,,      20,,      10,,      15,
"Knowledge of languages","          Oromo",,      10,,      10,,       0,,     245,,     140,,     110,
"Knowledge of languages","          Somali",,       0,,       0,,       0,,    1800,,     815,,     985,
"Knowledge of languages","          Cushitic languages; n.i.e.",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","        Semitic languages",,    1780,,     925,,     860,,   33110,,   17660,,   15460,
"Knowledge of languages","          Amharic",,      50,,      25,,      20,,    2095,,    1050,,    1045,
"Knowledge of languages","          Arabic",,    1525,,     780,,     745,,   24230,,   13180,,   11050,
"Knowledge of languages","          Assyrian Neo-Aramaic",,      15,,       0,,      10,,     760,,     370,,     390,
"Knowledge of languages","          Chaldean Neo-Aramaic",,       0,,       0,,       0,,     570,,     285,,     285,
"Knowledge of languages","          Harari",,       0,,       0,,       0,,      55,,      35,,      20,
"Knowledge of languages","          Hebrew",,     160,,      95,,      65,,    5450,,    2805,,    2645,
"Knowledge of languages","          Maltese",,      30,,      15,,      15,,     315,,     155,,     155,
"Knowledge of languages","          Tigrigna",,      10,,       0,,       0,,    1055,,     560,,     495,
"Knowledge of languages","          Semitic languages; n.i.e.",,      10,,       0,,       0,,     300,,     160,,     140,
"Knowledge of languages","        Afro-Asiatic languages; n.i.e.",,       0,,       0,,      10,,     170,,      85,,      85,
"Knowledge of languages","      Austro-Asiatic languages",,     715,,     330,,     385,,   35915,,   17130,,   18785,
"Knowledge of languages","        Khmer (Cambodian)",,      20,,       0,,      20,,    1875,,     850,,    1020,
"Knowledge of languages","        Vietnamese",,     695,,     330,,     370,,   34140,,   16295,,   17840,
"Knowledge of languages","        Austro-Asiatic languages; n.i.e.",,       0,,       0,,       0,,      55,,      30,,      25,
"Knowledge of languages","      Austronesian languages",,    4875,,    2105,,    2770,,  125425,,   51215,,   74210,
"Knowledge of languages","        Bikol",,       0,,       0,,       0,,     530,,     215,,     310,
"Knowledge of languages","        Cebuano",,     210,,      70,,     140,,    5365,,    2000,,    3370,
"Knowledge of languages","        Fijian",,      40,,      15,,      30,,    1095,,     655,,     440,
"Knowledge of languages","        Hiligaynon",,     155,,      80,,      75,,    1685,,     710,,     975,
"Knowledge of languages","        Ilocano",,     235,,      90,,     145,,    6450,,    2480,,    3970,
"Knowledge of languages","        Malagasy",,       0,,       0,,       0,,      25,,      15,,      10,
"Knowledge of languages","        Malay",,     715,,     350,,     355,,    7495,,    3480,,    4010,
"Knowledge of languages","        Pampangan (Kapampangan; Pampango)",,      50,,      15,,      30,,     855,,     365,,     495,
"Knowledge of languages","        Pangasinan",,      10,,      10,,      10,,     480,,     205,,     275,
"Knowledge of languages","        Tagalog (Pilipino; Filipino)",,    3955,,    1665,,    2290,,  113265,,   45455,,   67805,
"Knowledge of languages","        Waray-Waray",,      15,,       0,,       0,,     320,,     130,,     195,
"Knowledge of languages","        Austronesian languages; n.i.e.",,      20,,      10,,      10,,    1515,,     740,,     775,
"Knowledge of languages","      Creole languages",,     100,,      70,,      30,,    2485,,    1320,,    1165,
"Knowledge of languages","        Haitian Creole",,       0,,       0,,       0,,     135,,      55,,      75,
"Knowledge of languages","        Creole; n.o.s.",,      75,,      55,,      25,,    1310,,     730,,     585,
