,,,"Richmond, City [Census subdivision], British Columbia",,,,,,"British Columbia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Ethnic origin population","Total - Ethnic origin for the population in private households - 25% sample data",103,  196660,,   94060,,  102605,, 4560240,, 2237490,, 2322750,
"Ethnic origin population","  North American Aboriginal origins",,    2040,,     925,,    1115,,  302810,,  146530,,  156280,
"Ethnic origin population","    First Nations (North American Indian)",,    1480,,     705,,     770,,  220245,,  106595,,  113650,
"Ethnic origin population","    Inuit",,      15,,      10,,      10,,    2615,,    1280,,    1340,
"Ethnic origin population","    Métis",,     640,,     245,,     395,,   90515,,   43460,,   47050,
"Ethnic origin population","  Other North American origins",,   14455,,    7365,,    7095,,  922690,,  460355,,  462335,
"Ethnic origin population","    Acadian",,      40,,      15,,      20,,    3940,,    1960,,    1980,
"Ethnic origin population","    American",,    1400,,     725,,     670,,   78170,,   37765,,   40405,
"Ethnic origin population","    Canadian",,   13540,,    6890,,    6655,,  866530,,  432975,,  433560,
"Ethnic origin population","    New Brunswicker",,       0,,       0,,       0,,      60,,      45,,      15,
"Ethnic origin population","    Newfoundlander",,      20,,      15,,      10,,    1875,,     995,,     880,
"Ethnic origin population","    Nova Scotian",,       0,,       0,,       0,,     185,,      95,,      85,
"Ethnic origin population","    Ontarian",,       0,,       0,,       0,,     130,,      55,,      75,
"Ethnic origin population","    Québécois",,      30,,      30,,       0,,    1830,,     945,,     880,
"Ethnic origin population","    Other North American origins; n.i.e.",104,      15,,       0,,      15,,     405,,     175,,     230,
"Ethnic origin population","  European origins",,   49930,,   24775,,   25155,, 2857080,, 1408510,, 1448575,
"Ethnic origin population","    British Isles origins",,   29375,,   14410,,   14970,, 1926040,,  945580,,  980460,
"Ethnic origin population","      Channel Islander",,      10,,      10,,       0,,     455,,     230,,     220,
"Ethnic origin population","      Cornish",,      10,,       0,,       0,,     610,,     340,,     265,
"Ethnic origin population","      English",,   18015,,    8925,,    9090,, 1203540,,  585700,,  617845,
"Ethnic origin population","      Irish",,    9960,,    4525,,    5435,,  675135,,  318455,,  356675,
"Ethnic origin population","      Manx",,      75,,      30,,      50,,    1810,,     835,,     975,
"Ethnic origin population","      Scottish",,   12990,,    6450,,    6540,,  860775,,  417080,,  443700,
"Ethnic origin population","      Welsh",,    1670,,     825,,     845,,  113905,,   54260,,   59645,
"Ethnic origin population","      British Isles origins; n.i.e.",105,    2085,,    1020,,    1065,,  122700,,   59225,,   63475,
"Ethnic origin population","    French origins",,    5445,,    2655,,    2790,,  388815,,  184705,,  204110,
"Ethnic origin population","      Alsatian",,       0,,       0,,       0,,     210,,      95,,     115,
"Ethnic origin population","      Breton",,       0,,       0,,       0,,     110,,      45,,      65,
"Ethnic origin population","      Corsican",,      10,,      10,,       0,,     105,,      40,,      65,
"Ethnic origin population","      French",,    5445,,    2655,,    2795,,  388580,,  184595,,  203980,
"Ethnic origin population","    Western European origins (except French origins)",,   11850,,    5910,,    5940,,  839860,,  411165,,  428695,
"Ethnic origin population","      Austrian",,     855,,     400,,     455,,   48510,,   23030,,   25485,
"Ethnic origin population","      Bavarian",,      10,,       0,,       0,,     225,,     105,,     120,
"Ethnic origin population","      Belgian",,     340,,     150,,     190,,   19980,,    9615,,   10360,
"Ethnic origin population","      Dutch",,    2940,,    1425,,    1510,,  213670,,  105040,,  108630,
"Ethnic origin population","      Flemish",,      40,,      20,,      25,,    2215,,    1145,,    1075,
"Ethnic origin population","      Frisian",,       0,,       0,,       0,,     850,,     425,,     425,
"Ethnic origin population","      German",,    8525,,    4285,,    4240,,  603265,,  294860,,  308410,
"Ethnic origin population","      Luxembourger",,      10,,       0,,       0,,     695,,     340,,     355,
"Ethnic origin population","      Swiss",,     315,,     150,,     165,,   31390,,   15510,,   15880,
"Ethnic origin population","      Western European origins; n.i.e.",106,      20,,      10,,      15,,     905,,     425,,     485,
"Ethnic origin population","    Northern European origins (except British Isles origins)",,    4525,,    2240,,    2285,,  346525,,  166100,,  180425,
"Ethnic origin population","      Danish",,    1005,,     500,,     505,,   58205,,   27985,,   30220,
"Ethnic origin population","      Finnish",,     470,,     250,,     220,,   34150,,   16285,,   17870,
"Ethnic origin population","      Icelandic",,     405,,     220,,     185,,   26410,,   12860,,   13545,
"Ethnic origin population","      Norwegian",,    1395,,     645,,     755,,  138430,,   66870,,   71565,
"Ethnic origin population","      Swedish",,    1435,,     710,,     725,,  110030,,   51000,,   59030,
"Ethnic origin population","      Northern European origins; n.i.e.",107,     195,,     120,,      75,,   15080,,    7610,,    7470,
"Ethnic origin population","    Eastern European origins",,   11455,,    5695,,    5760,,  569260,,  275900,,  293360,
"Ethnic origin population","      Bulgarian",,     110,,      55,,      60,,    4015,,    1875,,    2140,
"Ethnic origin population","      Byelorussian",,     185,,     100,,      90,,    2760,,    1400,,    1365,
"Ethnic origin population","      Czech",,     400,,     195,,     210,,   23375,,   11500,,   11875,
"Ethnic origin population","      Czechoslovakian; n.o.s.",108,     110,,      60,,      55,,    7970,,    3795,,    4175,
"Ethnic origin population","      Estonian",,      95,,      60,,      35,,    4840,,    2250,,    2590,
"Ethnic origin population","      Hungarian",,     920,,     510,,     410,,   56535,,   27450,,   29090,
"Ethnic origin population","      Latvian",,      90,,      55,,      35,,    4935,,    2565,,    2370,
"Ethnic origin population","      Lithuanian",,     185,,     105,,      85,,    7225,,    3465,,    3755,
"Ethnic origin population","      Moldovan",,      20,,      10,,      10,,    1085,,     510,,     580,
"Ethnic origin population","      Polish",,    2855,,    1350,,    1505,,  149635,,   71605,,   78030,
"Ethnic origin population","      Romanian",,     750,,     400,,     350,,   31250,,   15125,,   16125,
"Ethnic origin population","      Russian",,    3535,,    1720,,    1815,,  131060,,   62880,,   68180,
"Ethnic origin population","      Slovak",,     130,,      65,,      65,,   11220,,    5440,,    5780,
"Ethnic origin population","      Ukrainian",,    4330,,    2060,,    2270,,  229205,,  111285,,  117915,
"Ethnic origin population","      Eastern European origins; n.i.e.",109,     250,,     105,,     145,,    3555,,    1645,,    1915,
"Ethnic origin population","    Southern European origins",,    8990,,    4450,,    4540,,  334740,,  164780,,  169960,
"Ethnic origin population","      Albanian",,      85,,      40,,      45,,    1925,,     975,,     950,
"Ethnic origin population","      Bosnian",,      55,,      30,,      20,,    3290,,    1635,,    1655,
"Ethnic origin population","      Catalan",,       0,,       0,,       0,,     120,,      85,,      30,
"Ethnic origin population","      Croatian",,     635,,     340,,     295,,   23845,,   12180,,   11660,
"Ethnic origin population","      Cypriot",,      30,,      20,,      10,,     440,,     230,,     205,
"Ethnic origin population","      Greek",,     770,,     420,,     350,,   24460,,   12410,,   12050,
"Ethnic origin population","      Italian",,    2275,,    1175,,    1095,,  166095,,   83095,,   83000,
"Ethnic origin population","      Kosovar",,       0,,       0,,       0,,     280,,     135,,     145,
"Ethnic origin population","      Macedonian",,      40,,      25,,      20,,    1205,,     620,,     580,
"Ethnic origin population","      Maltese",,      40,,      15,,      20,,    2645,,    1350,,    1295,
"Ethnic origin population","      Montenegrin",,      15,,      10,,      10,,     710,,     360,,     350,
"Ethnic origin population","      Portuguese",,    1350,,     665,,     690,,   41770,,   20620,,   21145,
"Ethnic origin population","      Serbian",,     420,,     220,,     200,,   12895,,    6625,,    6270,
"Ethnic origin population","      Sicilian",,      10,,       0,,       0,,     545,,     295,,     255,
"Ethnic origin population","      Slovenian",,      70,,      25,,      40,,    5555,,    2725,,    2825,
"Ethnic origin population","      Spanish",,    3730,,    1740,,    2000,,   64470,,   29245,,   35225,
"Ethnic origin population","      Yugoslavian; n.o.s.",110,     155,,      80,,      70,,    7080,,    3360,,    3725,
"Ethnic origin population","      Southern European origins; n.i.e.",111,      10,,      10,,       0,,     395,,     200,,     195,
"Ethnic origin population","    Other European origins",,    1365,,     690,,     675,,   34700,,   17800,,   16900,
"Ethnic origin population","      Basque",,      15,,      10,,      10,,     840,,     470,,     375,
"Ethnic origin population","      Jewish",,    1070,,     550,,     515,,   17580,,    8950,,    8635,
"Ethnic origin population","      Roma (Gypsy)",,      15,,       0,,      15,,     805,,     320,,     485,
"Ethnic origin population","      Slavic; n.o.s.",112,      25,,      10,,      10,,     965,,     520,,     450,
"Ethnic origin population","      Other European origins; n.i.e.",113,     260,,     115,,     145,,   14715,,    7635,,    7080,
"Ethnic origin population","  Caribbean origins",,     870,,     425,,     440,,   25010,,   12350,,   12660,
"Ethnic origin population","    Antiguan",,       0,,       0,,       0,,     220,,     115,,     105,
"Ethnic origin population","    Bahamian",,      15,,       0,,      10,,     255,,     140,,     110,
"Ethnic origin population","    Barbadian",,      85,,      35,,      50,,    1870,,     945,,     930,
"Ethnic origin population","    Bermudan",,      10,,      10,,       0,,     335,,     155,,     175,
"Ethnic origin population","    Carib",,      15,,      10,,      10,,      70,,      50,,      25,
"Ethnic origin population","    Cuban",,      50,,      25,,      20,,    1320,,     615,,     700,
"Ethnic origin population","    Dominican",,      35,,      10,,      25,,     735,,     330,,     410,
"Ethnic origin population","    Grenadian",,      10,,      10,,       0,,     380,,     195,,     185,
"Ethnic origin population","    Guadeloupean",,       0,,       0,,       0,,      15,,       0,,      15,
"Ethnic origin population","    Haitian",,      35,,      25,,      10,,    1140,,     530,,     615,
"Ethnic origin population","    Jamaican",,     300,,     165,,     130,,   10545,,    5425,,    5120,
"Ethnic origin population","    Kittitian/Nevisian",,      10,,       0,,       0,,     130,,      70,,      55,
"Ethnic origin population","    Martinican",,      10,,       0,,       0,,      25,,       0,,      20,
"Ethnic origin population","    Montserratan",,       0,,       0,,       0,,      25,,      15,,      10,
"Ethnic origin population","    Puerto Rican",,       0,,       0,,       0,,     570,,     260,,     310,
"Ethnic origin population","    St. Lucian",,       0,,       0,,       0,,     190,,      85,,     110,
"Ethnic origin population","    Trinidadian/Tobagonian",,     210,,     100,,     110,,    4170,,    2085,,    2085,
"Ethnic origin population","    Vincentian/Grenadinian",,       0,,       0,,       0,,     415,,     180,,     230,
"Ethnic origin population","    West Indian; n.o.s.",114,      45,,      15,,      30,,    2120,,     930,,    1190,
"Ethnic origin population","    Caribbean origins; n.i.e.",115,      95,,      55,,      40,,    1920,,     945,,     975,
"Ethnic origin population","  Latin; Central and South American origins",,    2305,,    1110,,    1200,,   69920,,   33580,,   36335,
"Ethnic origin population","    Aboriginal from Central/South America (except Arawak and Maya)",,      90,,      45,,      50,,    2625,,    1350,,    1275,
"Ethnic origin population","    Arawak",,       0,,      10,,       0,,      90,,      45,,      45,
"Ethnic origin population","    Argentinian",,      65,,      40,,      25,,    2025,,     910,,    1120,
"Ethnic origin population","    Belizean",,       0,,       0,,       0,,     125,,      60,,      65,
"Ethnic origin population","    Bolivian",,       0,,       0,,       0,,     375,,     145,,     230,
"Ethnic origin population","    Brazilian",,     145,,      55,,      90,,    5455,,    2465,,    2990,
"Ethnic origin population","    Chilean",,     180,,     100,,      80,,    5700,,    2740,,    2955,
"Ethnic origin population","    Colombian",,      95,,      40,,      60,,    5860,,    2805,,    3055,
"Ethnic origin population","    Costa Rican",,      50,,      15,,      30,,     810,,     385,,     425,
"Ethnic origin population","    Ecuadorian",,      25,,      20,,      10,,    1040,,     490,,     550,
"Ethnic origin population","    Guatemalan",,      75,,      20,,      50,,    2575,,    1310,,    1265,
"Ethnic origin population","    Guyanese",,      50,,      25,,      25,,    1925,,     995,,     935,
"Ethnic origin population","    Hispanic",,      75,,      45,,      35,,    1535,,     720,,     810,
"Ethnic origin population","    Honduran",,      15,,       0,,       0,,    1445,,     750,,     695,
"Ethnic origin population","    Maya",,      10,,       0,,      10,,     930,,     475,,     455,
"Ethnic origin population","    Mexican",,     755,,     355,,     395,,   23055,,   11025,,   12035,
"Ethnic origin population","    Nicaraguan",,     100,,      50,,      50,,    1520,,     735,,     785,
"Ethnic origin population","    Panamanian",,      10,,       0,,       0,,     325,,     140,,     185,
"Ethnic origin population","    Paraguayan",,      15,,      15,,       0,,     895,,     475,,     420,
"Ethnic origin population","    Peruvian",,     305,,     150,,     150,,    3905,,    1775,,    2135,
"Ethnic origin population","    Salvadorean",,     165,,      90,,      70,,    6815,,    3390,,    3425,
"Ethnic origin population","    Uruguayan",,      10,,      10,,       0,,     410,,     205,,     205,
"Ethnic origin population","    Venezuelan",,      85,,      35,,      55,,    1900,,     915,,     980,
"Ethnic origin population","    Latin; Central and South American origins; n.i.e.",116,     120,,      50,,      70,,    3310,,    1605,,    1705,
"Ethnic origin population","  African origins",,    2010,,    1000,,    1015,,   59985,,   30635,,   29345,
"Ethnic origin population","    Central and West African origins",,     190,,      85,,     105,,    7075,,    3810,,    3265,
"Ethnic origin population","      Akan",,       0,,       0,,       0,,      40,,      30,,      10,
"Ethnic origin population","      Angolan",,       0,,       0,,       0,,      90,,      55,,      35,
"Ethnic origin population","      Ashanti",,       0,,       0,,       0,,      85,,      30,,      50,
"Ethnic origin population","      Beninese",,       0,,       0,,       0,,      35,,      20,,      15,
"Ethnic origin population","      Burkinabe",,       0,,       0,,       0,,      45,,      30,,      15,
"Ethnic origin population","      Cameroonian",,       0,,       0,,       0,,     150,,      85,,      70,
"Ethnic origin population","      Chadian",,       0,,       0,,       0,,      70,,      50,,      25,
"Ethnic origin population","      Congolese",,       0,,       0,,       0,,     810,,     405,,     400,
"Ethnic origin population","      Edo",,       0,,       0,,       0,,      85,,      55,,      30,
"Ethnic origin population","      Ewe",,       0,,       0,,       0,,      55,,      25,,      30,
"Ethnic origin population","      Gabonese",,       0,,       0,,       0,,      10,,       0,,      10,
"Ethnic origin population","      Gambian",,       0,,       0,,       0,,      25,,      10,,      15,
"Ethnic origin population","      Ghanaian",,      50,,      15,,      35,,    1600,,     865,,     730,
"Ethnic origin population","      Guinean",,       0,,       0,,       0,,     130,,      45,,      80,
"Ethnic origin population","      Ibo",,       0,,       0,,       0,,     280,,     160,,     115,
"Ethnic origin population","      Ivorian",,       0,,       0,,       0,,     100,,      55,,      50,
"Ethnic origin population","      Liberian",,      10,,      10,,      10,,     250,,      95,,     150,
"Ethnic origin population","      Malian",,       0,,       0,,       0,,      80,,      55,,      25,
"Ethnic origin population","      Malinké",,       0,,       0,,       0,,      10,,       0,,       0,
"Ethnic origin population","      Nigerian",,      85,,      45,,      40,,    2615,,    1430,,    1185,
"Ethnic origin population","      Peulh",,       0,,       0,,       0,,      20,,       0,,      15,
"Ethnic origin population","      Senegalese",,       0,,       0,,       0,,      95,,      75,,      25,
"Ethnic origin population","      Sierra Leonean",,       0,,       0,,       0,,     130,,      60,,      65,
"Ethnic origin population","      Togolese",,      15,,      10,,      10,,     100,,      70,,      40,
"Ethnic origin population","      Wolof",,       0,,       0,,       0,,       0,,       0,,       0,
"Ethnic origin population","      Yoruba",,       0,,       0,,       0,,     255,,     135,,     125,
"Ethnic origin population","      Central and West African origins; n.i.e.",117,      20,,      10,,      10,,     620,,     305,,     315,
"Ethnic origin population","    North African origins",,     500,,     280,,     220,,    9840,,    5210,,    4630,
"Ethnic origin population","      Algerian",,      10,,       0,,      10,,     770,,     465,,     305,
"Ethnic origin population","      Berber",,      35,,      25,,      15,,     210,,     130,,      80,
"Ethnic origin population","      Coptic",,       0,,       0,,       0,,     150,,      90,,      65,
"Ethnic origin population","      Dinka",,       0,,       0,,       0,,      45,,      25,,      15,
"Ethnic origin population","      Egyptian",,     260,,     160,,     105,,    4520,,    2340,,    2180,
"Ethnic origin population","      Libyan",,      60,,      40,,      15,,     420,,     275,,     140,
"Ethnic origin population","      Maure",,      10,,       0,,      10,,     150,,      60,,      90,
"Ethnic origin population","      Moroccan",,      70,,      30,,      45,,    2005,,    1105,,     895,
"Ethnic origin population","      Sudanese",,      20,,       0,,      10,,    1225,,     535,,     695,
"Ethnic origin population","      Tunisian",,      15,,      10,,       0,,     500,,     290,,     215,
"Ethnic origin population","      North African origins; n.i.e.",118,      30,,      10,,      20,,     215,,     115,,     105,
"Ethnic origin population","    Southern and East African origins",,     795,,     385,,     410,,   24800,,   12345,,   12450,
"Ethnic origin population","      Afrikaner",,      15,,      10,,      10,,     705,,     355,,     355,
"Ethnic origin population","      Amhara",,       0,,       0,,       0,,     115,,      60,,      50,
"Ethnic origin population","      Bantu; n.o.s.",119,       0,,       0,,       0,,     255,,     140,,     120,
"Ethnic origin population","      Burundian",,       0,,       0,,       0,,     215,,      95,,     120,
"Ethnic origin population","      Djiboutian",,       0,,       0,,       0,,       0,,       0,,       0,
"Ethnic origin population","      Eritrean",,      20,,      10,,      15,,    1055,,     550,,     505,
"Ethnic origin population","      Ethiopian",,      65,,      40,,      30,,    2550,,    1280,,    1270,
"Ethnic origin population","      Harari",,       0,,       0,,       0,,       0,,       0,,       0,
"Ethnic origin population","      Kenyan",,      85,,      25,,      60,,    1615,,     775,,     845,
"Ethnic origin population","      Malagasy",,       0,,       0,,       0,,     105,,      65,,      40,
"Ethnic origin population","      Mauritian",,      40,,      15,,      25,,     975,,     520,,     450,
"Ethnic origin population","      Oromo",,       0,,       0,,       0,,     140,,      75,,      65,
"Ethnic origin population","      Rwandan",,      20,,      10,,      15,,     420,,     225,,     195,
"Ethnic origin population","      Seychellois",,       0,,       0,,       0,,      25,,      15,,      15,
"Ethnic origin population","      Somali",,     205,,     110,,      95,,    2295,,    1115,,    1180,
"Ethnic origin population","      South African",,     215,,     125,,      95,,   11060,,    5510,,    5550,
"Ethnic origin population","      Tanzanian",,      10,,       0,,      10,,     490,,     220,,     275,
"Ethnic origin population","      Tigrian",,       0,,       0,,       0,,     205,,     110,,      95,
"Ethnic origin population","      Ugandan",,      20,,       0,,      15,,     775,,     390,,     380,
"Ethnic origin population","      Zambian",,       0,,       0,,       0,,     210,,      95,,     110,
"Ethnic origin population","      Zimbabwean",,      10,,       0,,       0,,     855,,     445,,     405,
"Ethnic origin population","      Zulu",,       0,,       0,,       0,,      75,,      25,,      45,
"Ethnic origin population","      Southern and East African origins; n.i.e.",120,     115,,      55,,      65,,    1840,,     910,,     930,
"Ethnic origin population","    Other African origins",,     590,,     275,,     315,,   19215,,    9745,,    9465,
"Ethnic origin population","      Black; n.o.s.",121,      95,,      55,,      40,,    2660,,    1315,,    1340,
"Ethnic origin population","      Other African origins; n.i.e.",122,     495,,     220,,     275,,   16740,,    8515,,    8225,
"Ethnic origin population","  Asian origins",,  147045,,   69115,,   77930,, 1312445,,  624270,,  688175,
"Ethnic origin population","    West Central Asian and Middle Eastern origins",,    3975,,    2035,,    1940,,   99560,,   51315,,   48245,
"Ethnic origin population","      Afghan",,     330,,     150,,     180,,    7895,,    4005,,    3885,
"Ethnic origin population","      Arab; n.o.s.",123,     370,,     155,,     215,,    5660,,    3125,,    2540,
"Ethnic origin population","      Armenian",,     135,,      65,,      65,,    3715,,    1905,,    1815,
"Ethnic origin population","      Assyrian",,      15,,      10,,       0,,     545,,     295,,     250,
"Ethnic origin population","      Azerbaijani",,      85,,      50,,      35,,     990,,     570,,     425,
"Ethnic origin population","      Georgian",,      30,,      15,,      15,,     740,,     380,,     355,
"Ethnic origin population","      Hazara",,       0,,       0,,       0,,      55,,      30,,      20,
"Ethnic origin population","      Iranian",,    1075,,     545,,     525,,   47985,,   24290,,   23695,
"Ethnic origin population","      Iraqi",,     500,,     265,,     230,,    5575,,    2860,,    2715,
"Ethnic origin population","      Israeli",,     305,,     155,,     150,,    2655,,    1370,,    1285,
"Ethnic origin population","      Jordanian",,      70,,      40,,      35,,     785,,     425,,     355,
"Ethnic origin population","      Kazakh",,      25,,      10,,      10,,     385,,     205,,     175,
"Ethnic origin population","      Kurd",,      40,,      25,,      15,,    2120,,    1165,,     950,
"Ethnic origin population","      Kuwaiti",,      10,,      10,,       0,,     125,,      85,,      40,
"Ethnic origin population","      Kyrgyz",,      20,,      10,,      10,,     175,,      90,,      85,
"Ethnic origin population","      Lebanese",,     185,,     105,,      80,,    7980,,    4175,,    3805,
"Ethnic origin population","      Palestinian",,     295,,     175,,     120,,    2625,,    1410,,    1210,
"Ethnic origin population","      Pashtun",,       0,,       0,,       0,,     360,,     200,,     160,
"Ethnic origin population","      Saudi Arabian",,      25,,      25,,       0,,     975,,     615,,     360,
"Ethnic origin population","      Syrian",,     195,,     100,,      90,,    3955,,    1905,,    2055,
"Ethnic origin population","      Tajik",,      10,,       0,,       0,,     260,,     135,,     125,
"Ethnic origin population","      Tatar",,      30,,      20,,      10,,     790,,     365,,     425,
"Ethnic origin population","      Turk",,     430,,     235,,     190,,    6355,,    3485,,    2865,
"Ethnic origin population","      Turkmen",,       0,,       0,,       0,,     120,,      70,,      55,
"Ethnic origin population","      Uighur",,       0,,       0,,       0,,     130,,      65,,      60,
"Ethnic origin population","      Uzbek",,       0,,       0,,       0,,     270,,     150,,     120,
"Ethnic origin population","      Yemeni",,      55,,      20,,      40,,     300,,     185,,     115,
"Ethnic origin population","      West Central Asian and Middle Eastern origins; n.i.e.",124,     150,,      75,,      75,,    2635,,    1340,,    1295,
"Ethnic origin population","    South Asian origins",,   14480,,    7255,,    7225,,  363885,,  182650,,  181235,
"Ethnic origin population","      Bangladeshi",,      60,,      30,,      35,,    1840,,     925,,     920,
"Ethnic origin population","      Bengali",,      40,,      25,,      20,,     850,,     405,,     445,
"Ethnic origin population","      Bhutanese",,       0,,       0,,       0,,     120,,      65,,      55,
"Ethnic origin population","      East Indian",,   12335,,    6150,,    6185,,  309315,,  154795,,  154520,
"Ethnic origin population","      Goan",,      80,,      35,,      45,,     485,,     245,,     240,
"Ethnic origin population","      Gujarati",,      45,,      30,,      20,,     700,,     335,,     365,
"Ethnic origin population","      Kashmiri",,       0,,      10,,       0,,     185,,     100,,      85,
"Ethnic origin population","      Nepali",,      10,,      10,,       0,,    1495,,     690,,     805,
"Ethnic origin population","      Pakistani",,     985,,     530,,     460,,   12585,,    6565,,    6015,
"Ethnic origin population","      Punjabi",,     875,,     465,,     415,,   38725,,   19700,,   19025,
"Ethnic origin population","      Sinhalese",,       0,,      10,,      10,,     620,,     325,,     300,
"Ethnic origin population","      Sri Lankan",,     410,,     215,,     195,,    5710,,    2970,,    2740,
"Ethnic origin population","      Tamil",,      80,,      30,,      50,,    1235,,     670,,     560,
"Ethnic origin population","      South Asian origins; n.i.e.",125,     345,,     175,,     170,,    8245,,    4070,,    4170,
"Ethnic origin population","    East and Southeast Asian origins",,  129105,,   60055,,   69045,,  855345,,  393475,,  461875,
"Ethnic origin population","      Burmese",,     120,,      50,,      70,,    2310,,    1135,,    1175,
"Ethnic origin population","      Cambodian (Khmer)",,     110,,      70,,      40,,    3235,,    1580,,    1655,
"Ethnic origin population","      Chinese",,  107080,,   50125,,   56955,,  540155,,  253065,,  287090,
"Ethnic origin population","      Filipino",,   15480,,    7010,,    8470,,  158215,,   68710,,   89505,
"Ethnic origin population","      Hmong",,       0,,       0,,       0,,     130,,      70,,      60,
"Ethnic origin population","      Indonesian",,     340,,     140,,     200,,    6625,,    3115,,    3510,
"Ethnic origin population","      Japanese",,    4925,,    2300,,    2620,,   51150,,   22200,,   28945,
"Ethnic origin population","      Karen",,      10,,      10,,       0,,     895,,     450,,     445,
"Ethnic origin population","      Korean",,    1595,,     760,,     835,,   63300,,   29330,,   33975,
"Ethnic origin population","      Laotian",,      30,,      15,,      15,,    2530,,    1275,,    1255,
"Ethnic origin population","      Malaysian",,     425,,     220,,     200,,    5060,,    2260,,    2800,
"Ethnic origin population","      Mongolian",,      90,,      25,,      65,,    1495,,     740,,     760,
"Ethnic origin population","      Singaporean",,     165,,      90,,      75,,    1055,,     490,,     560,
"Ethnic origin population","      Taiwanese",,    3290,,    1610,,    1680,,   21455,,    9810,,   11650,
"Ethnic origin population","      Thai",,     225,,      70,,     155,,    5065,,    1870,,    3195,
"Ethnic origin population","      Tibetan",,      35,,      25,,      10,,     550,,     290,,     260,
"Ethnic origin population","      Vietnamese",,    1355,,     655,,     700,,   41435,,   20205,,   21230,
"Ethnic origin population","      East and Southeast Asian origins; n.i.e.",126,      50,,      20,,      35,,     785,,     310,,     470,
"Ethnic origin population","    Other Asian origins",,     115,,      65,,      50,,    2500,,    1250,,    1250,
"Ethnic origin population","      Other Asian origins; n.i.e.",127,     115,,      65,,      50,,    2500,,    1250,,    1255,
"Ethnic origin population","  Oceania origins",,    1060,,     465,,     595,,   41125,,   20605,,   20520,
"Ethnic origin population","    Australian",,     260,,     150,,     115,,   16240,,    8385,,    7855,
"Ethnic origin population","    New Zealander",,      95,,      40,,      55,,    6565,,    3405,,    3155,
"Ethnic origin population","    Pacific Islands origins",,     760,,     310,,     445,,   19135,,    9240,,    9890,
"Ethnic origin population","      Fijian",,     540,,     220,,     320,,   14145,,    6895,,    7250,
"Ethnic origin population","      Hawaiian",,      60,,      25,,      40,,    2200,,     970,,    1235,
"Ethnic origin population","      Maori",,      30,,      15,,      10,,    1120,,     595,,     530,
"Ethnic origin population","      Polynesian; n.o.s.",128,      50,,      20,,      30,,     600,,     275,,     325,
"Ethnic origin population","      Samoan",,      35,,      15,,      25,,     485,,     255,,     230,
"Ethnic origin population","      Pacific Islands origins; n.i.e.",129,      80,,      30,,      50,,     905,,     440,,     465,
"Household characteristics","Total - Private households by tenure - 25% sample data",130,   73460,,,...,,..., 1881970,,,...,,...
"Household characteristics","  Owner",,   54545,,,...,,..., 1279020,,,...,,...
"Household characteristics","  Renter",,   18910,,,...,,...,  599360,,,...,,...
"Household characteristics","  Band housing",,       0,,,...,,...,    3590,,,...,,...
"Household characteristics","Total - Occupied private dwellings by condominium status - 25% sample data",131,   73455,,,...,,..., 1881970,,,...,,...
"Household characteristics","  Condominium",,   30865,,,...,,...,  416770,,,...,,...
"Household characteristics","  Not condominium",,   42590,,,...,,..., 1465200,,,...,,...
"Household characteristics","Total - Occupied private dwellings by number of bedrooms - 25% sample data",132,   73455,,,...,,..., 1881970,,,...,,...
"Household characteristics","  No bedrooms",,     435,,,...,,...,   22705,,,...,,...
"Household characteristics","  1 bedroom",,   10965,,,...,,...,  311035,,,...,,...
"Household characteristics","  2 bedrooms",,   20505,,,...,,...,  514015,,,...,,...
"Household characteristics","  3 bedrooms",,   21335,,,...,,...,  513135,,,...,,...
"Household characteristics","  4 or more bedrooms",,   20220,,,...,,...,  521075,,,...,,...
"Household characteristics","Total - Occupied private dwellings by number of rooms - 25% sample data",133,   73455,,,...,,..., 1881970,,,...,,...
"Household characteristics","  1 to 4 rooms",,   31195,,,...,,...,  642910,,,...,,...
"Household characteristics","  5 rooms",,   12595,,,...,,...,  274780,,,...,,...
"Household characteristics","  6 rooms",,    8955,,,...,,...,  235845,,,...,,...
"Household characteristics","  7 rooms",,    6905,,,...,,...,  199715,,,...,,...
"Household characteristics","  8 or more rooms",,   13805,,,...,,...,  528720,,,...,,...
"Household characteristics","Average number of rooms per dwelling",,  5.4,,,...,,...,  6.0,,,...,,...
"Household characteristics","Total - Private households by number of persons per room - 25% sample data",134,   73455,,,...,,..., 1881970,,,...,,...
"Household characteristics","  One person or fewer per room",,   70060,,,...,,..., 1839850,,,...,,...
"Household characteristics","  More than 1 person per room",,    3400,,,...,,...,   42120,,,...,,...
"Household characteristics","Total - Private households by housing suitability - 25% sample data",135,   73455,,,...,,..., 1881965,,,...,,...
"Household characteristics","  Suitable",,   67615,,,...,,..., 1781905,,,...,,...
"Household characteristics","  Not suitable",,    5845,,,...,,...,  100060,,,...,,...
"Household characteristics","Total - Occupied private dwellings by period of construction - 25% sample data",136,   73455,,,...,,..., 1881970,,,...,,...
"Household characteristics","  1960 or before",,    3105,,,...,,...,  267560,,,...,,...
"Household characteristics","  1961 to 1980",,   19375,,,...,,...,  559485,,,...,,...
"Household characteristics","  1981 to 1990",,   13255,,,...,,...,  289565,,,...,,...
