,,,"Richmond, City [Census subdivision], British Columbia",,,,,,"British Columbia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Income of individuals in 2015","    Median total income in 2015 among recipients ($)",,   25842,,   30368,,   22751,,   33012,,   40370,,   27543,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 100% data",,  162125,,   76630,,   85490,, 3731980,, 1819375,, 1912600,
"Income of individuals in 2015","    Median after-tax income in 2015 among recipients ($)",,   24129,,   27216,,   21903,,   29783,,   35383,,   25659,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 100% data",,  143915,,   68910,,   75010,, 3363310,, 1665225,, 1698085,
"Income of individuals in 2015","    Median market income in 2015 among recipients ($)",,   26127,,   31352,,   21982,,   31585,,   39557,,   25304,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 100% data",,  117455,,   49505,,   67950,, 2628215,, 1140195,, 1488025,
"Income of individuals in 2015","    Median government transfers in 2015 among recipients ($)",,    1562,,     771,,    2382,,    4592,,    3717,,    4920,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 100% data",,  113230,,   56245,,   56990,, 2775010,, 1415295,, 1359715,
"Income of individuals in 2015","    Median employment income in 2015 among recipients ($)",,   29513,,   33937,,   25594,,   31713,,   39186,,   26034,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 25% sample data",22,  169440,,   80080,,   89360,, 3870375,, 1882770,, 1987605,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 25% sample data",,  161925,,   76250,,   85680,, 3727715,, 1815380,, 1912335,
"Income of individuals in 2015","    Average total income in 2015 among recipients ($)",,   38039,,   44062,,   32680,,   45616,,   54797,,   36901,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 25% sample data",,  162265,,   76580,,   85685,, 3732420,, 1819290,, 1913130,
"Income of individuals in 2015","    Average after-tax income in 2015 among recipients ($)",,   32071,,   36105,,   28466,,   37922,,   44282,,   31874,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 25% sample data",,  143985,,   68765,,   75225,, 3362835,, 1664850,, 1697985,
"Income of individuals in 2015","    Average market income in 2015 among recipients ($)",,   38294,,   45123,,   32051,,   44933,,   54787,,   35271,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 25% sample data",,  117775,,   49635,,   68145,, 2628230,, 1139390,, 1488840,
"Income of individuals in 2015","    Average government transfers in 2015 among recipients ($)",,    5481,,    5174,,    5706,,    7207,,    7255,,    7171,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 25% sample data",,  113230,,   56230,,   57005,, 2775010,, 1415100,, 1359910,
"Income of individuals in 2015","    Average employment income in 2015 among recipients ($)",,   40120,,   46366,,   33959,,   43339,,   52171,,   34149,
"Income of individuals in 2015","Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data",23,  169440,,   80085,,   89355,, 3870375,, 1882770,, 1987605,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data",24,   46015,,   25420,,   20600,, 1147070,,  652115,,  494950,
"Income of individuals in 2015","    Median employment income in 2015 for full-year full-time workers ($)",25,   51059,,   55820,,   47060,,   53940,,   61004,,   47039,
"Income of individuals in 2015","    Average employment income in 2015 for full-year full-time workers ($)",26,   61759,,   67743,,   54374,,   64625,,   72840,,   53801,
"Income of individuals in 2015","Composition of total income in 2015 of the population aged 15 years and over in private households (%) - 100% data",27,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,
"Income of individuals in 2015","  Market income (%)",28,     89.6,,     92.4,,     86.2,,     88.9,,     91.7,,     84.9,
"Income of individuals in 2015","    Employment income (%)",29,     73.7,,     77.5,,     69.1,,     70.8,,     74.4,,     65.8,
"Income of individuals in 2015","  Government transfers (%)",30,     10.4,,      7.6,,     13.8,,     11.1,,      8.3,,     15.1,
"Income of individuals in 2015","Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data",31,  169445,,   80040,,   89400,, 3870330,, 1882865,, 1987460,
"Income of individuals in 2015","  Without total income",,    7605,,    3680,,    3925,,  142970,,   67370,,   75600,
"Income of individuals in 2015","  With total income",,  161835,,   76360,,   85480,, 3727360,, 1815505,, 1911860,
"Income of individuals in 2015","  Percentage with total income",,     95.5,,     95.4,,     95.6,,     96.3,,     96.4,,     96.2,
"Income of individuals in 2015","    Under $10;000 (including loss)",,   35955,,   15555,,   20410,,  573315,,  240120,,  333195,
"Income of individuals in 2015","    $10;000 to $19;999",,   31875,,   13360,,   18515,,  653915,,  262225,,  391685,
"Income of individuals in 2015","    $20;000 to $29;999",,   20600,,    8945,,   11660,,  503290,,  209095,,  294195,
"Income of individuals in 2015","    $30;000 to $39;999",,   16865,,    7615,,    9250,,  424330,,  188860,,  235470,
"Income of individuals in 2015","    $40;000 to $49;999",,   14080,,    6625,,    7450,,  366220,,  173020,,  193200,
"Income of individuals in 2015","    $50;000 to $59;999",,   10795,,    5325,,    5475,,  286310,,  148095,,  138215,
"Income of individuals in 2015","    $60;000 to $69;999",,    8280,,    4470,,    3815,,  222975,,  129400,,   93580,
"Income of individuals in 2015","    $70;000 to $79;999",,    6105,,    3425,,    2675,,  171625,,  103795,,   67830,
"Income of individuals in 2015","    $80;000 to $89;999",,    4635,,    2705,,    1930,,  134090,,   83100,,   50990,
"Income of individuals in 2015","    $90;000 to $99;999",,    3190,,    1905,,    1285,,   96825,,   62825,,   34005,
"Income of individuals in 2015","    $100;000 and over",,    9460,,    6440,,    3020,,  294475,,  214980,,   79500,
"Income of individuals in 2015","      $100;000 to $149;999",,    6380,,    4200,,    2180,,  198355,,  142260,,   56095,
"Income of individuals in 2015","      $150;000 and over",,    3080,,    2235,,     845,,   96115,,   72715,,   23405,
"Income of individuals in 2015","Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data",32,  169445,,   80045,,   89405,, 3870330,, 1882870,, 1987460,
"Income of individuals in 2015","  Without after-tax income",,    7320,,    3410,,    3910,,  138350,,   63495,,   74855,
"Income of individuals in 2015","  With after-tax income",,  162120,,   76630,,   85485,, 3731980,, 1819375,, 1912605,
"Income of individuals in 2015","  Percentage with after-tax income",,     95.7,,     95.7,,     95.6,,     96.4,,     96.6,,     96.2,
"Income of individuals in 2015","    Under $10;000 (including loss)",,   37105,,   16335,,   20775,,  597310,,  253480,,  343835,
"Income of individuals in 2015","    $10;000 to $19;999",,   33170,,   14120,,   19050,,  686510,,  280490,,  406015,
"Income of individuals in 2015","    $20;000 to $29;999",,   24015,,   10580,,   13435,,  593490,,  252075,,  341415,
"Income of individuals in 2015","    $30;000 to $39;999",,   19285,,    8805,,   10485,,  495200,,  226080,,  269120,
"Income of individuals in 2015","    $40;000 to $49;999",,   15175,,    7275,,    7895,,  402535,,  200565,,  201965,
"Income of individuals in 2015","    $50;000 to $59;999",,   11090,,    5895,,    5195,,  293450,,  167870,,  125585,
"Income of individuals in 2015","    $60;000 to $69;999",,    7370,,    4140,,    3230,,  210085,,  128000,,   82080,
"Income of individuals in 2015","    $70;000 to $79;999",,    4985,,    2890,,    2095,,  151775,,   95230,,   56545,
"Income of individuals in 2015","    $80;000 and over",,    9920,,    6585,,    3335,,  301635,,  215590,,   86045,
"Income of individuals in 2015","      $80;000 to $89;999",,    3175,,    1960,,    1210,,   94700,,   64330,,   30370,
"Income of individuals in 2015","      $90;000 to $99;999",,    1930,,    1230,,     695,,   59050,,   42050,,   17000,
"Income of individuals in 2015","      $100;000 and over",,    4820,,    3390,,    1430,,  147885,,  109215,,   38670,
"Income of individuals in 2015","Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data",33,  169440,,   80045,,   89405,, 3870330,, 1882865,, 1987460,
"Income of individuals in 2015","  Without employment income",,   56215,,   23800,,   32410,, 1095320,,  467570,,  627745,
"Income of individuals in 2015","  With employment income",,  113230,,   56245,,   56990,, 2775010,, 1415295,, 1359715,
"Income of individuals in 2015","  Percentage with employment income",,     66.8,,     70.3,,     63.7,,     71.7,,     75.2,,     68.4,
"Income of individuals in 2015","    Under $5;000 (including loss)",,   17005,,    7565,,    9445,,  441080,,  204275,,  236810,
"Income of individuals in 2015","    $5;000 to $9;999",,    9555,,    4205,,    5345,,  212715,,   90015,,  122705,
"Income of individuals in 2015","    $10;000 to $19;999",,   16955,,    7655,,    9300,,  371875,,  160350,,  211525,
"Income of individuals in 2015","    $20;000 to $29;999",,   13675,,    6335,,    7340,,  309470,,  135945,,  173525,
"Income of individuals in 2015","    $30;000 to $39;999",,   12330,,    5730,,    6600,,  282045,,  126870,,  155180,
"Income of individuals in 2015","    $40;000 to $49;999",,   10720,,    5145,,    5570,,  253810,,  118870,,  134935,
"Income of individuals in 2015","    $50;000 to $59;999",,    8195,,    4095,,    4100,,  203885,,  107605,,   96280,
"Income of individuals in 2015","    $60;000 to $69;999",,    6330,,    3630,,    2700,,  163740,,   98205,,   65535,
"Income of individuals in 2015","    $70;000 to $79;999",,    4850,,    2820,,    2030,,  132340,,   82120,,   50220,
"Income of individuals in 2015","    $80;000 and over",,   13625,,    9060,,    4565,,  404040,,  291050,,  112990,
"Income of individuals in 2015","      $80;000 to $89;999",,    3750,,    2235,,    1510,,  106680,,   67815,,   38860,
"Income of individuals in 2015","      $90;000 to $99;999",,    2585,,    1585,,    1000,,   76470,,   51990,,   24480,
"Income of individuals in 2015","      $100;000 and over",,    7290,,    5240,,    2050,,  220890,,  171245,,   49645,
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 100% data",34,   73455,,,...,,..., 1881970,,,...,,...
"Income of households in 2015","  Median total income of households in 2015 ($)",,   65241,,,...,,...,   69995,,,...,,...
"Income of households in 2015","  Median after-tax income of households in 2015 ($)",,   57779,,,...,,...,   61280,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 100% data",,   16785,,,...,,...,  541915,,,...,,...
"Income of households in 2015","      Median total income of one-person households in 2015 ($)",,   33578,,,...,,...,   35701,,,...,,...
"Income of households in 2015","      Median after-tax income of one-person households in 2015 ($)",,   30253,,,...,,...,   31899,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 100% data",,   56670,,,...,,..., 1340055,,,...,,...
"Income of households in 2015","      Median total income of two-or-more-person households in 2015 ($)",,   78549,,,...,,...,   88466,,,...,,...
"Income of households in 2015","      Median after-tax income of two-or-more-person households in 2015 ($)",,   69812,,,...,,...,   77108,,,...,,...
"Income of households in 2015","Total - Income statistics in 2015 for private households by household size - 25% sample data",35,   73460,,,...,,..., 1881970,,,...,,...
"Income of households in 2015","  Average total income of households in 2015 ($)",,   83850,,,...,,...,   90354,,,...,,...
"Income of households in 2015","  Average after-tax income of households in 2015 ($)",,   70844,,,...,,...,   75209,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 25% sample data",,   16780,,,...,,...,  541925,,,...,,...
"Income of households in 2015","      Average total income of one-person households in 2015 ($)",,   43205,,,...,,...,   46696,,,...,,...
"Income of households in 2015","      Average after-tax income of one-person households in 2015 ($)",,   36383,,,...,,...,   39091,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 25% sample data",,   56685,,,...,,..., 1340045,,,...,,...
"Income of households in 2015","      Average total income of two-or-more-person households in 2015 ($)",,   95881,,,...,,...,  108010,,,...,,...
"Income of households in 2015","      Average after-tax income of two-or-more-person households in 2015 ($)",,   81044,,,...,,...,   89816,,,...,,...
"Income of households in 2015","Total - Household total income groups in 2015 for private households - 100% data",36,   73455,,,...,,..., 1881965,,,...,,...
"Income of households in 2015","  Under $5;000",,    3190,,,...,,...,   43415,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,    1495,,,...,,...,   27140,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    2075,,,...,,...,   55745,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    3190,,,...,,...,   77565,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,    2900,,,...,,...,   78695,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,    3470,,,...,,...,   72985,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,    3200,,,...,,...,   78080,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,    3100,,,...,,...,   78395,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,    2925,,,...,,...,   76775,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,    2960,,,...,,...,   75860,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,    5520,,,...,,...,  143475,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,    5055,,,...,,...,  132845,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,    4575,,,...,,...,  122350,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,    4025,,,...,,...,  111350,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,    3750,,,...,,...,   99420,,,...,,...
"Income of households in 2015","  $100;000 and over",,   22030,,,...,,...,  607855,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,    7350,,,...,,...,  198140,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,    5025,,,...,,...,  138420,,,...,,...
"Income of households in 2015","    $150;000 to $199;999",,    5300,,,...,,...,  149210,,,...,,...
"Income of households in 2015","    $200;000 and over",,    4355,,,...,,...,  122080,,,...,,...
"Income of households in 2015","Total - Household after-tax income groups in 2015 for private households - 100% data",32,   73455,,,...,,..., 1881965,,,...,,...
"Income of households in 2015","  Under $5;000",,    3375,,,...,,...,   46350,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,    1510,,,...,,...,   27605,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    2120,,,...,,...,   56780,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    3280,,,...,,...,   80315,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,    3275,,,...,,...,   89795,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,    3955,,,...,,...,   88035,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,    3825,,,...,,...,   93640,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,    3550,,,...,,...,   92220,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,    3475,,,...,,...,   91635,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,    3325,,,...,,...,   88520,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,    6310,,,...,,...,  165685,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,    5540,,,...,,...,  150650,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,    4945,,,...,,...,  136430,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,    4440,,,...,,...,  118520,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,    3705,,,...,,...,  101185,,,...,,...
"Income of households in 2015","  $100;000 and over",,   16835,,,...,,...,  454595,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,    7025,,,...,,...,  187490,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,    4000,,,...,,...,  111260,,,...,,...
"Income of households in 2015","    $150;000 and over",,    5805,,,...,,...,  155845,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 100% data",37,   55270,,,...,,..., 1276275,,,...,,...
"Income of economic families in 2015","  Median total income of economic families in 2015 ($)",,   78080,,,...,,...,   88451,,,...,,...
"Income of economic families in 2015","  Median after-tax income of economic families in 2015 ($)",,   69419,,,...,,...,   77002,,,...,,...
"Income of economic families in 2015","  Average family size of economic families",,      3.1,,,...,,...,      3.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 100% data",,   16265,,,...,,...,  519030,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families without children or other relatives in 2015 ($)",,   69309,,,...,,...,   80788,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families without children or other relatives in 2015 ($)",,   61533,,,...,,...,   70464,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families without children or other relatives",,      2.0,,,...,,...,      2.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 100% data",,   28145,,,...,,...,  536175,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families with children in 2015 ($)",,   95173,,,...,,...,  111736,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families with children in 2015 ($)",,   84405,,,...,,...,   96176,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families with children",,      4.0,,,...,,...,      4.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data",,    8640,,,...,,...,  179945,,,...,,...
"Income of economic families in 2015","  Median total income of lone-parent economic families in 2015 ($)",,   49493,,,...,,...,   51056,,,...,,...
"Income of economic families in 2015","  Median after-tax income of lone-parent economic families in 2015 ($)",,   45551,,,...,,...,   46668,,,...,,...
"Income of economic families in 2015","  Average family size of lone-parent economic families",,      2.5,,,...,,...,      2.6,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 25% sample data",38,   55240,,,...,,..., 1275865,,,...,,...
"Income of economic families in 2015","  Average total income of economic families in 2015 ($)",,   95630,,,...,,...,  108241,,,...,,...
"Income of economic families in 2015","  Average after-tax income of economic families in 2015 ($)",,   80750,,,...,,...,   89792,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data",,   16185,,,...,,...,  518295,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families without children or other relatives in 2015 ($)",,   85275,,,...,,...,  100772,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families without children or other relatives in 2015 ($)",,   71414,,,...,,...,   83021,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data",,   28215,,,...,,...,  536580,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families with children in 2015 ($)",,  112507,,,...,,...,  131213,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families with children in 2015 ($)",,   94625,,,...,,...,  108407,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data",,    8610,,,...,,...,  179615,,,...,,...
"Income of economic families in 2015","  Average total income of lone-parent economic families in 2015 ($)",,   62070,,,...,,...,   63004,,,...,,...
"Income of economic families in 2015","  Average after-tax income of lone-parent economic families in 2015 ($)",,   54270,,,...,,...,   54655,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 100% data",21,   22965,,   10135,,   12830,,  768855,,  373390,,  395465,
"Income of economic families in 2015","  Median total income in 2015 for persons aged 15 years and over not in economic families ($)",39,   28373,,   30321,,   27110,,   31255,,   33342,,   29674,
"Income of economic families in 2015","  Median after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",39,   26244,,   27597,,   25436,,   28320,,   29815,,   27221,
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data",40,   22905,,   10095,,   12810,,  766660,,  371595,,  395060,
"Income of economic families in 2015","  Average total income in 2015 for persons aged 15 years and over not in economic families ($)",41,   38281,,   41734,,   35559,,   41666,,   44615,,   38892,
"Income of economic families in 2015","  Average after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",41,   32456,,   34691,,   30694,,   35191,,   37100,,   33395,
"Income of economic families in 2015","Total - Economic family income decile group for the population in private households - 100% data",42,  196660,,   94055,,  102610,, 4560235,, 2237490,, 2322745,
"Income of economic families in 2015","  In the bottom half of the distribution",,  108805,,   50790,,   58015,, 2265245,, 1078695,, 1186555,
"Income of economic families in 2015","    In the bottom decile",,   32055,,   14795,,   17260,,  537405,,  258275,,  279140,
"Income of economic families in 2015","    In the second decile",,   22630,,   10390,,   12235,,  449395,,  205320,,  244075,
"Income of economic families in 2015","    In the third decile",,   19035,,    8945,,   10085,,  420355,,  198845,,  221510,
"Income of economic families in 2015","    In the fourth decile",,   17485,,    8270,,    9215,,  422805,,  203710,,  219095,
"Income of economic families in 2015","    In the fifth decile",,   17605,,    8390,,    9215,,  435290,,  212555,,  222735,
"Income of economic families in 2015","  In the top half of the distribution",,   87860,,   43265,,   44595,, 2294990,, 1158795,, 1136195,
"Income of economic families in 2015","    In the sixth decile",,   17545,,    8365,,    9180,,  442070,,  218225,,  223845,
"Income of economic families in 2015","    In the seventh decile",,   18025,,    8845,,    9190,,  451795,,  226240,,  225555,
"Income of economic families in 2015","    In the eighth decile",,   17815,,    8845,,    8970,,  462900,,  233935,,  228970,
"Income of economic families in 2015","    In the ninth decile",,   17970,,    8930,,    9040,,  473535,,  241165,,  232375,
"Income of economic families in 2015","    In the top decile",,   16500,,    8280,,    8215,,  464685,,  239235,,  225450,
"Low income in 2015","Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data",43,  196665,,   94050,,  102610,, 4477875,, 2196415,, 2281460,
"Low income in 2015","  0 to 17 years",,   33845,,   17355,,   16485,,  822390,,  422685,,  399710,
"Low income in 2015","    0 to 5 years",,   10540,,    5425,,    5115,,  260110,,  133670,,  126445,
"Low income in 2015","  18 to 64 years",,  130415,,   61600,,   68815,, 2876495,, 1404390,, 1472105,
"Low income in 2015","  65 years and over",,   32400,,   15100,,   17300,,  778990,,  369345,,  409645,
"Low income in 2015","In low income based on the Low-income measure; after tax (LIM-AT)",,   44000,,   20240,,   23760,,  694960,,  325015,,  369940,
"Low income in 2015","  0 to 17 years",,    8655,,    4350,,    4305,,  151880,,   78110,,   73770,
"Low income in 2015","    0 to 5 years",,    2700,,    1370,,    1325,,   46920,,   24035,,   22885,
"Low income in 2015","  18 to 64 years",,   28170,,   12700,,   15475,,  427085,,  198475,,  228615,
"Low income in 2015","  65 years and over",,    7175,,    3190,,    3980,,  115990,,   48430,,   67560,
"Low income in 2015","Prevalence of low income based on the Low-income measure; after tax (LIM-AT) (%)",,     22.4,,     21.5,,     23.2,,     15.5,,     14.8,,     16.2,
"Low income in 2015","  0 to 17 years (%)",,     25.6,,     25.1,,     26.1,,     18.5,,     18.5,,     18.5,
"Low income in 2015","    0 to 5 years (%)",,     25.6,,     25.3,,     25.9,,     18.0,,     18.0,,     18.1,
"Low income in 2015","  18 to 64 years (%)",,     21.6,,     20.6,,     22.5,,     14.8,,     14.1,,     15.5,
"Low income in 2015","  65 years and over (%)",,     22.1,,     21.1,,     23.0,,     14.9,,     13.1,,     16.5,
"Low income in 2015","In low income based on the Low-income cut-offs; after tax (LICO-AT)",,   35530,,   16330,,   19200,,  491645,,  236430,,  255215,
"Low income in 2015","  0 to 17 years",,    7100,,    3550,,    3555,,   99330,,   50890,,   48450,
"Low income in 2015","    0 to 5 years",,    2175,,    1100,,    1070,,   29250,,   14930,,   14315,
"Low income in 2015","  18 to 64 years",,   24110,,   10975,,   13135,,  345345,,  165740,,  179605,
"Low income in 2015","  65 years and over",,    4325,,    1805,,    2520,,   46965,,   19805,,   27165,
"Low income in 2015","Prevalence of low income based on the Low-income cut-offs; after tax (LICO-AT) (%)",,     18.1,,     17.4,,     18.7,,     11.0,,     10.8,,     11.2,
"Low income in 2015","  0 to 17 years (%)",,     21.0,,     20.5,,     21.6,,     12.1,,     12.0,,     12.1,
"Low income in 2015","    0 to 5 years (%)",,     20.6,,     20.3,,     20.9,,     11.2,,     11.2,,     11.3,
"Low income in 2015","  18 to 64 years (%)",,     18.5,,     17.8,,     19.1,,     12.0,,     11.8,,     12.2,
"Low income in 2015","  65 years and over (%)",,     13.3,,     12.0,,     14.6,,      6.0,,      5.4,,      6.6,
"Knowledge of languages","Total - Knowledge of languages for the population in private households - 25% sample data",44,  196665,,   94055,,  102605,, 4560235,, 2237490,, 2322745,
"Knowledge of languages","  Official languages",,  174630,,   84660,,   89970,, 4407125,, 2173840,, 2233285,
"Knowledge of languages","    English",,  174575,,   84635,,   89935,, 4405380,, 2173040,, 2232340,
"Knowledge of languages","    French",,    9635,,    4375,,    5260,,  314225,,  140085,,  174140,
"Knowledge of languages","  Non-official languages",,  142100,,   66020,,   76080,, 1546550,,  727200,,  819355,
"Knowledge of languages","    Aboriginal languages",,      40,,      15,,      25,,   17190,,    8115,,    9075,
"Knowledge of languages","      Algonquian languages",,      10,,       0,,      10,,    1950,,     905,,    1045,
"Knowledge of languages","        Blackfoot",,       0,,       0,,       0,,      35,,       0,,      35,
"Knowledge of languages","        Cree-Montagnais languages",,      10,,       0,,      10,,    1600,,     795,,     805,
"Knowledge of languages","          Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Montagnais (Innu)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Moose Cree",,       0,,       0,,       0,,      15,,       0,,      10,
"Knowledge of languages","          Naskapi",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Northern East Cree",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","          Plains Cree",,       0,,       0,,       0,,     345,,     160,,     180,
"Knowledge of languages","          Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Swampy Cree",,       0,,       0,,       0,,      55,,      25,,      30,
"Knowledge of languages","          Woods Cree",,       0,,       0,,       0,,      80,,      45,,      40,
"Knowledge of languages","          Cree; n.o.s.",,      10,,       0,,      10,,    1090,,     560,,     525,
"Knowledge of languages","        Eastern Algonquian languages",,       0,,       0,,       0,,      30,,      20,,      10,
"Knowledge of languages","          Malecite",,       0,,       0,,       0,,      10,,      10,,       0,
"Knowledge of languages","          Mi'kmaq",,       0,,       0,,       0,,      25,,      15,,       0,
"Knowledge of languages","        Ojibway-Potawatomi languages",,      10,,       0,,      10,,     310,,     100,,     205,
"Knowledge of languages","          Algonquin",,       0,,       0,,       0,,      20,,       0,,      15,
"Knowledge of languages","          Ojibway",,       0,,       0,,      10,,     275,,      95,,     180,
"Knowledge of languages","          Oji-Cree",,       0,,       0,,       0,,      15,,       0,,      15,
"Knowledge of languages","          Ottawa (Odawa)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Algonquian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Athabaskan languages",,      10,,       0,,       0,,    4375,,    2050,,    2330,
"Knowledge of languages","        Northern Athabaskan languages",,      10,,       0,,       0,,    4345,,    2035,,    2315,
"Knowledge of languages","          Babine (Wetsuwet'en)",,       0,,       0,,       0,,     200,,     100,,      95,
"Knowledge of languages","          Beaver",,       0,,       0,,       0,,     255,,     130,,     130,
"Knowledge of languages","          Carrier",,       0,,       0,,       0,,    2045,,     940,,    1110,
"Knowledge of languages","          Chilcotin",,       0,,       0,,       0,,    1130,,     525,,     605,
"Knowledge of languages","          Dene",,      10,,       0,,      10,,     130,,      55,,      80,
"Knowledge of languages","          Dogrib (Tlicho)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Gwich'in",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Sarsi (Sarcee)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","          Sekani",,       0,,       0,,       0,,     185,,      85,,     100,
"Knowledge of languages","          Slavey-Hare languages",,       0,,       0,,       0,,     125,,      60,,      75,
"Knowledge of languages","            North Slavey (Hare)",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","            South Slavey",,       0,,       0,,       0,,      25,,      15,,      10,
